Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;EUROVOC Concept URI;EUROVOC Concept's PrefLabel;Broaders Of  EUROVOC Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
;purchases;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquisto;http://eurovoc.europa.eu/4983;purchase;commercial transaction;E
;airfields;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aeroporto;http://eurovoc.europa.eu/195;airport;air transport;E
;aerosols;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aerosol;http://eurovoc.europa.eu/212;aerosol;special chemicals;E
;Africa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/africa;http://eurovoc.europa.eu/281;Africa;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/agronomia;http://eurovoc.europa.eu/685;agronomy;applied sciences;E
;trees;http://linkeddata.ge.imati.cnr.it/resource/ThIST/albero;http://eurovoc.europa.eu/2404;tree;forest;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/algarve;http://eurovoc.europa.eu/1187;Algarve;regions of Portugal;E
;halogens;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alogeno;http://eurovoc.europa.eu/1229;halogen;chemical element;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amburgo;http://eurovoc.europa.eu/1230;Hamburg;regions of Germany;E
;America;http://linkeddata.ge.imati.cnr.it/resource/ThIST/america;http://eurovoc.europa.eu/1587;America;;E
;Latin America;http://linkeddata.ge.imati.cnr.it/resource/ThIST/americalatina;http://eurovoc.europa.eu/1632;Latin America;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amministrazionelocale;http://eurovoc.europa.eu/68;local government;public administration;E
;anatomy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anatomia;http://eurovoc.europa.eu/1859;anatomy;medical science;E
;directory;http://linkeddata.ge.imati.cnr.it/resource/ThIST/annuario;http://eurovoc.europa.eu/1962;yearbook;document;E
;directory;http://linkeddata.ge.imati.cnr.it/resource/ThIST/annuario;http://eurovoc.europa.eu/3342;directory;documentary tool;E
;Antarctica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antartide;http://eurovoc.europa.eu/1983;Antarctica;polar region;E
;archaeology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/archeologia;http://eurovoc.europa.eu/2453;archaeology;social sciences;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/architettura;http://eurovoc.europa.eu/2471;architecture;fine arts;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/archivio;http://eurovoc.europa.eu/2492;archives;information service;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arcipelago;http://eurovoc.europa.eu/5444;archipelago;law of the sea;E
;Asia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/asia;http://eurovoc.europa.eu/2838;Asia;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/associazione;http://eurovoc.europa.eu/2944;association;collective activities;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/astronomia;http://eurovoc.europa.eu/3790;astronomy;space science;E
;atlas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlante;http://eurovoc.europa.eu/3930;atlas;document;E
;atmosphere;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atmosfera;http://eurovoc.europa.eu/3967;atmosphere;physical environment;E
;nitrogen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azoto;http://eurovoc.europa.eu/4545;nitrogen;chemical element;E
;Azores;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azzorre;http://eurovoc.europa.eu/5076;Azores;regions of Portugal;E
;Azores Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azzorre;http://eurovoc.europa.eu/5076;Azores;regions of Portugal;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balena;http://eurovoc.europa.eu/6403;whale;marine mammal;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bali;http://eurovoc.europa.eu/4679;Bali;Indonesia;E
;World Bank;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bancamondiale;http://eurovoc.europa.eu/4812;World Bank;UN specialised agency;E
;bauxite;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bauxite;http://eurovoc.europa.eu/3755;bauxite;non-ferrous ore;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/berlino;http://eurovoc.europa.eu/4847;Berlin;regions of Germany;E
;bibliography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bibliografia;http://eurovoc.europa.eu/4864;bibliography;documentary tool;E
;libraries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biblioteca;http://eurovoc.europa.eu/4865;library;information service;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bilancio;http://eurovoc.europa.eu/5050;budget;budget policy;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bilancioenergetico;http://eurovoc.europa.eu/4886;energy audit;energy policy;E
;biochemistry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biochimica;http://eurovoc.europa.eu/4889;biochemistry;chemistry;E
;biodegradation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biodegradazione;http://eurovoc.europa.eu/4891;biodegradability;prevention of pollution;E
;biography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biografia;http://eurovoc.europa.eu/4905;biography;document;E
;biology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biologia;http://eurovoc.europa.eu/4921;biology;life sciences;E
;biomass;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biomassa;http://eurovoc.europa.eu/4930;biomass;biotechnology;E
;biometry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biometria;http://eurovoc.europa.eu/7410;biometrics;mathematics;E
;biosphere;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biosfera;http://eurovoc.europa.eu/4940;biosphere;physical environment;E
;biotopes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biotopo;http://eurovoc.europa.eu/5464;biotope;ecosystem;E
;commodity exchange;http://linkeddata.ge.imati.cnr.it/resource/ThIST/borsavalori;http://eurovoc.europa.eu/3233;stock exchange;financial market;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/botanica;http://eurovoc.europa.eu/5028;botany;biology;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cambiamentoclimatico;http://eurovoc.europa.eu/5482;climate change;degradation of the environment;E
;sampling;http://linkeddata.ge.imati.cnr.it/resource/ThIST/campionatura;http://eurovoc.europa.eu/623;sampling;sample survey;E
;charcoal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonedilegna;http://eurovoc.europa.eu/5244;charcoal;wood product;E
;carbon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonio;http://eurovoc.europa.eu/5261;carbon;chemical element;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carburante;http://eurovoc.europa.eu/5262;motor fuel;petroleum product;E
;loading;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caricamento;http://eurovoc.europa.eu/5392;load;carriage of goods;E
;cartography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cartografia;http://eurovoc.europa.eu/5269;cartography;geography;E
;catalogs;http://linkeddata.ge.imati.cnr.it/resource/ThIST/catalogo;http://eurovoc.europa.eu/5274;catalogue;documentary tool;E
;Czechoslovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cecoslovacchia1918-1993;http://eurovoc.europa.eu/4411;Czechoslovakia;Eastern Bloc countries;E
;Czechoslovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cecoslovacchia1918-1993;http://eurovoc.europa.eu/4411;Czechoslovakia;Warsaw Pact countries;E
;cement;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cemento;http://eurovoc.europa.eu/5993;cement;building materials;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/censimento;http://eurovoc.europa.eu/2907;census;statistics;E
;nuclear facilities;http://linkeddata.ge.imati.cnr.it/resource/ThIST/centralenucleare;http://eurovoc.europa.eu/5350;nuclear power station;;E
;ceramic materials;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceramica;http://eurovoc.europa.eu/5359;ceramics;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chimica;http://eurovoc.europa.eu/5966;chemistry;physical sciences;E
;cyclones;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ciclone;http://eurovoc.europa.eu/5565;cyclone;natural disaster;E
;classification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/classificazione;http://eurovoc.europa.eu/6004;classification;information analysis;E
;climate;http://linkeddata.ge.imati.cnr.it/resource/ThIST/clima;http://eurovoc.europa.eu/6011;climate;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/climatologia;http://eurovoc.europa.eu/6384;climatology;meteorology;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/combustibilefossile;http://eurovoc.europa.eu/6045;fossil fuel;fuel;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/commemorazione;http://eurovoc.europa.eu/5322;commemoration;cultural policy;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/condizioniatmosferiche;http://eurovoc.europa.eu/89;atmospheric conditions;climate;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conferenzainternazionale;http://eurovoc.europa.eu/5525;international conference;international meeting;E
;freezing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congelamento;http://eurovoc.europa.eu/109;freezing;food preserving;E
;consumption;http://linkeddata.ge.imati.cnr.it/resource/ThIST/consumo;http://eurovoc.europa.eu/139;consumption;;E
;water consumption;http://linkeddata.ge.imati.cnr.it/resource/ThIST/consumoidrico;http://eurovoc.europa.eu/141;water consumption;water management;E
;international cooperation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cooperazioneinternazionale;http://eurovoc.europa.eu/216;international cooperation;cooperation policy;E
;Corfu;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corfu;http://eurovoc.europa.eu/1295;Ionian Islands;regions of Greece;E
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://eurovoc.europa.eu/243;corrosion;degradation of the environment;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cosmologia;http://eurovoc.europa.eu/6716;cosmology;astronomy;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/costruzionestradale;http://eurovoc.europa.eu/153;road building;public works;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cultura;http://eurovoc.europa.eu/317;culture;;E
;damage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danno;http://eurovoc.europa.eu/497;damage;liability;E
;decontamination;http://linkeddata.ge.imati.cnr.it/resource/ThIST/decontaminazione;http://eurovoc.europa.eu/2877;decontamination;pollution control measures;E
;deflation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deflazione;http://eurovoc.europa.eu/369;deflation;economic policy;E
;deforestation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deforestazione;http://eurovoc.europa.eu/339;deforestation;degradation of the environment;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/delfino;http://eurovoc.europa.eu/8303;dolphin;marine mammal;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/demografia;http://eurovoc.europa.eu/385;demography;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/depauperamento;http://eurovoc.europa.eu/2280;pauperisation;distribution of income;E
;desertification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertificazione;http://eurovoc.europa.eu/416;desertification;degradation of the environment;E
;strike;http://linkeddata.ge.imati.cnr.it/resource/ThIST/direzione;http://eurovoc.europa.eu/1186;strike;labour dispute;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dirittoamministrativo;http://eurovoc.europa.eu/517;administrative law;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/discorso;http://eurovoc.europa.eu/452;speech;document;E
;dehydration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/disidratazione;http://eurovoc.europa.eu/417;dehydration;food preserving;E
;retorting;http://linkeddata.ge.imati.cnr.it/resource/ThIST/distillazione;http://eurovoc.europa.eu/473;distillation;food technology;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/distribuzionegeografica;http://eurovoc.europa.eu/3326;geographical distribution;statistics;E
;dictionaries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario;http://eurovoc.europa.eu/438;dictionary;document;E
;DNA;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna;http://eurovoc.europa.eu/6260;DNA;genetics;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/documentazione;http://eurovoc.europa.eu/494;documentation;;E
;customs duty;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dogana;http://eurovoc.europa.eu/502;customs;customs regulations;E
;demand;http://linkeddata.ge.imati.cnr.it/resource/ThIST/domanda;http://eurovoc.europa.eu/2128;supply and demand;;E
;dredging;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dragaggio;http://eurovoc.europa.eu/509;dredging;public works;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://eurovoc.europa.eu/510;drainage;public works;E
;ecology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecologia;http://eurovoc.europa.eu/632;ecology;life sciences;E
;economics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia;http://eurovoc.europa.eu/3933;economics;social sciences;E
;economics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia;http://eurovoc.europa.eu/637;economy;;E
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://eurovoc.europa.eu/664;ecosystem;physical environment;E
;buildings;http://linkeddata.ge.imati.cnr.it/resource/ThIST/edificio;http://eurovoc.europa.eu/4831;building;building industry;E
;metals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici;http://eurovoc.europa.eu/1882;metals;;E
;chemical elements;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementochimico;http://eurovoc.europa.eu/3809;chemical element;;E
;electricity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettricita;http://eurovoc.europa.eu/747;electrical energy;electrical industry;E
;electrolysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolisi;http://eurovoc.europa.eu/2693;electrical process;technological process;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettronica;http://eurovoc.europa.eu/709;electronics;physical sciences;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emigrazione;http://eurovoc.europa.eu/724;emigration;migration;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/enciclopedia;http://eurovoc.europa.eu/4137;encyclopaedia;document;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiaelettrica;http://eurovoc.europa.eu/747;electrical energy;electrical industry;E
;wind energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiaeolica;http://eurovoc.europa.eu/748;wind energy;soft energy;E
;geothermal energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiageotermica;http://eurovoc.europa.eu/749;geothermal energy;soft energy;E
;hydroelectric energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiaidroelettrica;http://eurovoc.europa.eu/751;hydroelectric power;electrical industry;E
;nuclear energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energianucleare;http://eurovoc.europa.eu/753;nuclear energy;;E
;solar energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiasolare;http://eurovoc.europa.eu/756;solar energy;soft energy;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energiatermica;http://eurovoc.europa.eu/757;thermal energy;soft energy;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://eurovoc.europa.eu/2987;herbicide;plant health product;E
;erosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erosione;http://eurovoc.europa.eu/3158;erosion;natural disaster;E
;petroleum exploration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplorazionepetrolifera;http://eurovoc.europa.eu/3764;petroleum exploration;oil industry;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplosivo;http://eurovoc.europa.eu/945;explosive;special chemicals;E
;export;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esportazione;http://eurovoc.europa.eu/946;export;trading operation;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/etnografia;http://eurovoc.europa.eu/6394;ethnography;ethnology;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/etnologia;http://eurovoc.europa.eu/892;ethnology;social sciences;E
;eutrophication;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eutrofizzazione;http://eurovoc.europa.eu/916;eutrophication;water pollution;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/famiglia;http://eurovoc.europa.eu/965;family;;E
;philosophy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filosofia;http://eurovoc.europa.eu/2369;philosophy;social sciences;E
;financing;http://linkeddata.ge.imati.cnr.it/resource/ThIST/finanziamento;http://eurovoc.europa.eu/1000;financing;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fisicanucleare;http://eurovoc.europa.eu/2376;nuclear physics;physical sciences;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/foca;http://eurovoc.europa.eu/6406;seal;marine mammal;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fondalemarino;http://eurovoc.europa.eu/1050;sea-bed;marine environment;E
;International Monetary Fund;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fondomonetariointernazionale;http://eurovoc.europa.eu/1043;International Monetary Fund;UN specialised agency;E
;forests;http://linkeddata.ge.imati.cnr.it/resource/ThIST/foresta;http://eurovoc.europa.eu/1063;forest;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/formazioneprofessionale;http://eurovoc.europa.eu/1074;vocational training;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosfato;http://eurovoc.europa.eu/3760;phosphate;non-metallic ore;E
;phosphorus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosforo;http://eurovoc.europa.eu/2372;phosphorus;chemical element;E
;photochemistry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotochimica;http://eurovoc.europa.eu/2373;photochemistry;chemistry;E
;fruits;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frutto;http://eurovoc.europa.eu/1115;fruit;;E
;fusion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fusionenucleare;http://eurovoc.europa.eu/1123;nuclear fusion;nuclear technology;E
;gases;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gas;http://eurovoc.europa.eu/1139;gas;fuel;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gasolio;http://eurovoc.europa.eu/3772;diesel fuel;motor fuel;E
;twinning;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geminazione;http://eurovoc.europa.eu/5323;twinning;social life;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geniocivile;http://eurovoc.europa.eu/1145;civil engineering;public works;E
;geochemistry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geochimica;http://eurovoc.europa.eu/1147;geochemistry;geology;E
;geodesy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geodesia;http://eurovoc.europa.eu/8438;geodesy;geophysics;E
;geophysics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geofisica;http://eurovoc.europa.eu/1152;geophysics;geology;E
;geography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografia;http://eurovoc.europa.eu/1148;geography;earth sciences;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiaeconomica;http://eurovoc.europa.eu/1149;economic geography;geography;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiapolitica;http://eurovoc.europa.eu/1150;political geography;geography;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiaregionale;http://eurovoc.europa.eu/6389;regional geography;geography;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiastorica;http://eurovoc.europa.eu/7360;historical geography;geography;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiaumana;http://eurovoc.europa.eu/6388;human geography;geography;E
;geology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geologia;http://eurovoc.europa.eu/1151;geology;earth sciences;E
;geomorphology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geomorfologia;http://eurovoc.europa.eu/6390;geomorphology;earth sciences;E
;Caucaso;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://eurovoc.europa.eu/5652;Georgia;CIS countries;E
;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://eurovoc.europa.eu/5652;Georgia;CIS countries;E
;Caucaso;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://eurovoc.europa.eu/5652;Georgia;Caucasus countries;E
;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://eurovoc.europa.eu/5652;Georgia;Caucasus countries;E
;Caucaso;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://eurovoc.europa.eu/5652;Georgia;Council of Europe countries;E
;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://eurovoc.europa.eu/5652;Georgia;Council of Europe countries;E
;geothermics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geotermia;http://eurovoc.europa.eu/749;geothermal energy;soft energy;E
;management;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestione;http://eurovoc.europa.eu/1154;management;;E
;ice;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghiaccio;http://eurovoc.europa.eu/1169;ice;water;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghisa;http://eurovoc.europa.eu/1059;cast-iron;iron and steel product;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/giacimentodigas;http://eurovoc.europa.eu/6699;gas field;gas;E
;mineral deposits;http://linkeddata.ge.imati.cnr.it/resource/ThIST/giacimentominerario;http://eurovoc.europa.eu/3747;ore deposit;mining industry;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/giardinozoologico;http://eurovoc.europa.eu/6121;zoo;leisure park;E
;gulf;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfo;http://eurovoc.europa.eu/1171;gulf;maritime area;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guam;http://eurovoc.europa.eu/1289;Guam;Mariana Islands;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guam;http://eurovoc.europa.eu/1289;Guam;countries of the Pacific Community;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guida;http://eurovoc.europa.eu/5311;guide;document;E
;habitat;http://linkeddata.ge.imati.cnr.it/resource/ThIST/habitat;http://eurovoc.europa.eu/1221;habitat;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hongkong;http://eurovoc.europa.eu/1254;Hong Kong;APEC countries;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hongkong;http://eurovoc.europa.eu/1254;Hong Kong;Far East;E
;hydrogen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeno;http://eurovoc.europa.eu/1275;hydrogen;chemical element;E
;hydrogeology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeologia;http://eurovoc.europa.eu/1276;hydrogeology;geology;E
;hydrology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrologia;http://eurovoc.europa.eu/1278;hydrology;earth sciences;E
;bottling;http://linkeddata.ge.imati.cnr.it/resource/ThIST/imbottigliamento;http://eurovoc.europa.eu/722;bottling;preparation for market;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/immigrazione;http://eurovoc.europa.eu/1302;immigration;migration;E
;environmental impact;http://linkeddata.ge.imati.cnr.it/resource/ThIST/impattoambientale;http://eurovoc.europa.eu/3139;environmental impact;environmental policy;E
;import;http://linkeddata.ge.imati.cnr.it/resource/ThIST/importazione;http://eurovoc.europa.eu/1309;import;trading operation;E
;nuclear accidents;http://linkeddata.ge.imati.cnr.it/resource/ThIST/incidentenucleare;http://eurovoc.europa.eu/921;nuclear accident;nuclear safety;E
;environmental indicators;http://linkeddata.ge.imati.cnr.it/resource/ThIST/indicatoreambientale;http://eurovoc.europa.eu/8550;environmental indicator;environmental policy;E
;chemical industry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/industriachimica;http://eurovoc.europa.eu/1362;chemical industry;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/industriametallurgica;http://eurovoc.europa.eu/3820;metallurgical industry;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/industriamineraria;http://eurovoc.europa.eu/1411;mining industry;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inondazione;http://eurovoc.europa.eu/1440;flood;natural disaster;E
;pollution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinamento;http://eurovoc.europa.eu/2524;pollution;;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinamentoorganico;http://eurovoc.europa.eu/2537;organic pollution;pollution;E
;thermal pollution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinamentotermico;http://eurovoc.europa.eu/2541;thermal pollution;pollution;E
;education;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamento;http://eurovoc.europa.eu/668;education;;E
;education;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamento;http://eurovoc.europa.eu/778;teaching;;E
;graduate-level education;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamentosuperiore;http://eurovoc.europa.eu/800;higher education;level of education;E
;artificial intelligence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/intelligenzaartificiale;http://eurovoc.europa.eu/3030;artificial intelligence;information processing;E
;interference;http://linkeddata.ge.imati.cnr.it/resource/ThIST/interferenza;http://eurovoc.europa.eu/1436;interference;international conflict;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/internet;http://eurovoc.europa.eu/6088;Internet;telecommunications;E
;interpretation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/interpretazione;http://eurovoc.europa.eu/1482;interpreting;information processing;E
;investment;http://linkeddata.ge.imati.cnr.it/resource/ThIST/investimento;http://eurovoc.europa.eu/1488;investment;;E
;irradiation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/irradiazione;http://eurovoc.europa.eu/4085;irradiation;food preserving;E
;irrigation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/irrigazione;http://eurovoc.europa.eu/2680;irrigation;water management in agriculture;E
;islands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isola;http://eurovoc.europa.eu/1287;island;geophysical environment;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolefalkland;http://eurovoc.europa.eu/1771;Falkland Islands;South America;E
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolefalkland;http://eurovoc.europa.eu/1771;Falkland Islands;United Kingdom OCT;E
;histology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/istologia;http://eurovoc.europa.eu/1246;histology;biology;E
;alloys;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lega;http://eurovoc.europa.eu/1340;alloy;metals;E
