oBT,oNT,oRT,o,oPrefLabel,oAltLabels
,urban study| urban study| urban study| selection of technology| selection of technology| selection of technology| recording of substances| recording of substances| recording of substances| research project| research project| research project| scientific research| scientific research| scientific research| literature study| literature study| literature study| historical research| historical research| historical research| exploration| exploration| exploration| urban study| urban study| urban study| selection of technology| selection of technology| selection of technology| recording of substances| recording of substances| recording of substances| research project| research project| research project| scientific research| scientific research| scientific research| literature study| literature study| literature study| historical research| historical research| historical research| exploration| exploration| exploration,research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory| research centre| literature evaluation| laboratory,http://www.eionet.europa.eu/gemet/concept/7127,research,
miscellaneous product| miscellaneous product,,synthetic material| forest product,http://www.eionet.europa.eu/gemet/concept/7161,resin,
,renewable resource| renewable resource| renewable resource| non-renewable resource| non-renewable resource| non-renewable resource| natural resource| natural resource| natural resource| energy resource| energy resource| energy resource,resource reserve| resource conservation| resources management| resource reserve| resource conservation| resources management| resource reserve| resource conservation| resources management| resource reserve| resource conservation| resources management,http://www.eionet.europa.eu/gemet/concept/7168,resource,
metabolism,respiratory air,,http://www.eionet.europa.eu/gemet/concept/7176,respiration,
cultural heritage,,installation restoration,http://www.eionet.europa.eu/gemet/concept/7188,restoration,
element of group II (alkaline earth metals),,,http://www.eionet.europa.eu/gemet/concept/719,barium,
renaturation,,,http://www.eionet.europa.eu/gemet/concept/7202,revegetation,
,pollution risk| pollution risk| nuclear risk| nuclear risk| technological hazard| technological hazard| natural risk| natural risk| chemical risk| chemical risk| environmental risk| environmental risk| cancer risk| cancer risk| residual risk| residual risk| major risk| major risk,hazard| risk assessment| hazard| risk assessment| hazard| risk assessment| hazard| risk assessment| hazard| risk assessment| hazard| risk assessment| hazard| risk assessment| hazard| risk assessment| hazard| risk assessment,http://www.eionet.europa.eu/gemet/concept/7233,risk,
watercourse| watercourse| watercourse| watercourse| watercourse| watercourse,estuary| estuary| waterfall| waterfall| delta| delta,channelling| river bed| channelling| river bed| channelling| river bed,http://www.eionet.europa.eu/gemet/concept/7244,river,
road network| road network| road network| road network| road network| road network| road network,path| access road| highway| traffic route| motorway| route| trunk road,road traffic| road traffic| road traffic| road traffic| road traffic| road traffic| road traffic,http://www.eionet.europa.eu/gemet/concept/7272,road,
lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere,clay| clay| clay| clay| bitumen| bitumen| bitumen| bitumen| marble| marble| marble| marble| limestone| limestone| limestone| limestone| gravel| gravel| gravel| gravel,rock mechanics| natural stone| stone| ore| rock mechanics| natural stone| stone| ore| rock mechanics| natural stone| stone| ore| rock mechanics| natural stone| stone| ore| rock mechanics| natural stone| stone| ore,http://www.eionet.europa.eu/gemet/concept/7298,rock,
plant component,,,http://www.eionet.europa.eu/gemet/concept/7312,root,
hydrologic balance| hydrologic balance| hydrologic balance| hydrologic balance,drainage| rinsing| water seepage| surface runoff,,http://www.eionet.europa.eu/gemet/concept/7340,runoff,
human settlement| human settlement,rural habitat| village,,http://www.eionet.europa.eu/gemet/concept/7353,rural settlement,
,international safety| safety system| safety rule| mitigation measure| damage assessment| risk assessment| crisis management| safety measure,,http://www.eionet.europa.eu/gemet/concept/7362,safety,
marsh,,,http://www.eionet.europa.eu/gemet/concept/7396,salt marsh,
mineral deposit,,,http://www.eionet.europa.eu/gemet/concept/7400,salt plug,
chemical| chemical,,chloride| chloride,http://www.eionet.europa.eu/gemet/concept/7401,salt,
surface water| surface water| surface water,sea water| coastal water| tidal water,,http://www.eionet.europa.eu/gemet/concept/7402,salt water,
monitoring technique,sampling technique,,http://www.eionet.europa.eu/gemet/concept/7407,sampling,
raw material| raw material,,sand extraction| building material,http://www.eionet.europa.eu/gemet/concept/7413,sand,
mining district,,,http://www.eionet.europa.eu/gemet/concept/7425,sand pit,
landfill,,,http://www.eionet.europa.eu/gemet/concept/7438,sanitary landfill,
space (interplanetary)| space (interplanetary),,observation satellite| artificial satellite,http://www.eionet.europa.eu/gemet/concept/7452,satellite,
gulf,,,http://www.eionet.europa.eu/gemet/concept/749,bay,
hydrosphere| hydrosphere| hydrosphere| hydrosphere| hydrosphere| hydrosphere| water (geographic)| water (geographic)| water (geographic)| water (geographic)| water (geographic)| water (geographic),ocean| ocean| open sea| open sea| deep sea| deep sea| ocean| ocean| open sea| open sea| deep sea| deep sea,sea resource| protected marine zone| sea resource| protected marine zone| sea resource| protected marine zone| sea resource| protected marine zone| sea resource| protected marine zone| sea resource| protected marine zone,http://www.eionet.europa.eu/gemet/concept/7495,sea,
seashore,barrier beach,,http://www.eionet.europa.eu/gemet/concept/751,beach,
physical process| physical process,,landfill base sealing| soil surface sealing,http://www.eionet.europa.eu/gemet/concept/7516,sealing,
salt water,,,http://www.eionet.europa.eu/gemet/concept/7535,sea water,
earth's crust,,,http://www.eionet.europa.eu/gemet/concept/7560,sedimentary basin,
lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere,silt| sludge| suspended matter| marine sediment| mud (sediment)| alluvion,,http://www.eionet.europa.eu/gemet/concept/7565,sediment,
embryogenesis,,,http://www.eionet.europa.eu/gemet/concept/7567,seed (biology),
element of group VI| element of group VI,,semiconductor| semi-metal,http://www.eionet.europa.eu/gemet/concept/7590,selenium,
hymenopteran,,apiculture,http://www.eionet.europa.eu/gemet/concept/762,bee,
pollution abatement equipment,tailings pond,,http://www.eionet.europa.eu/gemet/concept/7627,settling tank,
waste water,,,http://www.eionet.europa.eu/gemet/concept/7628,sewage,
autoecology| autoecology,animal behaviour| behaviour pattern,social behaviour| social behaviour,http://www.eionet.europa.eu/gemet/concept/765,behaviour,
vehicle| vehicle| vehicle| vehicle| vehicle,submarine| tanker (ship)| twin-hull craft| oil recovery vessel| fishing vessel,ship garbage| ship garbage| ship garbage| ship garbage| ship garbage,http://www.eionet.europa.eu/gemet/concept/7654,ship,
element of group IV| element of group IV,,semiconductor| semi-metal,http://www.eionet.europa.eu/gemet/concept/7694,silicon,
sediment| sediment,,,http://www.eionet.europa.eu/gemet/concept/7698,silt,
transition element,,,http://www.eionet.europa.eu/gemet/concept/7699,silver,
experiment| experiment| experiment| experiment,climatic experiment| theory of the environment| mathematical method| modelling,,http://www.eionet.europa.eu/gemet/concept/7702,simulation,
industrial process,,thermal treatment,http://www.eionet.europa.eu/gemet/concept/7707,sintering,
planning measure,location of industries,,http://www.eionet.europa.eu/gemet/concept/7709,site selection,
sediment,,sewage sludge,http://www.eionet.europa.eu/gemet/concept/7733,sludge,
aquatic organism,,,http://www.eionet.europa.eu/gemet/concept/775,benthos,
aromatic hydrocarbon,,,http://www.eionet.europa.eu/gemet/concept/776,benzene,
atmospheric precipitation,,,http://www.eionet.europa.eu/gemet/concept/7769,snow,
element of group II (alkaline earth metals),,,http://www.eionet.europa.eu/gemet/concept/781,beryllium,
social science| social science| social science,,social analysis| sociological survey| social survey,http://www.eionet.europa.eu/gemet/concept/7831,sociology,
informatics,,software development,http://www.eionet.europa.eu/gemet/concept/7842,software,
pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere| pedosphere,soil texture| soil texture| soil texture| soil capability| soil capability| soil capability| soil water| soil water| soil water| soil function| soil function| soil function| soil profile| soil profile| soil profile| soil type| soil type| soil type| soil air| soil air| soil air| soil structure| soil structure| soil structure| soil salinity| soil salinity| soil salinity,land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis| land| soil resource| soil analysis,http://www.eionet.europa.eu/gemet/concept/7843,soil,
environmental conservation,,,http://www.eionet.europa.eu/gemet/concept/7852,soil conservation,
soil process| soil process,,erosion| erosion control,http://www.eionet.europa.eu/gemet/concept/7858,soil erosion,
document type,,,http://www.eionet.europa.eu/gemet/concept/786,bibliography,
soil process,,,http://www.eionet.europa.eu/gemet/concept/7871,soil mechanics,
soil| soil| soil,soil layer| mineral matter| organic matter,,http://www.eionet.europa.eu/gemet/concept/7882,soil profile,
soil,,,http://www.eionet.europa.eu/gemet/concept/7895,soil structure,
law (individual),,,http://www.eionet.europa.eu/gemet/concept/79,act,
resource utilisation,,land use,http://www.eionet.europa.eu/gemet/concept/7900,soil use,
non-conventional energy,,solar heating,http://www.eionet.europa.eu/gemet/concept/7906,solar energy,
Earth-Sun relationship| radiation,duration of sunshine| duration of sunshine,,http://www.eionet.europa.eu/gemet/concept/7912,solar radiation,
chemical property| chemical property| physical property| physical property,,dissolution| insoluble substance| dissolution| insoluble substance,http://www.eionet.europa.eu/gemet/concept/7923,solubility,
physicochemical process| physicochemical process| physicochemical process,resorption| chemisorption| adsorption,desorption| desorption| desorption,http://www.eionet.europa.eu/gemet/concept/7930,sorption,
Africa,,,http://www.eionet.europa.eu/gemet/concept/7950,Southern Africa,
ecological parameter| ecological parameter| ecological parameter| ecological parameter| ecological parameter,exotic species| plant species| adaptable species| endemic species| animal species,category of endangered species| category of endangered species| category of endangered species| category of endangered species| category of endangered species,http://www.eionet.europa.eu/gemet/concept/7982,species,
laboratory technique| laboratory technique,,,http://www.eionet.europa.eu/gemet/concept/7992,spectroscopy,
technical regulation| technical regulation| technical regulation| technical regulation| technical regulation| technical regulation| technical regulation| technical regulation,pesticide control standard| emission standard| ISO standard| product standard| technical regulation for dangerous substances| European standard| quality standard| safety standard,,http://www.eionet.europa.eu/gemet/concept/8047,standard,
technical regulation,international standardisation,,http://www.eionet.europa.eu/gemet/concept/8048,standardisation,
environmental assessment criterion,,,http://www.eionet.europa.eu/gemet/concept/8067,state of the art,
analysis,,statistics,http://www.eionet.europa.eu/gemet/concept/8074,statistical analysis,
,regional statistics| regional statistics| regional statistics| environmental statistics| environmental statistics| environmental statistics| industrial production statistics| industrial production statistics| industrial production statistics| waste statistics| waste statistics| waste statistics| water statistics| water statistics| water statistics,statistical data| data analysis| statistical analysis| statistical data| data analysis| statistical analysis| statistical data| data analysis| statistical analysis| statistical data| data analysis| statistical analysis| statistical data| data analysis| statistical analysis,http://www.eionet.europa.eu/gemet/concept/8076,statistics,
alloy| metal product,,,http://www.eionet.europa.eu/gemet/concept/8088,steel,
meteorological phenomenon,thunderstorm,,http://www.eionet.europa.eu/gemet/concept/8115,storm,
physical property,,,http://www.eionet.europa.eu/gemet/concept/8125,stratification,
atmospheric structure,,,http://www.eionet.europa.eu/gemet/concept/8128,stratosphere,
human disease| human disease,urban stress| psychological stress,,http://www.eionet.europa.eu/gemet/concept/8141,stress,
element of group II (alkaline earth metals),,,http://www.eionet.europa.eu/gemet/concept/8144,strontium,
chemistry,,,http://www.eionet.europa.eu/gemet/concept/815,biochemistry,
landform| landform,benthic division| sea bed,,http://www.eionet.europa.eu/gemet/concept/8158,submarine morphology,
rising (geological),,soil subsidence,http://www.eionet.europa.eu/gemet/concept/8163,subsidence,
soil type,,,http://www.eionet.europa.eu/gemet/concept/8167,subsoil,
synecology,,symbiosis,http://www.eionet.europa.eu/gemet/concept/819,biocoenosis,
inorganic substance,,,http://www.eionet.europa.eu/gemet/concept/8190,sulphate,
inorganic substance,hydrogen sulphide,,http://www.eionet.europa.eu/gemet/concept/8192,sulphide,
element of group VI,,,http://www.eionet.europa.eu/gemet/concept/8198,sulphur,
inorganic substance,,,http://www.eionet.europa.eu/gemet/concept/8203,sulphuric acid,
runoff,,,http://www.eionet.europa.eu/gemet/concept/8225,surface runoff,
physical property,,,http://www.eionet.europa.eu/gemet/concept/8226,surface tension,
water (geographic)| water (geographic)| water (geographic)| water (geographic)| water (geographic)| water (geographic)| water (geographic),drainage water| thermal water| seepage water| inland water| brackish water| salt water| freshwater,,http://www.eionet.europa.eu/gemet/concept/8229,surface water,
legal procedure,,,http://www.eionet.europa.eu/gemet/concept/8239,surveillance,
environmental development,principle of sustainability,,http://www.eionet.europa.eu/gemet/concept/8247,sustainable development,
wetland,salt marsh,,http://www.eionet.europa.eu/gemet/concept/8252,marsh,
autoecology| autoecology,,biocoenosis| mycorrhiza,http://www.eionet.europa.eu/gemet/concept/8259,symbiosis,
degradation| degradation| biochemical process| biochemical process,,biological waste treatment| mineralisation| biological waste treatment| mineralisation,http://www.eionet.europa.eu/gemet/concept/826,biodegradation,
ecology| ecology| ecology| ecology| ecology| ecology| ecology| ecology| ecology| ecology| ecology,food chain| habitat| biotope| ecotype| ecological community| biocoenosis| shelter| ecosystem| population (ecological)| ecological adaptation| specialisation (biological),,http://www.eionet.europa.eu/gemet/concept/8262,synecology,
industrial product,,resin,http://www.eionet.europa.eu/gemet/concept/8272,synthetic material,
building material,,,http://www.eionet.europa.eu/gemet/concept/8296,tar,
mineral deposit,,,http://www.eionet.europa.eu/gemet/concept/8304,tar sand,
finances| finances| finances| finances| finances,tax| royalty| tax system| taxation policy| levy,,http://www.eionet.europa.eu/gemet/concept/8308,taxation,
life science,,,http://www.eionet.europa.eu/gemet/concept/8313,taxonomy,
,construction technology| construction technology| process technology| process technology| end-of-pipe technology| end-of-pipe technology| food technology| food technology| energy technology| energy technology| technological process| technological process| information technology| information technology| technological change| technological change| plasma technology| plasma technology| environmental technology| environmental technology| biotechnology| biotechnology,selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology| selection of technology| evaluation of technology,http://www.eionet.europa.eu/gemet/concept/8339,technology,
technological change,,,http://www.eionet.europa.eu/gemet/concept/8342,technology transfer,
geology,,,http://www.eionet.europa.eu/gemet/concept/8344,tectonics,
methodology,remote sensing,monitoring,http://www.eionet.europa.eu/gemet/concept/8351,telemetry,
geography,,,http://www.eionet.europa.eu/gemet/concept/836,biogeography,
physical property,,,http://www.eionet.europa.eu/gemet/concept/8366,temperature,
information| information,nomenclature| environmental terminology,,http://www.eionet.europa.eu/gemet/concept/8380,terminology,
insect,,,http://www.eionet.europa.eu/gemet/concept/8381,termite,
experiment| experiment| experiment| experiment| experiment| experiment| experiment| experiment,laboratory test| Ames test| nuclear test| biological test| carcinogenicity test| testing method| comparative test| assay,,http://www.eionet.europa.eu/gemet/concept/8405,test,
element of group III,,,http://www.eionet.europa.eu/gemet/concept/8428,thallium,
physical pollution,,waste heat,http://www.eionet.europa.eu/gemet/concept/8442,thermal pollution,
electric power plant,,,http://www.eionet.europa.eu/gemet/concept/8443,thermal power plant,
surface water,,,http://www.eionet.europa.eu/gemet/concept/8448,thermal water,
physical science,,,http://www.eionet.europa.eu/gemet/concept/8450,thermodynamics,
document type,,,http://www.eionet.europa.eu/gemet/concept/8454,thesaurus,
sea level| sea level,,intertidal zone| tidal water,http://www.eionet.europa.eu/gemet/concept/8480,tide,
parameter,,biorhythm,http://www.eionet.europa.eu/gemet/concept/8487,time,
transition element,,,http://www.eionet.europa.eu/gemet/concept/8495,titanium,
flowering plant,,,http://www.eionet.europa.eu/gemet/concept/8501,tobacco,
biotechnology,,,http://www.eionet.europa.eu/gemet/concept/851,biological engineering,
,ecotourism| ecotourism| ecotourism| ecotourism| ecotourism| ecotourism| ecotourism| ecotourism| agritourism| agritourism| agritourism| agritourism| agritourism| agritourism| agritourism| agritourism,tourist facility| touristic zone| traffic| touristic activity management| environmental impact of tourism| land use| tourist attendance| travel| tourist facility| touristic zone| traffic| touristic activity management| environmental impact of tourism| land use| tourist attendance| travel,http://www.eionet.europa.eu/gemet/concept/8522,tourism,
health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard| health hazard,phytotoxicity| phytotoxicity| phytotoxicity| neurotoxicity| neurotoxicity| neurotoxicity| genotoxicity| genotoxicity| genotoxicity| toxicity of pesticides| toxicity of pesticides| toxicity of pesticides| fish toxicity| fish toxicity| fish toxicity| ecotoxicity| ecotoxicity| ecotoxicity| cytotoxicity| cytotoxicity| cytotoxicity,toxic pollution| poisoning| toxicological assessment| toxic pollution| poisoning| toxicological assessment| toxic pollution| poisoning| toxicological assessment| toxic pollution| poisoning| toxicological assessment| toxic pollution| poisoning| toxicological assessment| toxic pollution| poisoning| toxicological assessment| toxic pollution| poisoning| toxicological assessment,http://www.eionet.europa.eu/gemet/concept/8538,toxicity,
properties of materials| properties of materials,toxic product| toxic metal,poison| poison,http://www.eionet.europa.eu/gemet/concept/8546,toxic substance,environmentally harmful or toxic substance| environmentally harmful or toxic substance
,manufacturing trade| manufacturing trade| manufacturing trade| manufacturing trade| manufacturing trade| domestic trade| domestic trade| domestic trade| domestic trade| domestic trade| stocktaking| stocktaking| stocktaking| stocktaking| stocktaking| consultancy| consultancy| consultancy| consultancy| consultancy| foreign trade| foreign trade| foreign trade| foreign trade| foreign trade| distributive trade| distributive trade| distributive trade| distributive trade| distributive trade| animal trade| animal trade| animal trade| animal trade| animal trade| food commerce| food commerce| food commerce| food commerce| food commerce| retail trade| retail trade| retail trade| retail trade| retail trade| wholesale trade| wholesale trade| wholesale trade| wholesale trade| wholesale trade| furriery| furriery| furriery| furriery| furriery| free trade| free trade| free trade| free trade| free trade| plant trade| plant trade| plant trade| plant trade| plant trade,merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law| merchant shipping| trade impact on environment| commercial traffic| commercial noise| commercial law,http://www.eionet.europa.eu/gemet/concept/8563,trade (services),
,space transportation| space transportation| space transportation| space transportation| boundary crossing| boundary crossing| boundary crossing| boundary crossing| air transportation| air transportation| air transportation| air transportation| destination of transport| destination of transport| destination of transport| destination of transport| land transportation| land transportation| land transportation| land transportation| freight transport| freight transport| freight transport| freight transport| transport system| transport system| transport system| transport system| water transportation| water transportation| water transportation| water transportation| mode of transportation| mode of transportation| mode of transportation| mode of transportation| passenger transport| passenger transport| passenger transport| passenger transport| space transportation| space transportation| space transportation| space transportation| boundary crossing| boundary crossing| boundary crossing| boundary crossing| air transportation| air transportation| air transportation| air transportation| destination of transport| destination of transport| destination of transport| destination of transport| land transportation| land transportation| land transportation| land transportation| freight transport| freight transport| freight transport| freight transport| transport system| transport system| transport system| transport system| water transportation| water transportation| water transportation| water transportation| mode of transportation| mode of transportation| mode of transportation| mode of transportation| passenger transport| passenger transport| passenger transport| passenger transport,transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business| transport law| transport regulation| transport planning| transportation business,http://www.eionet.europa.eu/gemet/concept/8641,transportation,
law (corpus of rules),EC Treaty,contract,http://www.eionet.europa.eu/gemet/concept/8663,treaty,
plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology)| plant (biology),coniferous tree| coniferous tree| broad-leaved tree| broad-leaved tree| resinous plant| resinous plant| fruit tree| fruit tree| deciduous tree| deciduous tree| windfall| windfall,wood| dendrometry| wood| dendrometry| wood| dendrometry| wood| dendrometry| wood| dendrometry| wood| dendrometry,http://www.eionet.europa.eu/gemet/concept/8664,tree,
hydrogen,,radioelement,http://www.eionet.europa.eu/gemet/concept/8680,tritium,
atmospheric structure,,,http://www.eionet.europa.eu/gemet/concept/8695,troposphere,
terrestrial area,,,http://www.eionet.europa.eu/gemet/concept/8704,tundra,
physical property,,,http://www.eionet.europa.eu/gemet/concept/8711,turbidity,
railroad vehicle,,,http://www.eionet.europa.eu/gemet/concept/8760,underground train,
international organisation,UNCED,,http://www.eionet.europa.eu/gemet/concept/8776,United Nations,
actinide,,radioelement,http://www.eionet.europa.eu/gemet/concept/8791,uranium,
urban settlement| urban settlement| urban settlement| urban settlement| urban settlement| urban settlement,metropolis| metropolis| city| city| historic centre| historic centre,urban planning| urban structure| urban planning| urban structure| urban planning| urban structure,http://www.eionet.europa.eu/gemet/concept/8797,urban area,
life science| life science| life science| life science| life science| life science| life science| life science| life science| life science| life science| life science| life science,parasitology| aerobiology| hydrobiology| microbiology| estuarine biology| marine biology| molecular biology| freshwater biology| physiology| human biology| morphology| limnology| chorology,anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy| anatomy,http://www.eionet.europa.eu/gemet/concept/881,biology,
settlement concentration,,,http://www.eionet.europa.eu/gemet/concept/8820,urbanisation,
ecological parameter,phytomass,,http://www.eionet.europa.eu/gemet/concept/883,biomass,
research,,,http://www.eionet.europa.eu/gemet/concept/8845,urban study,
landform| landform,canyon| ditch,,http://www.eionet.europa.eu/gemet/concept/8887,valley,
transition element,,,http://www.eionet.europa.eu/gemet/concept/8893,vanadium,
physical property,,,http://www.eionet.europa.eu/gemet/concept/8898,vapour pressure,
,organism| biological process| virus| anatomy| evolution| ecology,,http://www.eionet.europa.eu/gemet/concept/892,biosphere,
plant community| plant community| plant community,vegetation type| vegetation level| arboretum,vegetation cover| vegetation cover| vegetation cover,http://www.eionet.europa.eu/gemet/concept/8922,vegetation,
industrial process,,aeration,http://www.eionet.europa.eu/gemet/concept/8940,ventilation,
metabolism,pheromone,biochemical process,http://www.eionet.europa.eu/gemet/concept/895,biosynthesis,
traffic infrastructure,,,http://www.eionet.europa.eu/gemet/concept/8955,viaduct,
,mechanical vibration,,http://www.eionet.europa.eu/gemet/concept/8959,vibration,
physical property,,,http://www.eionet.europa.eu/gemet/concept/8977,viscosity,
farming technique,,,http://www.eionet.europa.eu/gemet/concept/8987,viticulture,
volatile substance,,,http://www.eionet.europa.eu/gemet/concept/8993,volatile organic compound,
geological process,volcanic eruption,volcano,http://www.eionet.europa.eu/gemet/concept/9003,volcanism,
mountainous area,,volcanism,http://www.eionet.europa.eu/gemet/concept/9004,volcano,
synecology| synecology| synecology| synecology,secondary biotope| secondary biotope| biotope network| biotope network,biotope order| biotope protection| biotope order| biotope protection,http://www.eionet.europa.eu/gemet/concept/901,biotope,
safety system| safety system| safety system,early warning system| alarm| smog warning,,http://www.eionet.europa.eu/gemet/concept/9035,warning system,
overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden| overburden,sludge treatment| sludge treatment| sludge treatment| sludge treatment| sludge treatment| sludge treatment| chemical treatment of waste| chemical treatment of waste| chemical treatment of waste| chemical treatment of waste| chemical treatment of waste| chemical treatment of waste| lagooning| lagooning| lagooning| lagooning| lagooning| lagooning| biological waste treatment| biological waste treatment| biological waste treatment| biological waste treatment| biological waste treatment| biological waste treatment| waste water treatment| waste water treatment| waste water treatment| waste water treatment| waste water treatment| waste water treatment| purification| purification| purification| purification| purification| purification| waste conversion technique| waste conversion technique| waste conversion technique| waste conversion technique| waste conversion technique| waste conversion technique| digestion (sewage)| digestion (sewage)| digestion (sewage)| digestion (sewage)| digestion (sewage)| digestion (sewage)| compaction| compaction| compaction| compaction| compaction| compaction| waste degasification| waste degasification| waste degasification| waste degasification| waste degasification| waste degasification,vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting| vitrification| waste management| thermoselect process| waste treatment plant| shredder| composting,http://www.eionet.europa.eu/gemet/concept/9121,waste treatment,
erosion,,,http://www.eionet.europa.eu/gemet/concept/9168,water erosion,
river,,,http://www.eionet.europa.eu/gemet/concept/9170,waterfall,
concentration (value),,water quality,http://www.eionet.europa.eu/gemet/concept/9184,water hardness,
hydrologic cycle,,,http://www.eionet.europa.eu/gemet/concept/9190,water level,
rock,,,http://www.eionet.europa.eu/gemet/concept/921,bitumen,
water treatment,,purification through the soil,http://www.eionet.europa.eu/gemet/concept/9210,water purification,
natural resource,freshwater resource,water (geographic),http://www.eionet.europa.eu/gemet/concept/9221,water resource,
landform,,,http://www.eionet.europa.eu/gemet/concept/9235,watershed,
public service| public service| public service| public service| public service| public service| public service| public service| public service,urban water supply| urban water supply| urban water supply| rural water supply| rural water supply| rural water supply| drinking water supply| drinking water supply| drinking water supply,water distribution system| waterworks| water management| water distribution system| waterworks| water management| water distribution system| waterworks| water management,http://www.eionet.europa.eu/gemet/concept/9244,water supply,
climate| climate,weather modification| weather condition,weather monitoring| weather monitoring,http://www.eionet.europa.eu/gemet/concept/9269,weather,
water distribution system,water well,,http://www.eionet.europa.eu/gemet/concept/9290,well,
Africa,,,http://www.eionet.europa.eu/gemet/concept/9293,West Africa,
Europe,,,http://www.eionet.europa.eu/gemet/concept/9295,Western Europe,
industrial process,,,http://www.eionet.europa.eu/gemet/concept/9299,wet process,
meteorological phenomenon,,,http://www.eionet.europa.eu/gemet/concept/9327,wind,
bleaching agent,,,http://www.eionet.europa.eu/gemet/concept/933,bleaching clay,
erosion,,,http://www.eionet.europa.eu/gemet/concept/9330,wind erosion,
