sBT,sNT,sRT,s,sPrefLabel,sAltLabels,o
metals| actinides,,trans-uranium elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nettunio,neptunium,,http://dbpedia.org/resource/Category:Neptunium
Rome Italy| planets| outer planets,,satellites| Triton Satellite| solar system| planetology| Voyager 2| Nereid Satellite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nettuno,Neptune,,http://dbpedia.org/resource/Category:Neptune
atmospheric precipitation,,cryonival phaenomena| thawing| hydrology| avalanches| mantos| meltwater| ice fields| glaciers| cryonival features| firn| water| hydrosphere| ice| cryonival deposit| glacial geology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/neve,snow,,http://dbpedia.org/resource/Category:Snow
Central America,Managua,Lake Nicaragua,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nicaragua,Nicaragua,,http://dbpedia.org/resource/Category:Nicaragua
metals,,heavy metals| nickel ores| kamacite| siderophile elements| niccolite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nichel,nickel,,http://dbpedia.org/resource/Category:Nickel
Africa,Niamey Niger,Niger River Basin| Niger River| Sahel| Chad Basin| Sahara,http://linkeddata.ge.imati.cnr.it/resource/ThIST/niger,Niger,,http://dbpedia.org/resource/Category:Niger
Africa| West Africa,Niger Delta| Abuja Nigeria,Niger River| Lake Chad,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria,Nigeria,,http://dbpedia.org/resource/Category:Nigeria
Far East| Asia,Tokio Japan| Pacific Ocean,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nihon,Japan,,http://dbpedia.org/resource/Category:Japan
oxides,betafite| niobotantalates| ixiolite| columbite| pyrochlore,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/niobati,niobates,,http://dbpedia.org/resource/Category:Niobates
metals,,tantalum| niobium ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/niobio,niobium,,http://dbpedia.org/resource/Category:Niobium
,minerals,nitrification| nitrate deposits| nitrate ion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitrati,nitrates,,http://dbpedia.org/resource/Category:Nitrates
alloys,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitruri,nitrides,,http://dbpedia.org/resource/Category:Nitrides
Polynesia| Oceania,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/niue,Niue,,http://dbpedia.org/resource/Category:Niue
metals| actinides,,trans-uranium elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nobelio,nobelium,,http://dbpedia.org/resource/Category:Nobelium
,,classification| homonymy| new names| identification| definition| terminology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nomenclatura,nomenclature,,http://dbpedia.org/resource/Category:Nomenclature
Europe| Europa Island| Scandinavia| Western Europe,Svalbard| Jan Mayen| Oslo Norway| Bergen Norway,Arctic region| Baltic Shield| Fennoscandia| Baltic Glaciation| Lapland,http://linkeddata.ge.imati.cnr.it/resource/ThIST/norge,Norway,,http://dbpedia.org/resource/Category:Norway
Europe| Europa Island| France| Western Europe,,Calvados France,http://linkeddata.ge.imati.cnr.it/resource/ThIST/normandia,Normandy,,http://dbpedia.org/resource/Category:Normandy
United States of America,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/northyay,Maine,,http://dbpedia.org/resource/Category:Maine
,,popular geology| current research,http://linkeddata.ge.imati.cnr.it/resource/ThIST/notizia,news,,http://dbpedia.org/resource/Category:News
Mauritania,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nouakchott,Nouakchott,,http://dbpedia.org/resource/Category:Nouakchott
Africa,,Egypt| Sudan| Nile Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nubia,Nubia,,http://dbpedia.org/resource/Category:Nubia
,,paleontology| predation| nutrients| trophic analysis| diet| metabolism,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nutrizione,nutrition,,http://dbpedia.org/resource/Category:Nutrition
,,meteorology| condensation| droplets| raindrops| hydrologic cycle| water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nuvola,clouds,,http://dbpedia.org/resource/Category:Clouds
,Papua New Guinea| New Zealand| New Guinea| Fiji| Pitcairn Islands| New Caledonia| American Samoa| Samoa| Polynesia| Melanesia| Tonga| Vanuatu| French Polynesia| Micronesia| Niue| Nauru| Kiribati| Great Barrier Reef,Australasia| Australia| Southern Ocean| Pacific Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceania,Oceania,,http://dbpedia.org/resource/Category:Oceania
,,wave motion| global| Law of the Sea| oceanization| ocean closure| Southern Ocean| chlorinity,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceano,oceans,,http://dbpedia.org/resource/Category:Oceans
,,ocean circulation| carbonate compensation depth| reefs| wave motion| sediment traps| tidal currents| ocean basins| sedimentary petrology| bibliography| marine drilling| sea ice| Law of the Sea| research vessels| GEOSECS| upwelling| sedimentation| Deep Sea Drilling Project| scientific cruises| pelagic environment| shelf-slope break| convection| bottom water| education| continental slope| marine geology| nodules| bottom features| ocean waves| abyssal plains| estuaries| boundary layer| turbulence| diffusion| ocean floors| submersibles| continental shelf| expeditions| catalogs| air-sea interface| echo sounding| bathymetry| Ocean Drilling Program| shoals| paleo-oceanography| hemipelagic environment| sea water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanografia,oceanography,,http://dbpedia.org/resource/Category:Oceanography
Arthropoda| Invertebrata| Mandibulata| Insecta| Odonatopteroida,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/odonata,Odonata,,http://dbpedia.org/resource/Category:Odonata
Tertiary| Cenozoic| Paleogene,Chadronian| Chattian| Stampian| Rupelian| Egerian| upper Oligocene| Sannoisian| lower Oligocene,Formazione di Molare| Arenarie di Sangonini| upper Paleogene| Scisti Policromi| Flysch ad Elmintoidi| Formazione di Pesco Falcone| Saucesian| Refugian| Ranzano Formation| Argille Varicolori| Sienite di Biella| Petrignacola Sandstones| Antognola Formation| Arenaria glauconitica di Belluno| Macigno,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oligocene,Oligocene,,http://dbpedia.org/resource/Category:Oligocene
metals| rare earths,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/olmio,holmium,,http://dbpedia.org/resource/Category:Holmium
Cenozoic| Quaternary,Neolithic| Neoglacial| Boreal| Versilian| lower Holocene| Preboreal| upper Holocene| Subboreal| Atlantic| middle Holocene| Flandrian| Mesolithic,Iron Age| modern| Tufo Giallo Napoletano| upper Quaternary| Bronze Age,http://linkeddata.ge.imati.cnr.it/resource/ThIST/olocene,Holocene,,http://dbpedia.org/resource/Category:Holocene
,,data processing| crystallography,http://linkeddata.ge.imati.cnr.it/resource/ThIST/olografia,holography,,http://dbpedia.org/resource/Category:Holography
,,nomenclature| taxonomy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/omonimia,homonymy,,http://dbpedia.org/resource/Category:Homonymy
,plane waves,wavelength| SKP-waves| wave amplification| tube waves| meteorology| wave motion| Lg-waves| P-waves| coda waves| ScS-waves| SKS-waves| interference| Hilbert transformations| PKiKP-waves| PKS-waves| electromagnetic waves| Pn-waves| Love waves| SH-waves| S-waves| surface waves| breaking waves| Rayleigh waves| seiches| short-period waves| scattering| elastic waves| PPS-waves| internal waves| ocean waves| PKP-waves| Sn-waves| ideal waves| propagation| PPP-waves| body waves| shoaling| Stoneley waves| PcP-waves| Doppler effect| catastrophic waves| PS-waves| acoustical waves| PP-waves| SV-waves| Airy waves| long-period waves| wave dispersion| wave absorption| surges| shock waves,http://linkeddata.ge.imati.cnr.it/resource/ThIST/onda,waves,,http://dbpedia.org/resource/Category:Waves
,,railroads| reservoirs| dredging| applied geology| foundations| remediation| marine installations| environmental impact evaluation| underground installations| backfill| construction materials| shorelines| highways| tunnels| dams,http://linkeddata.ge.imati.cnr.it/resource/ThIST/opera,construction,,http://dbpedia.org/resource/Category:Construction
Paleozoic,Bala| Llandeilian| Cincinnatian| Ashgillian| Canadian Series| Champlainian| Arenigian| Chazyan| Middle Ordovician| Trentonian| Viruan| Llanvirnian| Blackriverian| Upper Ordovician| Tremadocian| Caradocian| Lower Ordovician| Edenian,Conglomerati Basali Sardi| Taconic Orogeny,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ordoviciano,Ordovician,,http://dbpedia.org/resource/Category:Ordovician
,,horizontal orientation| tilt| faults| preferred orientation| vertical orientation| schistosity| dip| nappes| lineation| discordant folds| plunging folds| recumbent folds| superposed folds| structural analysis| inclined folds| folds| petrofabrics| drag folds| oblique orientation| strike| overturned folds| linear orientation| fabric,http://linkeddata.ge.imati.cnr.it/resource/ThIST/orientazione,orientation,,http://dbpedia.org/resource/Category:Orientation
,,paleontology| shells,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ornamentazione,ornamentation,,http://dbpedia.org/resource/Category:Ornamentation
metals,,heavy metals| amalgam| electrum| gold ores| gold field| siderophile elements| native elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oro,gold,,http://dbpedia.org/resource/Category:Gold
,Damara Orogeny| Nevadan Orogeny| Himalayan Orogeny| Hercynian Orogeny| Wopmay Orogeny| Caledonian Orogeny| Pan-African Orogeny| Cimmerian Orogeny| Appennine Orogenesis| Cordilleran Orogeny| Algoman Orogeny| Ouachita Orogeny| Assyntic Orogeny| Pyrenean Orogeny| Cadomian Orogeny| Penokean Orogeny| Grenvillian Orogeny| Karelian Orogeny| Eburnean Orogeny| Precambrian Orogeny| Beltian Orogeny| Laramide Orogeny| Avalonian Orogeny| Kenoran Orogeny| Hudsonian Orogeny| Katangan Orogeny| Asturian Orogeny,epeirogeny| volcanology| Alpine Orogeny| overprinting| back-arc basins| faults| Acadian Phase| Taconic Orogeny| orogenic belts| arches| backthrusting| tectogenesis| intracontinental belts| structural geology| absolute age| plate tectonics| Saalian Phase| taphrogeny| Appalachian Phase| magmatism| compression tectonics| folds| tectonics| tectonic phase| geosynclines| transpression| deformation| crust| Alleghany Orogeny| Baikalian Phase| Antler Orogeny| periodicity| metamorphism| Andean Orogeny| fore-arc basins,http://linkeddata.ge.imati.cnr.it/resource/ThIST/orogenesi,orogeny,,http://dbpedia.org/resource/Category:Orogeny
metals| platinum group,Os-187/Os-186,Re/Os| osmium ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/osmio,osmium,,http://dbpedia.org/resource/Category:Osmium
,oxalite| whewellite| weddellite,minerals,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossalati,oxalates,,http://dbpedia.org/resource/Category:Oxalates
,,volcanology| meteorology| geophysics| Vesuvius Observatory Italy| seismology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/osservatorio,observatories,,http://dbpedia.org/resource/Category:Observatories
,chromite| rosenhahnite| cryptomelane| cuprite| cervantite| keatite| rutile| betafite| chrysoberyl| coronadite| ulvospinel| diaspore| hydroxides| bayerite| pseudobrookite| lepidocrocite| rancieite| iron oxides| minerals| pyrophanite| periclase| davidite| becquerelite| anatase| paratellurite| ferrihydrite| hausmannite| plattnerite| wustite| maghemite| delafossite| tellurites| brannerite| bindheimite| goethite| niobotantalates| manganite| euxenite| boehmite| valentinite| crichtonite| schreyerite| bixbyite| gahnite| thorianite| martite| spinel group| gibbsite| wolsendorfite| tenorite| niobates| birnessite| hematite| manganese oxides| hollandite| psilomelane| massicot| uraninite| mendipite| franklinite| priderite| ixiolite| tantalates| brookite| zincite| geikielite| todorokite| columbite| nigerite| bromellite| leucoxene| chrome spinel| baddeleyite| pyrochlore| magnesioferrite| sapphire| pyrolusite| nsutite| brucite| powellite| ilmenite| armalcolite| ramsdellite| germanates| jacobsite| perovskite| corundum| cassiterite| magnetite| hercynite| akaganeite| hibonite| spinel| cerianite| taaffeite| heterogenite,nitrous oxide| ocher| ice| alumina,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossidi,oxides,,http://dbpedia.org/resource/Category:Oxides
,O-18/O-16| O-16| O-17/O-16| O-18,chemical elements| stable isotopes| isotopes| atmosphere| oxidation| ozone,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ossigeno,oxygen,,http://dbpedia.org/resource/Category:Oxygen
,,paleontology| bones,http://linkeddata.ge.imati.cnr.it/resource/ThIST/osteologia,osteology,,http://dbpedia.org/resource/Category:Osteology
Europe| Europa Island| Central Europe,Tyrol Austria| Central Austrian Alps| Tauern Tunnel| North Austrian Alps| Zona Penninica| Taurus Mountains| Limestone Alps| South Austrian Alps| Carinthia Austria| Karawanken| Gailtal Alps| Hohe Tauern| Lechtal Alps| Southern Alps| South Austrian Molasse| Carnic Alps| Vienna Austria| North Austrian Molasse| Carnia| Eastern Alps| Vienna Basin| Stubai Alps,Alps| Morava River valley| Brennero Trough| Bohemian Massif| Danube River Basin| Levantinian| Pannonia| Rhine Basin| Danube River| Rhaetian Alps| Central Alps| Eastern Alps| Vienna Basin| Pannonian Basin| Danube Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/osterreich,Austria,,http://dbpedia.org/resource/Category:Austria
,,ore beneficiation| production| quality controls| methods,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ottimizzazione,optimization,,http://dbpedia.org/resource/Category:Optimization
Commonwealth of Independent States| Asia,Tashkent,Turkestan| USSR| Pamirs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston,Uzbekistan,,http://dbpedia.org/resource/Category:Uzbekistan
,,atmosphere| oxygen| stratosphere,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozono,ozone,,http://dbpedia.org/resource/Category:Ozone
,Salt Range,Hindu Kush| Himalayas| Kashmir| Indus River| Karakoram| Indus Valley| Pamirs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pakistan,Pakistan,,http://dbpedia.org/resource/Category:Pakistan
Europe| Europa Island| Central Europe| Germany,,Bavaria Germany| Rhineland-Palatinate Germany| Upper Palatinate| Hesse Germany| Baden-Wurttemberg Germany,http://linkeddata.ge.imati.cnr.it/resource/ThIST/palatinato,Palatinate,,http://dbpedia.org/resource/Category:Palatinate
,,geomicrobiology| fossils| paleontology| biology| biochemistry,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleobiologia,paleobiology,,http://dbpedia.org/resource/Category:Paleobiology
Tertiary| Cenozoic| Paleogene,Thanetian| Landenian| lower Paleocene| Selandian| Montian| Danian| upper Paleocene,K-T boundary| Brianconnais Zone| Monte Acuto Limestones| Scaglia Grigia| Monte Sant'Elia Dolostones| lower Paleogene| Alberese| Tizzano pinkish marls Formation| Calcari di Spilecco| Monte Sporno Flysch| Calcari di Monte Caio| Laramide Orogeny| Sparnacian,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleocene,Paleocene,,http://dbpedia.org/resource/Category:Paleocene
,,climate| taiga environment| temperate environment| interglacial environment| arid environment| fossils| paleoecology| glacial periods| length of day| climatologic maps| arctic environment| subtropical environment| boreal environment| glaciation| O-18/O-16| hot guest| encrustations| paleotemperature| Boreal| cold guest| cycles| indicators| C-13/C-12| obliquity of the ecliptic| isotopes| humid environment| atmosphere| climate change| S-34/S-32| Milankovitch theory| paleoatmosphere| fluctuations| paleoclimate maps| glacial geology| paleogeography| tropical environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleoclimatologia,paleoclimatology,,http://dbpedia.org/resource/Category:Paleoclimatology
Tertiary| Cenozoic,Tongrian| Thanetian| Eocene| upper Paleogene| Landenian| Chadronian| Paleocene| lower Paleocene| upper Eocene| Lattorfian| lower Paleogene| Biarritzian| Chattian| middle Eocene| Selandian| Refugian| Priabonian| Stampian| Auversian| Ludian| Bartonian| Narizian| Montian| Ilerdian| Pyrenean Orogeny| Rupelian| Danian| Egerian| Oligocene| upper Oligocene| Bridgerian| lower Eocene| Sparnacian| upper Paleocene| Ulatisian| Ypresian| Sannoisian| lower Oligocene| Cuisian| Lutetian,K-T boundary| Scisti e Marne a Fucoidi| Formazione di Molare| Arenarie di Sangonini| Scisti Policromi| Scaglia Grigia| Flysch ad Elmintoidi| Scaglia Cinerea| Formazione di Pesco Falcone| Alberese| Scaglia Toscana| Scaglia Variegata| Calcari di Spilecco| Marne di Priabona| Monte Sporno Flysch| Pietra Piasentina| Calcari di Monte Caio| Argille Varicolori| Monte Piano Marls| Sienite di Biella| Galatone Formation| Complesso Caotico| Scaglia Appenninica| Formazione dei Galestri| Macigno| Pianfolco Formation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paleogene,Paleogene,,http://dbpedia.org/resource/Category:Paleogene
