oBT,oNT,oRT,o,oPrefLabel,oAltLabels
Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota,Chytridiomycota| Moulds| Mastigomycotina| Blastocladiomycota| Zygomycotina| storage fungi| Rumen fungi| Yeasts| Deuteromycotina| Entomogenous fungi| Ascomycota| Basidiomycota| Chytridiomycota| Moulds| Mastigomycotina| Blastocladiomycota| Zygomycotina| storage fungi| Rumen fungi| Yeasts| Deuteromycotina| Entomogenous fungi| Ascomycota| Basidiomycota| Chytridiomycota| Moulds| Mastigomycotina| Blastocladiomycota| Zygomycotina| storage fungi| Rumen fungi| Yeasts| Deuteromycotina| Entomogenous fungi| Ascomycota| Basidiomycota| Chytridiomycota| Moulds| Mastigomycotina| Blastocladiomycota| Zygomycotina| storage fungi| Rumen fungi| Yeasts| Deuteromycotina| Entomogenous fungi| Ascomycota| Basidiomycota,Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales| Actinomycetales,http://aims.fao.org/aos/agrovoc/c_3145,Fungi,Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| Eumycota| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| True fungi| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Fungi superior| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes| Eumycetes
measure| Topography,,height| height,http://aims.fao.org/aos/agrovoc/c_316,Altitude,High altitude| High altitude
Central Africa,,,http://aims.fao.org/aos/agrovoc/c_3161,Gabon,Gabonese Republic
Ecuador,,,http://aims.fao.org/aos/agrovoc/c_3169,Galapagos Islands,
Metallic elements| Metallic elements,,,http://aims.fao.org/aos/agrovoc/c_317,Aluminium,Al (symbol)| Aluminum
West Africa,,,http://aims.fao.org/aos/agrovoc/c_3177,Gambia,Republic of The Gambia
Artiodactyla,Sus,,http://aims.fao.org/aos/agrovoc/c_31903,Suidae,
Geology,,,http://aims.fao.org/aos/agrovoc/c_31904,tectonics,
energy,,,http://aims.fao.org/aos/agrovoc/c_31905,Thermal energy,
location| location,Public gardens| Domestic gardens,Market gardens| Market gardens,http://aims.fao.org/aos/agrovoc/c_3196,gardens,
Fluids| Fluids| Fluids| Fluids,Air| water vapour| Waste gases| Greenhouse gases,Blood gases| Blood gases| Blood gases| Blood gases,http://aims.fao.org/aos/agrovoc/c_3197,Gases,
Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca,Conus| Turbinidae| Cerithiidae| Neritidae| Melongenidae| Dolabellidae| Turbo| Conidae| Schismotis| Pomacea| Ficidae| Harpidae| Ranellidae| Siphonariidae| Ovulidae| Olividae| Nassariidae| Struthiolariidae| Volutidae| Muricidae| Turritellidae| Monodonta| Notohaliotis| Naticidae| Helix| Littorina| Coralliophilidae| snails| Cassidae| Mitridae| Turbinelliidae| Achatina| Fasciolariidae| Xenophoridae| Terebridae| Potamididae| Strombidae| Patellidae| Haliotis| Columbellidae| Buccinidae| Biomphalaria| Bursidae| Lunatia| Fissurelidae| Turridae| Aporrhaididae| Capulidae| Lottiidae| Marinauris| Littorinidae| Colubrariidae| Strombus| Buccinum| Vermetidae| Crepidulidae| Costellariidae| Personidae| Melampidae| Lymnaea| Gastropoda (307XXXXXXX)| Cypraeidae| Haliotidae| Architectonicidae| Trochidae| Tonnidae,,http://aims.fao.org/aos/agrovoc/c_3201,Gastropoda,Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods| Gastropods
Echinodermata| Echinodermata| Echinodermata,Asteroidea (691XXXXXXX)| Asteriidae| Acanthaster,,http://aims.fao.org/aos/agrovoc/c_32011,Asteroidea,starfishes| starfishes| starfishes
Echinodermata| Echinodermata| Echinodermata| Echinodermata| Echinodermata| Echinodermata| Echinodermata| Echinodermata| Echinodermata,Diadematidae| Echinidae| Echinoidea (693XXXXXXX)| Strongylocentrotidae| Clypeasteridae| Arbaciidae| Mellitidae| Echinometridae| Toxopneustidae,sea urchins| sea urchins| sea urchins| sea urchins| sea urchins| sea urchins| sea urchins| sea urchins| sea urchins,http://aims.fao.org/aos/agrovoc/c_32012,Echinoidea,
organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds,Polytetrafluoroethylene| Polystyrene| Polyvidone| Elastomers| Resins| Polyurethane| Biopolymers| silicones| Polyacrylamide| Polypropylene| Teflon| Polyvinyl acetate| Polyethers| Polyesters| polycarbonates| Polyvinylidine chloride| Polyvinyl chloride| Polyethylene| synthetic polymers,,http://aims.fao.org/aos/agrovoc/c_32041,Polymers,Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber| Synthetic rubber
Algae| Algae| Algae| Plantae aquaticae| Plantae aquaticae| Plantae aquaticae,Thalassiosiraceae| Nitzschiaceae| Bacillariophyceae (721XXXXXXX)| Thalassiosiraceae| Nitzschiaceae| Bacillariophyceae (721XXXXXXX),,http://aims.fao.org/aos/agrovoc/c_32077,Bacillariophyceae,Diatoms| Diatoms| Diatoms| Diatoms| Diatoms| Diatoms
Geryonidae| Geryonidae,Geryon longipes| Geryon quinquedens,,http://aims.fao.org/aos/agrovoc/c_32149,Geryon,
Geophysics,,,http://aims.fao.org/aos/agrovoc/c_3228,Geodesy,
Caryophyllales| Caryophyllales| Caryophyllales,Alternanthera| Celosia| Amaranthus,,http://aims.fao.org/aos/agrovoc/c_323,Amaranthaceae,
sciences| sciences| sciences| sciences| sciences,political geography| geomatics| Economic geography| Physiography| Biogeography,,http://aims.fao.org/aos/agrovoc/c_3230,Geography,
scientists| scientists| scientists,Mineralogists| Geomorphologists| Petrologists,,http://aims.fao.org/aos/agrovoc/c_3231,Geologists,
Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences,tectonics| Mineralogy| Petrology| Geomorphology| Stratigraphy| Hydrogeology| Marine geology,,http://aims.fao.org/aos/agrovoc/c_3232,Geology,
Geology,Topography,,http://aims.fao.org/aos/agrovoc/c_3233,Geomorphology,
Earth sciences| Earth sciences| Physics| Physics,Seismology| Geodesy| Seismology| Geodesy,,http://aims.fao.org/aos/agrovoc/c_3235,Geophysics,
South America| geographical regions,,,http://aims.fao.org/aos/agrovoc/c_32372,Amazonia,
renewable energy,,,http://aims.fao.org/aos/agrovoc/c_3238,Geothermal energy,
rock,,,http://aims.fao.org/aos/agrovoc/c_32387,Basalt,
minerals,,,http://aims.fao.org/aos/agrovoc/c_32393,Biotite,
minerals,Calcitic lime (amendment),,http://aims.fao.org/aos/agrovoc/c_32396,Calcite,
Hydraulic structures,,,http://aims.fao.org/aos/agrovoc/c_32438,Embankments,
Germany| Germany| Germany,,,http://aims.fao.org/aos/agrovoc/c_3244,German Democratic Republic,Germany (East)| Eastern Germany| DDR
Western Europe| Western Europe| Western Europe| Western Europe,Federal Republic of Germany| German Democratic Republic| New Laender| Old Laender,,http://aims.fao.org/aos/agrovoc/c_3245,Germany,
rock,,,http://aims.fao.org/aos/agrovoc/c_32468,Granite,
Metallic elements,,,http://aims.fao.org/aos/agrovoc/c_32485,Indium,
Mineral resources,,,http://aims.fao.org/aos/agrovoc/c_32489,Lignite,
Nonmetals,,,http://aims.fao.org/aos/agrovoc/c_32529,Radon,
West Africa,,COMPACI,http://aims.fao.org/aos/agrovoc/c_3253,Ghana,Republic of Ghana
Southern Europe,,,http://aims.fao.org/aos/agrovoc/c_3257,Gibraltar,
Testudines,Trionyx sinensis,,http://aims.fao.org/aos/agrovoc/c_32578,Trionychidae,
Growth disorders,,,http://aims.fao.org/aos/agrovoc/c_3258,Gigantism,
deer,,,http://aims.fao.org/aos/agrovoc/c_32582,Fallow deer,Dama dama
Bovidae,Capra,,http://aims.fao.org/aos/agrovoc/c_32588,Caprinae,
Oceania| Oceania| Oceania| Oceania| Oceania,,,http://aims.fao.org/aos/agrovoc/c_3261,Kiribati,Phoenix Islands| Line Islands| Ocean Island| Gilbert Islands| Christmas Island (Pacific Ocean)
Cations,,,http://aims.fao.org/aos/agrovoc/c_32634,Ammonium,
minerals| minerals,,Bentonite| Bentonite,http://aims.fao.org/aos/agrovoc/c_32658,Diatomite,Kieselguhr| Diatomaceous earth
Polymorphism| Sex differentiation,,,http://aims.fao.org/aos/agrovoc/c_32659,Sexual dimorphism,
Analytical methods,,,http://aims.fao.org/aos/agrovoc/c_32660,Quantitative analysis,Quantitative analytical techniques
Selection,,,http://aims.fao.org/aos/agrovoc/c_32698,Natural selection,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_32704,Titanium,
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_32705,Volatilization,
materials,,,http://aims.fao.org/aos/agrovoc/c_3272,glass,
Pacific Ocean| Pacific Ocean,Southwest Pacific| Southeast Pacific,,http://aims.fao.org/aos/agrovoc/c_32764,South Pacific,
Pacific Ocean| Pacific Ocean| Pacific Ocean,Southwest Pacific| Western Central Pacific| Northwest Pacific,,http://aims.fao.org/aos/agrovoc/c_32765,Western Pacific,
Pacific Ocean| Pacific Ocean| Pacific Ocean,Northeast Pacific| Southeast Pacific| Eastern Central Pacific,,http://aims.fao.org/aos/agrovoc/c_32766,Eastern Pacific,
Fluid flow,,,http://aims.fao.org/aos/agrovoc/c_32808,Air flow,
Liliales| Liliales| Liliales| Liliales| Liliales| Liliales| Liliales| Liliales| Liliales| Liliales| Liliales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales| Asparagales,Pancratium| Leucojum| Hymenocallis| Zephyranthes| Nerine| Haemanthus| Crinum| Amaryllis| Hippeastrum| Narcissus| Galanthus| Pancratium| Leucojum| Hymenocallis| Zephyranthes| Nerine| Haemanthus| Crinum| Amaryllis| Hippeastrum| Narcissus| Galanthus,,http://aims.fao.org/aos/agrovoc/c_330,Amaryllidaceae,
measure| measure| measure| measure| measure,Ecological indicators| development indicators| Social indicators| Economic indicators| Biological indicators,,http://aims.fao.org/aos/agrovoc/c_330058,indicators,
Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota| Eukaryota,Rhodophyta| Chlorophyta| Pyrrophycophyta| Embryophyta| Plantae aquaticae| Pinophyta| Charophyta| Lycopodiopsida| Rhodophyta| Chlorophyta| Pyrrophycophyta| Embryophyta| Plantae aquaticae| Pinophyta| Charophyta| Lycopodiopsida,plants| plants| plants| plants| plants| plants| plants| plants| plants| plants| plants| plants| plants| plants| plants| plants,http://aims.fao.org/aos/agrovoc/c_330074,Plantae,metaphyta| metaphyta| metaphyta| metaphyta| metaphyta| metaphyta| metaphyta| metaphyta| vegetabilia| vegetabilia| vegetabilia| vegetabilia| vegetabilia| vegetabilia| vegetabilia| vegetabilia
Spermatophyta| Spermatophyta| Spermatophyta,Cycadophyta| Ginkgophyta| Gnetophyta,Pinophyta| Pinophyta| Pinophyta,http://aims.fao.org/aos/agrovoc/c_330324,Gymnospermae,gymnosperms| gymnosperms| gymnosperms
Gnetopsida,,,http://aims.fao.org/aos/agrovoc/c_330331,Welwitschiales,
Gnetopsida,Ephedraceae,,http://aims.fao.org/aos/agrovoc/c_330333,Ephedrales,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_33067,Gold,
Codiaceae| Codiaceae| Codiaceae| Codiaceae| Codiaceae| Codiaceae| Codiaceae| Codiaceae| Codiaceae| Codiaceae,Codium platylobium| Codium cylindricum| Codium tomentosum| Codium arabicum| Codium repens| Codium edule| Codium spongiosum| Codium fragile| Codium contractum| Codium adhaerens,,http://aims.fao.org/aos/agrovoc/c_330703,Codium,
Humanities,,,http://aims.fao.org/aos/agrovoc/c_330835,Literature,
Humanities,,,http://aims.fao.org/aos/agrovoc/c_330837,Philosophy,
Mechanics,Fluid dynamics,,http://aims.fao.org/aos/agrovoc/c_330860,Dynamics,
Dynamics,Hydrodynamics,,http://aims.fao.org/aos/agrovoc/c_330861,Fluid dynamics,
groups| groups| groups| groups| groups| groups| groups| groups| groups| groups,Ancestry| biota| Biotypes| progeny| plant population| Animal population| human population| Breeding lines| Lineage| Composite populations,,http://aims.fao.org/aos/agrovoc/c_330887,population,
activities| activities| activities,work organization| organization of research| socioeconomic organization,,http://aims.fao.org/aos/agrovoc/c_330894,organization,organizing| organizing| organizing
activities| activities| activities| activities| activities| activities| activities| activities| activities| activities,consumer protection| Corrosion control| Animal protection| forest protection| environmental protection| integrated protection| Plant protection| Dust protection| Riverbank protection| health protection,,http://aims.fao.org/aos/agrovoc/c_330896,protection,
activities| activities| activities| activities| activities,Milk collection| seed collection| Semen collection| data collection| Honey collection,,http://aims.fao.org/aos/agrovoc/c_330898,collection,gathering| gathering| gathering| gathering| gathering
entities| entities| entities| entities| entities| entities| entities| entities,Growth forms| Manmade structures| Hydraulic structures| Receptors| ultrastructure| organic structures| Offshore structures| administrative structures,,http://aims.fao.org/aos/agrovoc/c_330905,structures,
anatomy| anatomy| anatomy,Plant histology| Animal histology| Histomorphology,,http://aims.fao.org/aos/agrovoc/c_330909,Histology,
activities| activities| activities,water exploration| Resource exploration| Plant exploration,,http://aims.fao.org/aos/agrovoc/c_330917,Exploration,
Eukaryota,Rhinosporidium,,http://aims.fao.org/aos/agrovoc/c_330951,Protista,protists
organisms| organisms| organisms,Bryophyta| Marchantiophyta| Anthocerotophyta,,http://aims.fao.org/aos/agrovoc/c_330957,bryophytes,non-vascular land plants| non-vascular land plants| non-vascular land plants
methods| methods| methods| methods,Skin tests| Paternity tests| Laying tests| liver function tests,,http://aims.fao.org/aos/agrovoc/c_330976,tests,
,distribution systems| ecosystems| sociocultural systems| classification systems| economic systems| early warning systems| mating systems| vehicle systems| cropping systems| tenure| rearing systems| registration| photovoltaic systems| drinking water systems| farming systems| agroforestry systems| information systems| political systems| feeding systems| methodology| surveillance systems| terminology| value systems| silvicultural systems| knowledge organization system| control systems| educational systems| caste systems| irrigation systems,,http://aims.fao.org/aos/agrovoc/c_330985,systems,
activities| activities| activities| activities,forest monitoring and assessment| carbon stock assessments| groundwater assessment| risk assessment,,http://aims.fao.org/aos/agrovoc/c_330990,assessment,
properties| properties| properties| properties| properties| properties,Blood composition| catch composition| food composition| feed composition| proximate composition| Chemical composition,,http://aims.fao.org/aos/agrovoc/c_331025,composition,
genetic processes,,,http://aims.fao.org/aos/agrovoc/c_331037,transformation,
entities| entities| entities,information needs| animal needs| basic needs,,http://aims.fao.org/aos/agrovoc/c_331039,needs,
phenomena| phenomena| phenomena| phenomena| phenomena| phenomena| phenomena| phenomena| phenomena| phenomena,child development| socioeconomic development| institutional development| knowledge organization system development| urban development| leadership development| software development| integrated development| community-based forest enterprise development| life skills development,,http://aims.fao.org/aos/agrovoc/c_331049,development,
world| world| world| world| world,Americas| Eurasia| Africa| Australia| Antarctica,,http://aims.fao.org/aos/agrovoc/c_331053,continents,
entities| entities,Equipment parts| cell components,,http://aims.fao.org/aos/agrovoc/c_331055,components,
,physiographic features| genomic features| soil morphological features,,http://aims.fao.org/aos/agrovoc/c_331061,features,
Artiodactyla,Camelidae,,http://aims.fao.org/aos/agrovoc/c_331085,Tylopoda,
,immunological factors| psychological factors| injurious factors| Cultural factors| climatic factors| Ergonomic factors| Yield factors| environmental factors| risk factors| production factors| site factors,,http://aims.fao.org/aos/agrovoc/c_331093,factors,
Bivalvia,,,http://aims.fao.org/aos/agrovoc/c_3311,Glycymeris,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_33116,Platinum,Pt (symbol)
Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae| Ziphiidae,Mesoplodon grayi| Mesoplodon layardii| Mesoplodon ginkgodens| Mesoplodon mirus| Mesoplodon stejnegeri| Mesoplodon densirostris| Mesoplodon hectori| Mesoplodon peruvianus| Mesoplodon europaeus| Mesoplodon pacificus| Mesoplodon carlhubbsi| Mesoplodon bidens| Mesoplodon bowdoini,,http://aims.fao.org/aos/agrovoc/c_331191,Mesoplodon,
Ziphiidae,Ziphius cavirostris,,http://aims.fao.org/aos/agrovoc/c_331193,Ziphius,
Balaenidae| Balaenidae,Eubalaena australis| Eubalaena glacialis,,http://aims.fao.org/aos/agrovoc/c_331195,Eubalaena,
Canidae,Canis lupus,,http://aims.fao.org/aos/agrovoc/c_331214,Canis,
Inorganic acid salts,Sodium molybdate,,http://aims.fao.org/aos/agrovoc/c_33123,Molybdates,
Arthropoda,Insecta,,http://aims.fao.org/aos/agrovoc/c_331237,Hexapoda,
Arthropoda| Arthropoda,Merostomata| Arachnida,,http://aims.fao.org/aos/agrovoc/c_331238,Chelicerata,
Squillidae| Squillidae| Squillidae| Squillidae| Squillidae| Squillidae| Squillidae| Squillidae| Squillidae,Squilla empusa| Squilla aculeata| Squilla parva| Squilla mantoidea| Squilla biformis| Squilla panamensis| Squilla bigelowi| Squilla cadenati| Squilla mantis,,http://aims.fao.org/aos/agrovoc/c_331248,Squilla,
Chordata,Amphibia,vertebrates,http://aims.fao.org/aos/agrovoc/c_331312,Vertebrata,
Meteorology,,,http://aims.fao.org/aos/agrovoc/c_331353,Micrometeorology,
South America| South America| South America,,,http://aims.fao.org/aos/agrovoc/c_331403,Bolivia (Plurinational State of),Bolivia| Plurinational State of Bolivia| Republic of Bolivia
activities| activities| activities| activities,Fertilizer application| Postemergence application| Preemergence application| Pesticide application,,http://aims.fao.org/aos/agrovoc/c_331436,application,
Mammalia,Macropus,,http://aims.fao.org/aos/agrovoc/c_331495,Macropodidae,
Mammalia,Oryctolagus,,http://aims.fao.org/aos/agrovoc/c_331508,Lagomorpha,
Rodentia| Rodentia| Rodentia| Rodentia| Rodentia| Rodentia,Arvicolinae| Rattus| Mus| Bandicota| Sigmodon| Mesocricetus,,http://aims.fao.org/aos/agrovoc/c_331512,Muridae,
substances| substances,,,http://aims.fao.org/aos/agrovoc/c_331558,silt,
Mammalia,,,http://aims.fao.org/aos/agrovoc/c_331600,Xenarthra,Edentata
Gnetopsida,Gnetaceae,,http://aims.fao.org/aos/agrovoc/c_3319,Gnetales,
New Laender,,,http://aims.fao.org/aos/agrovoc/c_33192,Brandenburg,
New Laender,,,http://aims.fao.org/aos/agrovoc/c_33194,Saxony,
New Laender,,,http://aims.fao.org/aos/agrovoc/c_33196,Thuringia,
Oceania| Oceania,,,http://aims.fao.org/aos/agrovoc/c_33221,Palau,Belau| Republic of Palau
Eastern Europe| Eastern Europe,,,http://aims.fao.org/aos/agrovoc/c_33237,Belarus,Byelorussia| Republic of Belarus
Eastern Europe,,,http://aims.fao.org/aos/agrovoc/c_33240,Russian Federation,Russia
Central Asia| Central Asia,,,http://aims.fao.org/aos/agrovoc/c_33243,Kyrgyzstan,Kirghizia| Republic of Kyrgyzstan
Central Asia| Central Asia,,,http://aims.fao.org/aos/agrovoc/c_33246,Tajikistan,Republic of Tajikistan| Tadzhikistan
Western Asia,,,http://aims.fao.org/aos/agrovoc/c_33250,Georgia,Republic of georgia
Plantae| Plantae| Plantae| Plantae| Plantae| Plantae| Plantae| Plantae,Bryopsidophyceae| Prasinophyceae| Chlorophyceae| Pleurastrophyceae| Trebouxiophyceae| Pedinophyceae| Charophyceae| Ulvophyceae,,http://aims.fao.org/aos/agrovoc/c_33252,Chlorophyta,
Symbiosis,,,http://aims.fao.org/aos/agrovoc/c_33255,Commensalism,
Charales,Nitella,,http://aims.fao.org/aos/agrovoc/c_33326,Characeae,
Valleys,,,http://aims.fao.org/aos/agrovoc/c_3334,Gorges,Canyons
Age determination,,,http://aims.fao.org/aos/agrovoc/c_33475,Dendrochronology,
Hydrogen,,,http://aims.fao.org/aos/agrovoc/c_33476,Deuterium,
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_33494,Friction,
Rivers| African inland waters,,,http://aims.fao.org/aos/agrovoc/c_33497,Gambia River,
Processed products,,Textiles,http://aims.fao.org/aos/agrovoc/c_33499,Geotextiles,Landscape fabrics
continents| continents| continents| continents| continents| continents,Caribbean| Central America| South America| North America| Latin America| tropical America,,http://aims.fao.org/aos/agrovoc/c_335,Americas,
physiographic features,,,http://aims.fao.org/aos/agrovoc/c_33509,Karst,
social phenomena,,,http://aims.fao.org/aos/agrovoc/c_33530,public opinion,Public perception
Oceania,,,http://aims.fao.org/aos/agrovoc/c_336,American Samoa,
vegetation| vegetation| vegetation| vegetation| vegetation| vegetation| vegetation| vegetation| vegetation,natural grasslands| Meadows| Pampas| Alpine grasslands| sown grasslands| Steppes| Prairies| Veld| permanent grasslands,Pastures| Pastures| Pastures| Pastures| Pastures| Pastures| Pastures| Pastures| Pastures,http://aims.fao.org/aos/agrovoc/c_3366,grasslands,Llanos| Llanos| Llanos| Llanos| Llanos| Llanos| Llanos| Llanos| Llanos
Plantae,,,http://aims.fao.org/aos/agrovoc/c_33661,Charophyta,
United Kingdom| United Kingdom| United Kingdom| United Kingdom| United Kingdom,Isle of Man| Scotland| England| Channel Islands| Wales,,http://aims.fao.org/aos/agrovoc/c_3371,Great Britain,Britain| Britain| Britain| Britain| Britain
Southern Europe| Western Europe| Balkans,,,http://aims.fao.org/aos/agrovoc/c_3373,Greece,Hellenic Republic| Hellenic Republic| Hellenic Republic
Protective structures| Protective structures,,,http://aims.fao.org/aos/agrovoc/c_3379,Greenhouses,Glasshouses| Hothouses
Dinophyceae,,,http://aims.fao.org/aos/agrovoc/c_33797,Peridinium,
Denmark,,,http://aims.fao.org/aos/agrovoc/c_3380,Greenland,
Arctic Ocean| North Atlantic,,,http://aims.fao.org/aos/agrovoc/c_3382,Greenland Sea,
Caribbean,,,http://aims.fao.org/aos/agrovoc/c_3384,Grenada,
biological development| biological development| biological development| biological development| biological development| biological development| biological development| biological development| biological development| biological development,Cell elongation| Pollen elongation| Compensatory growth| Diameter increment| Regrowth| Cell elongation| Pollen elongation| Compensatory growth| Diameter increment| Regrowth,,http://aims.fao.org/aos/agrovoc/c_3394,Growth,Natural increase of an organism| Natural increase of an organism| Natural increase of an organism| Natural increase of an organism| Natural increase of an organism| Biological increment| Biological increment| Biological increment| Biological increment| Biological increment
Balkans,,,http://aims.fao.org/aos/agrovoc/c_33969,Croatia,Republic of Croatia
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_33981,Electric field,
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_33982,Magnetic field,
processing,,,http://aims.fao.org/aos/agrovoc/c_34000,Gasification,
Gryllotalpidae,,,http://aims.fao.org/aos/agrovoc/c_3404,Gryllotalpa,Mole crickets
French West Indies,,,http://aims.fao.org/aos/agrovoc/c_3406,Guadeloupe,French West Indies (Guadeloupe)
Oceania,,,http://aims.fao.org/aos/agrovoc/c_3408,Guam,
Balkans,,,http://aims.fao.org/aos/agrovoc/c_34123,Slovenia,Republic of Slovenia
Organic fertilizers,,,http://aims.fao.org/aos/agrovoc/c_3414,Guano,
Cervidae| Cervidae,Cervus elaphus| Cervus nippon,,http://aims.fao.org/aos/agrovoc/c_34162,Cervus,
Central America,,,http://aims.fao.org/aos/agrovoc/c_3418,Guatemala,Republic of Guatemala
West Africa,,,http://aims.fao.org/aos/agrovoc/c_3423,Guinea,Republic of Guinea
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_34267,Electromagnetic field,
West Africa| West Africa,,,http://aims.fao.org/aos/agrovoc/c_3427,Guinea-Bissau,Portuguese Guinea| Republic of Guinea-Bissau
Western Indian Ocean| gulfs,,,http://aims.fao.org/aos/agrovoc/c_3432,Gulf of Aden,
Baltic Sea| gulfs,,,http://aims.fao.org/aos/agrovoc/c_3435,Gulf of Finland,
rock,,,http://aims.fao.org/aos/agrovoc/c_34356,Tuff,
Western Central Atlantic| gulfs,,,http://aims.fao.org/aos/agrovoc/c_3436,Gulf of Mexico,
Plantae,,,http://aims.fao.org/aos/agrovoc/c_34404,Rhodophyta,Red algae
South America| South America,,,http://aims.fao.org/aos/agrovoc/c_3445,Guyana,Republic of Guyana| British Guyana
minerals,,,http://aims.fao.org/aos/agrovoc/c_3453,Gypsum,
ecosystems,Microhabitat,,http://aims.fao.org/aos/agrovoc/c_3456,habitats,
Weather hazards| precipitation,,,http://aims.fao.org/aos/agrovoc/c_3469,Hail,
Caribbean,,,http://aims.fao.org/aos/agrovoc/c_3472,Haiti,Republic of Haiti
