oBT,oNT,oRT,o,oPrefLabel,oAltLabels
Southern Africa,,,http://aims.fao.org/aos/agrovoc/c_4284,Lesotho,Kingdom of Lesotho
Caribbean| Caribbean,Windward Islands| Leeward Islands,,http://aims.fao.org/aos/agrovoc/c_4288,Lesser Antilles,
West Africa,,,http://aims.fao.org/aos/agrovoc/c_4307,Liberia,Republic of Liberia
institutions,digital libraries,,http://aims.fao.org/aos/agrovoc/c_4311,libraries,
North Africa| North Africa| North Africa,,,http://aims.fao.org/aos/agrovoc/c_4312,Libya,Libyan Arab Jamahiriya| Socialist People's Libyan Arab Jama| Libyan Arab Republic
plants,,,http://aims.fao.org/aos/agrovoc/c_4314,Lichenes,Lichens
Western Europe,,,http://aims.fao.org/aos/agrovoc/c_4315,Liechtenstein,Principality of Liechtenstein
stages,,,http://aims.fao.org/aos/agrovoc/c_4317,life cycle,Life history
Radiation| Radiation,Daylight| Artificial light,lasers| lasers,http://aims.fao.org/aos/agrovoc/c_4322,Light,Visible radiation| Visible radiation
Atmospheric disturbances,,,http://aims.fao.org/aos/agrovoc/c_4327,Lightning,
Italy,,,http://aims.fao.org/aos/agrovoc/c_4330,Liguria,
Liliales| Liliales| Liliales| Liliales,Smilax| Lilium| Fritillaria| Tulipa,,http://aims.fao.org/aos/agrovoc/c_4332,Liliaceae,
rock,,,http://aims.fao.org/aos/agrovoc/c_4342,Limestone,Chalk
Aquatic sciences,,,http://aims.fao.org/aos/agrovoc/c_4343,Limnology,
Limulidae,Limulus polyphemus,,http://aims.fao.org/aos/agrovoc/c_4346,Limulus,
organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds,Phospholipids| Glycolipids| Eicosanoids| Lipopolysaccharides| Sphingolipids| Acylglycerols| Proteolipids| Ceramides,,http://aims.fao.org/aos/agrovoc/c_4362,Lipids,Lipoids| Lipoids| Lipoids| Lipoids| Lipoids| Lipoids| Lipoids| Lipoids
Liquid wastes| Agricultural wastes,,,http://aims.fao.org/aos/agrovoc/c_4373,Liquid manures,
wastes| wastes| wastes,Wastewater| Effluents| Liquid manures,,http://aims.fao.org/aos/agrovoc/c_4375,Liquid wastes,
Alkali metals,,,http://aims.fao.org/aos/agrovoc/c_4386,Lithium,Li (symbol)
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_4389,Lithosols,
entities| entities| entities| entities| entities,International loans| Private loans| Public loans| Bank loans| mortgages,financing| financing| financing| financing| financing,http://aims.fao.org/aos/agrovoc/c_4409,loans,
Movement| Movement| Movement| Movement,Flight| Flight| Walking| Walking,Taxis| Kinesis| Taxis| Kinesis,http://aims.fao.org/aos/agrovoc/c_4413,Locomotion,Gait| Gait| Gait| Gait
Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera| Orthoptera,Calliptamus| Oxya| Locustana| Melanoplus| Dociostaurus| Kraussaria| Poekilocerus| Locusta| Chorthippus| Rhammatocerus| Zonocerus| Chortoicetes| Oedaleus| Hieroglyphus| Nomadacris| Acrotylus| Schistocerca| Aiolopus,,http://aims.fao.org/aos/agrovoc/c_4416,Acrididae,
Italy,,,http://aims.fao.org/aos/agrovoc/c_4426,Lombardy,
Nusa Tenggara| Nusa Tenggara,,,http://aims.fao.org/aos/agrovoc/c_4436,East Timor,Portuguese Timor| Loro Sae
France,,,http://aims.fao.org/aos/agrovoc/c_4437,Lorraine,
organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms,hyperprolific animals| fighting animals| wild animals| Insectivorous animals| Young animals| noxious animals| monogastric animals| Invertebrates| Carnivorous animals| vertebrates| aquatic animals| useful animals,Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia,http://aims.fao.org/aos/agrovoc/c_444,animals,
Delta States (USA),,,http://aims.fao.org/aos/agrovoc/c_4447,Louisiana,
Old Laender,,,http://aims.fao.org/aos/agrovoc/c_4452,Lower Saxony,
Animalia| Animalia| Animalia| Animalia,Echiuroidea| Oligochaeta| Polychaeta| Hirudinea,,http://aims.fao.org/aos/agrovoc/c_447,Annelida,Annulata| Annulata| Annulata| Annulata
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_4470,Luvisols,Alfisols
Western Europe,,,http://aims.fao.org/aos/agrovoc/c_4471,Luxembourg,Grand Duchy of Luxembourg
Measuring instruments,,,http://aims.fao.org/aos/agrovoc/c_4486,Lysimeters,
Bivalvia,,,http://aims.fao.org/aos/agrovoc/c_4509,Mactra,
East Africa| East Africa,,,http://aims.fao.org/aos/agrovoc/c_4510,Madagascar,Democratic Republic of Madagascar| Malagasy Republic
Portugal,,,http://aims.fao.org/aos/agrovoc/c_4511,Madeira,
Alkaline earth metals,,,http://aims.fao.org/aos/agrovoc/c_4517,Magnesium,Mg (symbol)
activities| activities,Repairing| lubrication,,http://aims.fao.org/aos/agrovoc/c_4524,Maintenance,Upkeep| Upkeep
Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea,Eucarida| Decapoda| Stomatopoda| Isopoda| Amphipoda| Mysidacea,,http://aims.fao.org/aos/agrovoc/c_4530,Malacostraca,
Southern Africa,,COMPACI,http://aims.fao.org/aos/agrovoc/c_4532,Malawi,Republic of Malawi
South East Asia| South East Asia,Peninsular Malaysia| East Malaysia,,http://aims.fao.org/aos/agrovoc/c_4533,Malaysia,
South Asia,,,http://aims.fao.org/aos/agrovoc/c_4534,Maldives,Republic of Maldives
West Africa,,,http://aims.fao.org/aos/agrovoc/c_4540,Mali,Republic of Mali
Southern Europe,,,http://aims.fao.org/aos/agrovoc/c_4548,Malta,
Indonesia,,,http://aims.fao.org/aos/agrovoc/c_4552,Maluku,Moluccas
Magnoliales| Magnoliales| Magnoliales| Magnoliales| Magnoliales,Artabotrys| Cananga| Monodora| Asimina| Annona,,http://aims.fao.org/aos/agrovoc/c_456,Annonaceae,
vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates| vertebrates,marsupials| primates| ruminants| sloths| aquatic mammals| moles| elephants| Ungulates| wolves| Lemmings| Shrews| Hippopotamuses| armadillos| hedgehogs| dogs| rhinoceroses| anteaters| Lagomorphs,Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia| Mammalia,http://aims.fao.org/aos/agrovoc/c_4560,mammals,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_4570,Manganese,Mn (symbol)
Canada,,,http://aims.fao.org/aos/agrovoc/c_4585,Manitoba,
Human resources| Human resources| Human resources| Human resources,workers| Labour| workers| Labour,,http://aims.fao.org/aos/agrovoc/c_4590,Manpower,Labour force| Labour force| Work force| Work force
Aquatic environment,Intertidal environment,,http://aims.fao.org/aos/agrovoc/c_4610,Marine environment,Ocean environment
Geology,,,http://aims.fao.org/aos/agrovoc/c_4612,Marine geology,
entities| entities| entities| entities| entities| entities| entities| entities| entities,Primary market| land markets| street markets| labour market| Secondary market| Commodity markets| Domestic markets| Capital market| World markets,,http://aims.fao.org/aos/agrovoc/c_4626,markets,
Wetlands,Saltmarshes,,http://aims.fao.org/aos/agrovoc/c_4631,Marshes,
French West Indies| French West Indies,,,http://aims.fao.org/aos/agrovoc/c_4635,Martinique,French West Indies (Martinique)| French West Indies (Martinique)
Appalachian States (USA),,,http://aims.fao.org/aos/agrovoc/c_4638,Maryland,
measure,,weight,http://aims.fao.org/aos/agrovoc/c_4639,Mass,
New England,,,http://aims.fao.org/aos/agrovoc/c_4641,Massachusetts,
formal sciences| formal sciences,statistics| geometry,,http://aims.fao.org/aos/agrovoc/c_4649,mathematics,
Brazil,,,http://aims.fao.org/aos/agrovoc/c_4650,Mato Grosso,
developmental stages,Sexual maturity,,http://aims.fao.org/aos/agrovoc/c_4656,Maturity,Ripeness
East Africa,,,http://aims.fao.org/aos/agrovoc/c_4662,Mauritius,
East Africa,,,http://aims.fao.org/aos/agrovoc/c_4665,Mayotte,Comorian Island of Mayotte
activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities,Gravimetry| Echosounding| Forest mensuration| Viscosimetry| Acidimetry| Telemetry| Pluviometry| Biometry| Weighing| Hydrometry| Allometry| Gravimetry| Echosounding| Forest mensuration| Viscosimetry| Acidimetry| Telemetry| Pluviometry| Biometry| Weighing| Hydrometry| Allometry| Gravimetry| Echosounding| Forest mensuration| Viscosimetry| Acidimetry| Telemetry| Pluviometry| Biometry| Weighing| Hydrometry| Allometry| Gravimetry| Echosounding| Forest mensuration| Viscosimetry| Acidimetry| Telemetry| Pluviometry| Biometry| Weighing| Hydrometry| Allometry,,http://aims.fao.org/aos/agrovoc/c_4668,Measurement,Measuring| Measuring| Measuring| Measuring| Measuring| Measuring| Measuring| Measuring| Measuring| Measuring| Measuring| Size determination| Size determination| Size determination| Size determination| Size determination| Size determination| Size determination| Size determination| Size determination| Size determination| Size determination| Gauging| Gauging| Gauging| Gauging| Gauging| Gauging| Gauging| Gauging| Gauging| Gauging| Gauging| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration| Mensuration
Marine areas| Marine areas| Marine areas,Antarctic Pacific| Antarctic Atlantic| Antarctic Indian Ocean,,http://aims.fao.org/aos/agrovoc/c_468,Antarctic Ocean,Southern Ocean| Southern Ocean| Southern Ocean
engineering,,,http://aims.fao.org/aos/agrovoc/c_4682,Mechanical engineering,
geographical regions,,,http://aims.fao.org/aos/agrovoc/c_4698,Mediterranean region,Mediterranean countries
Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea| Crustacea,Calappidae| Dorippidae| Ocypodidae| Homolidae| Atelecyclidae| Xanthidae| Brachyura (231XXXXXXX)| Dromiidae| Gecarcinidae| Grapsidae| Goneplacidae| Portunidae| Raninidae| Cancridae| Majidae| Geryonidae| Pilumnidae,,http://aims.fao.org/aos/agrovoc/c_47038,Brachyura,
Polar regions| continents| Polar regions| continents,,,http://aims.fao.org/aos/agrovoc/c_471,Antarctica,South Polar Region| South Polar Region| Antarctic region| Antarctic region
processing,,Thawing,http://aims.fao.org/aos/agrovoc/c_4731,Melting,
Bivalvia,,,http://aims.fao.org/aos/agrovoc/c_4749,Mercenaria,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_4751,Mercury,Hg (symbol)
Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda,Lunatia guillemini| Natica gualteriana| Polinices mammilla| Naticarius hebraeus| Natica broderipiana| Natica tigrina| Lunatia fusca| Polinices didyma| Polinices melanostomus| Neverita albumen| Tectonatica filosa| Natica stellata| Neverita josephinia| Natica turtoni| Natica collaris| Natica marochiensis| Polinices sebae| Naticarius vittatus| Neverita peselephanti| Natica euzona| Payraudeautia intricata| Naticarius dillwyni| Natica adansoni| Natica vitellus| Sinum concavum| Lunatia catena| Natica fulminea| Natica lineata| Naticarius stercus-muscarum| Natica chemnitzii| Lunatia pulchella,,http://aims.fao.org/aos/agrovoc/c_47570,Naticidae,
Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda,Rhinoclavis fasciata| Rhinoclavis aspera| Rhinoclavis vergatus| Cerithium coralium| Pseudovergatus aluco| Cerithium nodulosum| Cerithium echinatum| Rhinoclavis sinensis| Cerithium rupestre| Cerithium alucastrum| Cerithium vulgatum| Clypeomorus batillariaeformis,,http://aims.fao.org/aos/agrovoc/c_47682,Cerithiidae,
physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions| physiological functions,Protein metabolism| Mineral metabolism| Basal metabolism| Catabolism| Anabolism| Xenobiotic metabolism| Nitrogen metabolism| Biochemical pathways| Lipid metabolism| Water metabolism| Metabolic detoxification| Carbohydrate metabolism| Energy metabolism,,http://aims.fao.org/aos/agrovoc/c_4769,Metabolism,Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile| Metabolic profile
Gastropoda| Gastropoda| Gastropoda| Gastropoda| Gastropoda,Turritella communis| Turritella turbona| Turritella terebra| Turritella duplicata| Turritella monterosatoi,,http://aims.fao.org/aos/agrovoc/c_47739,Turritellidae,
biological development,,,http://aims.fao.org/aos/agrovoc/c_4775,Metamorphosis,
Gastropoda| Gastropoda| Gastropoda,Harpa harpa| Harpa major| Harpa articularis,,http://aims.fao.org/aos/agrovoc/c_47813,Harpidae,
Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Earth sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences| Atmospheric sciences,Biometeorology| Biometeorology| Agrometeorology| Agrometeorology| Micrometeorology| Micrometeorology| Forest meteorology| Forest meteorology| Hydrometeorology| Hydrometeorology| Biometeorology| Biometeorology| Agrometeorology| Agrometeorology| Micrometeorology| Micrometeorology| Forest meteorology| Forest meteorology| Hydrometeorology| Hydrometeorology,Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics| Atmospheric chemistry| Atmospheric physics,http://aims.fao.org/aos/agrovoc/c_4783,Meteorology,
Hydrocarbons,,,http://aims.fao.org/aos/agrovoc/c_4784,Methane,Marsh gas
,mechanical methods| breeding methods| Marking| DRIS| Sampling| destructive distillation of wood| Imagery| Teaching methods| drainage systems| Microscopy| Alternative methods| Application methods| sowing methods| fishing methods| Research methods| traditional methods| Planting methods| manual operation| irradiation| in vitro| Simulation| case studies| techniques| tests| animal husbandry methods| irrigation methods| Statistical methods| cultural methods| Trial methods| Autoclaving| Analytical methods| modes of transport| cooking methods| control methods| survey methods| Age determination,,http://aims.fao.org/aos/agrovoc/c_4788,methods,Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing| Ways of doing
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Pygadon grandis| Margaritifera margaritifera| Margaritifera falcata| Pleurobema cordatum| Ellipsaria lineolata| Megalonaias nervosa| Ex unionidae| Lampsis fasciola| Villosa iris,,http://aims.fao.org/aos/agrovoc/c_47907,Unionidae,
North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America| North America,Oaxaca| Nayarit| Mexico (Federal District)| Queretaro| Hidalgo| Quintana Roo| Yucatan| Baja California T S| Guanajuato| Michoacan| San Luis Potosi| Sonora| Nuevo Leon| Durango| Campeche| Chihuahua| Morelos| Veracruz| Guerrero| Chiapas| Zacatecas| Mexico (Province)| Puebla| Jalisco| Tamaulipas| Sinaloa| Baja California| Coahuila| Colima| Tlaxcala| Tabasco| Aguascalientes,,http://aims.fao.org/aos/agrovoc/c_4792,Mexico,United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States| United Mexican States
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Crassostrea corteziensis| Crassostrea belcheri| Ostrea denselamellosa| Saccostrea kegaki| Crassostrea gasar| Saccostrea cuccullata| Ostrea atherstonei| Ostrea edulis| Dendostrea frons| Saccostrea glomerata| Crassostrea rivularis| Ostrea denticulata| Saccostrea malabonensis| Dendostrea folium| Ostrea lutaria| Saccostrea commercialis| Crassostrea ariakensis| Crassostrea gryphoides| Crassostrea virginica| Ostrea lurida| Striostrea prismatica| Myrakeena angelica| Crassostrea columbiensis| Ostrea equestris| Saccostrea mordax| Crassostrea rhizophorae| Crassostrea gigas| Striostrea margaritacea| Undulostrea megodon| Crassostrea iredalei| Ostrea chilensis| Saccostrea palmula| Alectryonella plicatula| Saccostrea echinata| Ostrea conchaphila| Crassostrea madrasensis| Ostreidae (31607XXXXX)| Ostrea angasi| Lopha cristagalli,,http://aims.fao.org/aos/agrovoc/c_47935,Ostreidae,
Lake States (USA),,,http://aims.fao.org/aos/agrovoc/c_4796,Michigan,
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Argopecten purpuratus| Pecten vogdesi| Equichlamys bifrons| Decatopecten amiculum| Pecten berryi| Pecten jacobaeus| Chlamys nobilis| Manupecten pesfelis| Pecten maximus| Decatopecten radula| Chlamys hastata| Aequipecten tehuelchus| Argopecten gibbus| Gloripallium pallium| Aequipecten opercularis| Lyropecten nodosus| Pecten fumatus| Pecten diegensis| Chlamys islandica| Patinopecten caurinus| Amusium japonicum| Hinnites giganteus| Chlamys multistrata| Lyropecten subnodosus| Zygochlamis patagonica| Adamussim colbecki| Chlamys livida| Chlamys farreri| Volachlamys singaporina| Amusium pleuronectes| Minnivola pyxidata| Pecten novaezelandiae| Pectinidae (31608XXXXX)| Pecten sulcicostatus| Flexopecten proteus| Argopecten irradians| Pecten albicans| Chlamys varia| Chlamys senatoria| Flexopecten glaber| Chlamys squamata| Pecten modestus| Pecten sericeus| Swiftopecten swifti| Flexopecten flexuosus| Placopecten magellanicus| Pseudamussium clavatum| Argopecten ventricosus| Pecten sinensis| Amusium papyraceum| Bractechlamys vexillum| Patinopecten yessoensis| Annachlamys flabellata| Aequipecten felipponei| Zygochlamis delicatula| Chlamys asperrima| Pecten ziczac| Chlamys rubida,,http://aims.fao.org/aos/agrovoc/c_47979,Pectinidae,
biology| biology| biology,Bacteriology| Industrial microbiology| Virology,Protozoology| Protozoology| Protozoology,http://aims.fao.org/aos/agrovoc/c_4800,Microbiology,
organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms| organisms,Ligninolytic microorganisms| Mesophile microorganisms| Bacteria| Pathogens| Cellulolytic microorganisms| viruses| Xylanolytic microorganisms| Thermophilic microorganisms| microbial flora,Serotypes| Serotypes| Serotypes| Serotypes| Serotypes| Serotypes| Serotypes| Serotypes| Serotypes,http://aims.fao.org/aos/agrovoc/c_4807,microorganisms,Microbes| Microbes| Microbes| Microbes| Microbes| Microbes| Microbes| Microbes| Microbes
methods| methods| methods,Scanning microscopy| Immunofluorescent microscopy| Electron microscopy,,http://aims.fao.org/aos/agrovoc/c_4810,Microscopy,
geographical regions,,,http://aims.fao.org/aos/agrovoc/c_4817,Middle East,Near East
Behaviour| Behaviour| Behaviour| Behaviour| population dynamics| population dynamics| population dynamics| population dynamics| Behaviour| Behaviour| Behaviour| Behaviour| population dynamics| population dynamics| population dynamics| population dynamics,rural urban migration| Immigration| Emigration| Urban rural migration| rural urban migration| Immigration| Emigration| Urban rural migration| rural urban migration| Immigration| Emigration| Urban rural migration| rural urban migration| Immigration| Emigration| Urban rural migration,Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance| Transhumance,http://aims.fao.org/aos/agrovoc/c_4822,Migration,Transmigration| Transmigration| Transmigration| Transmigration| Transmigration| Transmigration| Transmigration| Transmigration| Exodus| Exodus| Exodus| Exodus| Exodus| Exodus| Exodus| Exodus
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Fragum hemicardium| Cerastoderma edule| Plagiocardium pseudolatum| Trachycardium consors| Trachycardium panamense| Laevicardium elatum| Cardium costatum| Dinocardium robustum| Corculum cardissa| Monodacna colorata| Laevicardium crassum| Trachycardium rubicudum| Trachycardium muricatum| Clinocardium nuttallii| Fulvia papyracea| Trachycardium rugosum| Trachycardium angulatum| Clinocardium buelowi| Hypanis plicatus| Acanthocardia echinata| Trachycardium isocardia| Trachycardium procerum| Laevicardium oblongum| Fragum fragum| Laevicardium laevigatum| Acanthocardia aculeata| Acanthocardia tuberculata| Fragum unedo| Vepricardium asiaticum| Cerastoderma glaucum| Trachycardium subrugosum| Americardia media| Vepricardium sinense| Acanthocardia paucicostata| Trachycardium egmontianum| Acanthocardia spinosa| Trachycardium orbita| Cardium rigens| Fulvia mutica| Trachycardium quadragenarium| Cardiidae (31623XXXXX),,http://aims.fao.org/aos/agrovoc/c_48374,Cardiidae,
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Lucinoma borealis| Codakia tigerina| Loripes lucinalis| Codakia interrupta| Anodontia edentula| Epicodakia bella| Austriella corrugata| Codakia orbicularis| Codakia punctata,,http://aims.fao.org/aos/agrovoc/c_48450,Lucinidae,
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Cardiocardita ajar| Beguina semiorbiculata| Cardites antiquatus| Carditamera floridana| Cyclocardia astartoides| Cardites bicolor| Cardites tankervillei,,http://aims.fao.org/aos/agrovoc/c_48466,Carditidae,
Brazil,,,http://aims.fao.org/aos/agrovoc/c_4847,Minas Gerais,
Bivalvia| Bivalvia,Portlandia isonota| Yoldia eightsi,,http://aims.fao.org/aos/agrovoc/c_48476,Nuculanidae,
Geology,,,http://aims.fao.org/aos/agrovoc/c_4856,Mineralogy,
substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances,Clay minerals| Silica| Dolomite| Calcite| Pyrites| Diatomite| Quartz| Asbestos| Toxic minerals| Goethite| feldspar| Sylvinite| Perlite| Biotite| Zeolites| Pumice| Gypsum,,http://aims.fao.org/aos/agrovoc/c_4857,minerals,
Lake States (USA),,,http://aims.fao.org/aos/agrovoc/c_4860,Minnesota,
Venezuela (Bolivarian Republic of),,,http://aims.fao.org/aos/agrovoc/c_4861,Miranda,
Corn Belt (USA),,,http://aims.fao.org/aos/agrovoc/c_4864,Missouri,
processing| processing,,Emulsifying| Emulsifying,http://aims.fao.org/aos/agrovoc/c_4877,Mixing,Blending| Stirring
entities| entities| entities| entities| entities| entities| entities,Lag models| soil erosion models| growth models| Farm models| Plant models| Animal models| Mathematical models,computer applications| computer applications| computer applications| computer applications| computer applications| computer applications| computer applications,http://aims.fao.org/aos/agrovoc/c_4881,Models,
Italy,,,http://aims.fao.org/aos/agrovoc/c_4894,Molise,
Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia| Animalia,Scaphopoda| Polyplacophora| Aplacophora| Gastropoda| Cephalopoda| Bivalvia| Mollusca miscellanea| Scaphopoda| Polyplacophora| Aplacophora| Gastropoda| Cephalopoda| Bivalvia| Mollusca miscellanea,Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs| Noxious molluscs,http://aims.fao.org/aos/agrovoc/c_4898,Mollusca,Mollusks| Mollusks| Mollusks| Mollusks| Mollusks| Mollusks| Mollusks| Molluscs| Molluscs| Molluscs| Molluscs| Molluscs| Molluscs| Molluscs
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_4901,Molybdenum,Mo (symbol)
Western Europe,,,http://aims.fao.org/aos/agrovoc/c_4904,Monaco,Principality of Monaco
organisms,,,http://aims.fao.org/aos/agrovoc/c_4906,Monera,
"Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia| Amphibia, Reptilia",Lacertidae| Varanidae| Agamidae| Elapidae| Iguanidae| Hydrophiidae| Gekkonidae| Serpentes,,http://aims.fao.org/aos/agrovoc/c_49091,Squamata,
"Amphibia, Reptilia",Crocodylidae,,http://aims.fao.org/aos/agrovoc/c_49102,Crocodilia,
