;Unnamed: 0;s;o;KindOfLinkRevised;KindOfLink;oBT;oRT;oPrefLabel;oAltLabels;sBT;sNT;sRT;sPrefLabel;sAltLabels;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim
1583;1583;http://linkeddata.ge.imati.cnr.it/resource/ThIST/saxifragaceae;http://aims.fao.org/aos/agrovoc/c_6835;E;E;Saxifragales| Rosales;;Saxifragaceae;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1584;1584;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scambioionico;http://aims.fao.org/aos/agrovoc/c_3933;E;E;chemical reactions;;Ion exchange;Ionic balance;;;electrolytes| soils| crystal chemistry| hydrochemistry| geochemistry| diffusivity| anions| cation exchange capacity| exchange capacity| diffusion| ions| clay mineralogy| crystal structure| sea water;ion exchange;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.603.659.610.369.000;0.2478763449484591;25.169.276.973.967.500;5.033.855.394.793.510;0.9166666666666666;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1585;1585;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scienzedellaterra;http://aims.fao.org/aos/agrovoc/c_2438;E;E;sciences;;Earth sciences;;;;education| textbooks| theoretical studies;Earth sciences;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.205.225.415.028.630;0.0;19.248.329.375.911.300;38.496.658.751.822.700;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1586;1586;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scienzenaturali;http://aims.fao.org/aos/agrovoc/c_49914;E;E;sciences;;natural sciences;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1587;1587;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scogliera;http://aims.fao.org/aos/agrovoc/c_92343;E;E;physiographic features;;Reefs;;;patch reefs| atolls| platform reefs| barrier reefs| back reef| algal reefs| fringing reefs| pinnacle reefs;sea-level changes| paleoecology| boundstone| Formazione di Pesco Falcone| reef sedimentation| reef builders| sedimentation| Coelenterata| sedimentary structures| hermatypic taxa| lagoons| marine geology| geomorphology| biogenic structures| oceanography| reef environment| spits| bioherms| biostromes| lithofacies| continental shelf| sedimentary rocks| shoals| ecology| carbonate banks;reefs;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.528256272603035;0.0;0.0;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1588;1588;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scrophulariaceae;http://aims.fao.org/aos/agrovoc/c_6884;E;E;Lamiales;;Scrophulariaceae;Buddlejaceae;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1589;1589;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazione;http://aims.fao.org/aos/agrovoc/c_6926;E;E;physical phenomena;Erosion;sedimentation;Sediment deposition| Geological sedimentation| Siltation| Geological stratification;;nearshore sedimentation| paludal sedimentation| biochemical sedimentation| marine sedimentation| glaciofluvial sedimentation| pelagic sedimentation| recent sedimentation| fresh-water sedimentation| hemipelagic sedimentation| bioclastic sedimentation| reef sedimentation| intertidal sedimentation| deep-sea sedimentation| geosynclinal sedimentation| continental sedimentation| terrestrial sedimentation| glaciolacustrine sedimentation| lacustrine sedimentation| chemical sedimentation| fluviolacustrine sedimentation| glaciomarine sedimentation| deltaic sedimentation| estuarine sedimentation| lagoonal sedimentation| slope sedimentation| detrital sedimentation| glacial sedimentation| fluvial sedimentation;origin| granulometry| ocean circulation| climate| taiga environment| reefs| laminar flow| climatic controls| geochemical controls| periglacial environment| slumping| deltas| sediment traps| salinity| beaches| salt marshes| flow structures| reworking| sea-level changes| fresh-water environment| lithification| tidal environment| sedimentary petrology| interglacial environment| cyclothems| cyclic processes| braided streams| precipitation| paleoecology| fluviolacustrine environment| environmental analysis| intertidal environment| shelf environment| hydrology| nearshore environment| urban environment| low-energy environment| deep-sea environment| marine transport| organic materials| applied geology| storm environment| sediment supply| sediments| ice rafting| erosion rates| turbidity currents| pelagic environment| rhythmite| sedimentary structures| coastal environment| provenance| current directions| lacustrine environment| biofacies| localization| tombolos| subalpine environment| cementation| basins| atectonic processes| estuarine environment| actualism| paleocurrents| lagoons| gravity flows| continental slope| stream transport| marine geology| nodules| sediment-water interface| dolomitization| terrestrial environment| sorting| lagoonal environment| continental environment| carbonate platforms| paleocurrent maps| supratidal environment| sedimentary bodies| clastic wedges| estuaries| packing| slope environment| bioturbation| bedding planes| sediment transport| sedimentology| glacial transport| oceanography| reef environment| diagenesis| continental margin sedimentation| tidal flats| reservoir rocks| glaciolacustrine environment| swamps| saltation| glacial environment| silicification| deposition| stream sediments| ocean floors| synsedimentary tectonics| ablation| high-energy environment| lakes| sebkha environment| continental shelf| sedimentation rates| base surges| postglacial environment| shallow-water environment| paludal environment| hypersaline environment| artificial islands| bedload| sedimentary rocks| geopressure| basin analysis| flume studies| punctuated aggradational cycles| cave environment| accretion| heavy minerals| subtidal environment| depositional environment| paleoenvironment| siltation| synsedimentary processes| fresh water| marine environment| aggradation| continental accretion| environment| tectonic controls| progradation| glacial geology| deltaic environment| periodicity| subglacial environment| foreland basins| hemipelagic environment| glaciofluvial environment| paleogeography| glaciomarine environment| riverbed| fluvial environment| channels;sedimentation;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;39.626.544.250.751.300;152.674.336.504.197;29.866.507.567.226.400;3.784.363.609.094.470;0.0007683442182097044;1.0;24.712.164.224.664.200
1590;1590;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimento;http://aims.fao.org/aos/agrovoc/c_25341;E;E;substances;;Sediment;;;clastic sediments| reworked sediments| erratics| boulders| gravel| sand| clay| residuum| flint clay| pebbles| ooze| alluvium| bottom sediments| residual clays| colluvium| quartz sand| lodgement till| drift| proluvium| till| shingle| stream sediments| outwash| carbonate sediments| dust| kaolin| boulder clay| loess| peat| marine sediments| guano| mud| silt| eluvium| gyttja| diamicton;origin| granulometry| breccia| coarse-grained materials| fines| sediment traps| liquefaction| oolitic texture| cement| reworking| soils| evaporites| wildflysch| lithification| sedimentary petrology| concretions| calcareous composition| morphoscopy| medium-grained| petrology| volcaniclastics| ferruginous composition| clasts| pore water| environmental analysis| petrography| hydrology| filtration| dolomitic composition| organic materials| gypsum| lithostratigraphy| sedimentation| permeability| glauconitic composition| sedimentary structures| arenaceous texture| hardground| provenance| biofacies| pyroclastic flows| river load| suspension| littoral drift| compactness| grain size| anhydrite| amygdules| terrigenous materials| sphericity| siliceous composition| marine geology| lake sediments| sediment-water interface| pisolitic texture| dolomitization| sorting| grains| weathering| entropy| unconsolidated materials| sedimentary bodies| ash flows| sedimentology| iron-rich composition| fossiliferous materials| diagenesis| argillaceous texture| siliciclastics| tempestite| grain size analysis| secondary porosity| volcanic ash| relict materials| deposition| ocean floors| dehydration| organic residues| pisoliths| lithofacies| sediment yield| size distribution| shape analysis| arkosic composition| bedload| sedimentary rocks| spherules| porosity| halite| engineering properties| heavy minerals| shells| turbidite| glacial geology| pyroclastics| clay mineralogy| placers| phi scale| fabric;sediments;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.14645408828913165;0.7028097294551182;0.28955470944019457;0.28955470944019457;0.7777777777777778;0.8888888888888888;0.8888888888888888;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1591;1591;http://linkeddata.ge.imati.cnr.it/resource/ThIST/segnalesismico;http://aims.fao.org/aos/agrovoc/c_50143;E;E;communication technology;;signals;;;;signal-to-noise ratio| wave amplification| geophysical methods| plane waves| teleseismic signals| filters| noise| seismology;signals;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1592;1592;http://linkeddata.ge.imati.cnr.it/resource/ThIST/segregazione;http://aims.fao.org/aos/agrovoc/c_6947;E;E;genetic processes;;segregation;;;;phase equilibria| geochemistry| crystal fractionation| fractional crystallization| miscibility gap| magmas;segregation;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1593;1593;http://linkeddata.ge.imati.cnr.it/resource/ThIST/selenio;http://aims.fao.org/aos/agrovoc/c_6953;E;E;Semimetals;;Selenium;Se (symbol);;;chemical elements| lithophile elements| chalcophile elements;selenium;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2,22E-01;0.4132547102496028;0.0;0.0;0.875;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1594;1594;http://linkeddata.ge.imati.cnr.it/resource/ThIST/selezionenaturale;http://aims.fao.org/aos/agrovoc/c_32698;E;E;Selection;;Natural selection;;;;biologic evolution| Darwinism;natural selection;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.172.118.427.258.760;0.17526172577685858;18.282.588.295.715.900;3.656.517.659.143.190;0.9411764705882353;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1595;1595;http://linkeddata.ge.imati.cnr.it/resource/ThIST/selvicoltura;http://aims.fao.org/aos/agrovoc/c_7071;E;E;forestry;Arboriculture;silviculture;Sylviculture;;;forests| soils| deforestation;forestry;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.3096206413376754;1.866.397.829.000.190;1.866.397.829.000.190;1.866.397.829.000.190;0.0;0.0;0.0;-0.3131165638505697;14.643.189.939.018.800;19.192.918.271.088.500;4.995.992.613.480.150;0.0;0.23076923076923073;0.23076923076923073
1596;1596;http://linkeddata.ge.imati.cnr.it/resource/ThIST/seme;http://aims.fao.org/aos/agrovoc/c_6927;?;E;propagation materials;;Seed;True seed;;;plants| lignin| angiosperms| cones| paleobotany| Gymnospermae;seeds;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.2045686177767141;13.186.765.099.430.000;0.49216644679486754;0.49216644679486754;0.6;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1597;1597;http://linkeddata.ge.imati.cnr.it/resource/ThIST/seme;http://aims.fao.org/aos/agrovoc/c_6946;E;E;Plant reproductive organs;Caryopses;Seeds;;;;plants| lignin| angiosperms| cones| paleobotany| Gymnospermae;seeds;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6612080505185127;0.0;0.0;0.8;1.0;1.0;-1.0;13.602.187.511.191.400;2.714.066.144.115.670;938.743.592.790.346;0.0;0.18181818181818177;0.6414141414141413
1598;1598;http://linkeddata.ge.imati.cnr.it/resource/ThIST/separazione;http://aims.fao.org/aos/agrovoc/c_6973;E;E;processing;;Separating;Separation;;;processes| chemical analysis| mixing| sample preparation| partitioning;separation;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.44372752503999435;0.758195052789688;0.3449402644487321;0.3449402644487321;0.7;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1599;1599;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sepia;http://aims.fao.org/aos/agrovoc/c_6974;E;E;Cephalopoda;;Sepia;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1600;1600;http://linkeddata.ge.imati.cnr.it/resource/ThIST/serpentes;http://aims.fao.org/aos/agrovoc/c_14209;E;E;Squamata;;Serpentes;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1601;1601;http://linkeddata.ge.imati.cnr.it/resource/ThIST/serre;http://aims.fao.org/aos/agrovoc/c_3379;E;E;Protective structures;;Greenhouses;Glasshouses| Hothouses;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1602;1602;http://linkeddata.ge.imati.cnr.it/resource/ThIST/seston;http://aims.fao.org/aos/agrovoc/c_6998;E;E;Aquatic communities;;Seston;Tripton;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1603;1603;http://linkeddata.ge.imati.cnr.it/resource/ThIST/setacciatura;http://aims.fao.org/aos/agrovoc/c_7058;E;E;Separating;;Sieving;Sifting;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1604;1604;http://linkeddata.ge.imati.cnr.it/resource/ThIST/setaccio;http://aims.fao.org/aos/agrovoc/c_28581;E;E;Separators;;sieves;;;;granulometry| medium-grained| testing| grain size analysis;sieves;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1,11E+00;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1605;1605;http://linkeddata.ge.imati.cnr.it/resource/ThIST/shanghai;http://aims.fao.org/aos/agrovoc/c_7024;E;E;China;;Shanghai;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1606;1606;http://linkeddata.ge.imati.cnr.it/resource/ThIST/siccita;http://aims.fao.org/aos/agrovoc/c_2391;E;E;Weather hazards;;Drought;Drouth;;;climate| atmospheric precipitation| hydrology| water recession| water balance| environmental geology| rain| water resources| dust storms| water supply;drought;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1,11E+00;0.48361026816740793;0.0;0.0;0.8571428571428572;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1607;1607;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sicurezza;http://aims.fao.org/aos/agrovoc/c_6732;E;E;state;;safety;;;;seismic risk| risk assessment| volcanic risk| applied geology| geologic hazards| seismic hazard| prevention;safety;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1608;1608;http://linkeddata.ge.imati.cnr.it/resource/ThIST/silicati;http://aims.fao.org/aos/agrovoc/c_28560;E;E;Inorganic acid salts;;Silicates;;;petalite| willemite| mica group| clinoptilolite| pargasite| cerolite| dravite| joaquinite| allophane| phillipsite| orthoclase| mullite| celadonite| hisingerite| K-feldspar| straetlingite| levynite| aegirine| iranite| faujasite| perthite| labradorite| alkali feldspar group| humite| andalusite| tremolite| montmorillonite| lepidolite| anorthoclase| chlorite| stevensite| siderophyllite| plagioclase group| heulandite| onyx| vlasovite| pyrope| alkalic pyroxene| riebeckite| sillimanite| adularia| kaolinite| hydrogarnet| nepheline| cyclosilicates| clinoferrosilite| bicchulite| sanidine| piemontite| ephesite| amesite| plagioclase| actinolite| alkalic amphibole| humite group| apophyllite| clintonite| andradite| olivine| carnelian| jadeite| hedenbergite| sorosilicates| pseudoleucite| beryl| alkali feldspar| euclase| hessonite| smectite| sepiolite| harmotome| eulytite| clinoamphibole| tephroite| serpentine| pyroxferroite| benitoite| cummingtonite| pyrophyllite| chloritoid| clay minerals| emerald| silica minerals| biotite| danburite| orthoenstatite| serpentine group| melanophlogite| chain silicates| tobermorite| scolecite| clinopyroxene group| augite| vesuvianite| minerals| topaz| fassaite| sudoite| hectorite| keldyshite| hastingsite| laumontite| ureyite| bavenite| epidote| leucite| amphibole group| nambulite| stilbite| garnet group| neptunite| chalcedony| braunite| spurrite| osumilite| cordierite| zunyite| schorl| howieite| sodalite group| bafertisite| coffinite| spessartine| nosean| melilite| sodalite| malayaite| imogolite| illite| rectorite| lepidomelane| clinoenstatite| almandine| allanite| ferrosilite| staurolite| hafnon| nontronite| mesolite| muscovite| beidellite| hypersthene| pyroxmangite| johannsenite| barium silicates| microcline| merwinite| gismondine| titanite| cymrite| oligoclase| gedrite| norbergite| olivine group| glauconite| corrensite| wollastonite| garnierite| microperthite| okenite| zircon| babingtonite| orthoferrosilite| ferrobustamite| andesine| paracelsian| perrierite| pellyite| eucryptite| kunzite| greenalite| cancrinite| jade| gehlenite| axinite| carpholite| antiperthite| pyroxene group| celsian| magadiite| marialite| bertrandite| roedderite| anorthite| milarite| mordenite| tridymite| glaucophane| barium feldspar group| offretite| yoderite| nenadkevichite| peristerite| opal-A| enstatite| grandidierite| epistilbite| vuagnatite| amethyst| opal| jasper| gillespite| margarite| kaliophilite| akermanite| meionite| barrerite| sapphirine| steenstrupine| deerite| lavenite| indialite| penninite| sheet silicates| quartz| phenakite| thomsonite| opal-CT| epidote group| clinopyroxene| thorite| kinoshitalite| dumortierite| cookeite| analog filters| phlogopite| aquamarine| pectolite| palygorskite| tschermakite| kasolite| uranophane| batisite| minnesotaite| clinohumite| dachiardite| vermiculite| lizardite| lovozerite| forsterite| saponite| roscoelite| grunerite| taeniolite| pumpellyite| scapolite group| monticellite| scawtite| ekanite| edenite| lazurite| hauyne| orthosilicates| paragonite| orthoamphibole| framework silicates| amazonite| antigorite| phengite| feldspar group| nephrite| hydrogrossular| fresnoite| lawsonite| sonolite| myrmekite| sericite| spodumene| nesosilicates| coesite| gmelinite| agate| aenigmatite| hydromica| chrysocolla| chabazite| bustamite| stilpnomelane| bytownite| friedelite| clinoamphibole group| helvite| ilvaite| clinochlore| tugtupite| yugawaralite| dioptase| gyrolite| chlorite group| pollucite| cronstedtite| datolite| hyalophane| ferrierite| emeleusite| melilite group| elbaite| serandite| uvarovite| melanite| cryptoperthite| stishovite| larnite| wairakite| surinamite| nepheline group| dickite| hemimorphite| barium feldspar| dalyite| orthopyroxene| analbite| nacrite| phosinaite| garnet| garronite| rhonite| arfvedsonite| analcime| natrolite| scapolite| mazzite| titanaugite| zinnwaldite| hyalite| rhodonite| kenyaite| holmquistite| zeolite group| chrysotile| boltwoodite| acmite| omphacite| chamosite| magnesioriebeckite| pyrosmalite| hydrobiotite| albite| kyanite| maskelynite| asbestos| pigeonite| edingtonite| fayalite| polylithionite| clinozoisite| moonstone| chondrodite| smoky quartz| tirodite| aluminosilicates| kalsilite| zoisite| alkalic amphibole group| crocidolite| borosilicates| talc| gadolinite| astrophyllite| peridot| halloysite| stellerite| hornblende| anthophyllite| diopside| cristobalite| britholite| tourmaline| prehnite| kornerupine| kaersutite;grossular| silicon| silica| clay mineralogy;silicates;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41325500364497303;0.0;0.0;0.8888888888888888;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1609;1609;http://linkeddata.ge.imati.cnr.it/resource/ThIST/silice;http://aims.fao.org/aos/agrovoc/c_14283;E;E;Oxides| minerals;;Silica;;;;opoka| abrasives| silica minerals| silicates| sand| glass materials| siliceous composition| silicon| sands| silicate glass;silica;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6612075315519332;0.0;0.0;0.8333333333333334;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1610;1610;http://linkeddata.ge.imati.cnr.it/resource/ThIST/silicio;http://aims.fao.org/aos/agrovoc/c_7061;E;E;Semimetals;;Silicon;Si (symbol);;Si-32;chemical elements| silicates| silica;silicon;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2,22E-01;0.47229062167457253;0.0;0.0;0.8571428571428572;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1611;1611;http://linkeddata.ge.imati.cnr.it/resource/ThIST/simbiosi;http://aims.fao.org/aos/agrovoc/c_7563;E;E;biological interaction;;Symbiosis;;;commensalism;biology| epibiotism| assemblages| ecology;symbiosis;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36733738698933094;0.0;0.0;0.8888888888888888;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1612;1612;http://linkeddata.ge.imati.cnr.it/resource/ThIST/simulazione;http://aims.fao.org/aos/agrovoc/c_5209;E;E;methods;;Simulation;Nonoptimizing methods;;;data processing| virtual reality| digital simulation| visualization| mathematical geology| models| mathematical models| analog simulation;simulation;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3673370726483652;0.0;0.0;0.9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1613;1613;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sinecologia;http://aims.fao.org/aos/agrovoc/c_7571;E;E;ecology;;synecology;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1614;1614;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sismologia;http://aims.fao.org/aos/agrovoc/c_6950;E;E;Geophysics;;Seismology;;;acceleration;seismic energy| Richter Scale| isochrons| neotectonics| amplitude distortion| seismic velocity| Benioff zone| SKP-waves| tilt| traveltime curves| volcanology| isoseismic maps| signal-to-noise ratio| maximum entropy analysis| wave amplification| seismic networks| seismic zoning| seismograms| phase distortion| relaxation energy| Lg-waves| P-waves| coda waves| ScS-waves| faults| SKS-waves| sounding| strain relaxation| toroidal mode| Hilbert transformations| stress| tiltmeters| PKiKP-waves| accelerometers| vibration| PKS-waves| Backus-Gilbert analysis| seismic prospecting| Pn-waves| very-low frequency| spheroidal mode| Love waves| time variations| SH-waves| main shocks| phase transitions| induced earthquakes| seismicity| reflection| microearthquakes| S-waves| surface waves| multichannel methods| focus| clinometers| spherical models| homogeneity| earthquakes| geodesy| F layer| impedance| geophysics| geophysical methods| tangential discontinuities| ground motion| Kalman filters| core-mantle boundary| attenuation| arrival time| vertical discontinuities| Rayleigh waves| Green function| aftershocks| seismic intensity| nuclear explosions| Conrad discontinuity| half-space| mantle| velocity structure| explosions| direct problem| paleoseismicity| elastic properties| short-period waves| epicenters| solid-earth geophysics| plate tectonics| traveltime residuals| marker beds| seismic equipment| seismic gaps| elastic waves| seismotectonics| traveltime| PPS-waves| raypaths| aseismic| b-values| swarms| acoustical properties| PKP-waves| Sn-waves| inverse problem| frequency domain analysis| Q| horizontal discontinuities| three-dimensional models| propagation| strong motion| two-dimensional models| seismic discontinuities| low-velocity zones| PPP-waves| dilatometric test| body waves| dilatancy| near-field| Mohorovicic discontinuity| Stoneley waves| precursors| high-resolution methods| acoustical emissions| curved seismic interface| PcP-waves| signal distortion| vertical seismic profiles| observatories| seismic surveys| microseisms| seismotectonic maps| near-field spectra| teleseismic signals| Earth| far-field| deformation| filters| discontinuities| PS-waves| anisotropy| mathematical transformations| group velocity| acoustical waves| strain| Bullard discontinuity| seismicity maps| high-level mode| refraction| absorption and scattering| inclined seismic interface| seismic moment| seismic response| seismic sources| seismographs| stress drops| anelastic materials| PP-waves| core| crust| modified Mercalli scale| non-linear distortion| SV-waves| tectonophysics| tomography| Wiener-Hopf analysis| deconvolution| deep seismic sounding| amplitude| diffraction| phase velocity| Airy waves| seismic migration| accelerograms| long-period waves| waveforms| spectral analysis| Thomson-Haskell analysis| wave dispersion| wave absorption| signals| Gruneisen parameters| periodicity| noise| distortion| dilatometers| magnitude-frequency ratio| shock waves| heterogeneity| Gutenberg discontinuity| interior| anelasticity| linear distortion;seismology;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2,22E-01;0.3306037682409286;0.0;0.0;0.9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1615;1615;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sistema;http://aims.fao.org/aos/agrovoc/c_330985;E;E;;;systems;;;multilayer hydrologic systems;faults| closed systems| en echelon faults| open systems| systems analogs| grabens| geothermal systems| coordinate systems| folds| synclinoria| fractures| geographic information systems| anticlinoria| horsts| information systems;systems;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1616;1616;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sistemanervoso;http://aims.fao.org/aos/agrovoc/c_5138;E;E;body parts;;Nervous system;;;;morphology| Vertebrata| anatomy;nervous system;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.115.708.044.249.400;0.1887421515720479;2.145.678.448.687.200;429.135.689.737.441;0.9285714285714286;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1617;1617;http://linkeddata.ge.imati.cnr.it/resource/ThIST/societa;http://aims.fao.org/aos/agrovoc/c_10045;E;E;enterprises;;Companies;;;ENI Company;industry| national policy| economic geology| corporate policy| economics| company diversification| company integration| company mergers;companies;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1,11E+00;0.39129084206968545;0.0;0.0;0.8888888888888888;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1618;1618;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sociologia;http://aims.fao.org/aos/agrovoc/c_7142;E;E;Social sciences;;Sociology;Social aspects;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1619;1619;http://linkeddata.ge.imati.cnr.it/resource/ThIST/solfati;http://aims.fao.org/aos/agrovoc/c_7510;E;E;Inorganic acid salts;;Sulphates;Sulfates;;natrojarosite| ktenasite| aphthitalite| melanterite| minerals| leadhillite| bassanite| alabaster| gypsum| barite| langite| aluminite| kainite| syngenite| langbeinite| khademite| alunite| anhydrite| serpierite| thaumasite| anglesite| posnjakite| rhomboclase| schroeckingerite| ammoniojarosite| pickeringite| hexahydrite| natroalunite| copiapite| devilline| glauberite| alum| polyhalite| lazurite| linarite| thenardite| rozenite| brochantite| chalcanthite| arcanite| jarosite| celestite| epsomite| vanthoffite| kieserite| metavoltine| mirabilite| lanarkite| susannite| motukoreaite| bloedite| ettringite;sodium sulfate| calcium sulfate| hauyne| sulfate ion;sulfates;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.3630183068255144;11.039.042.125.153.300;0.6935872065307231;0.6935872065307231;0.2222222222222222;0.33333333333333337;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1620;1620;http://linkeddata.ge.imati.cnr.it/resource/ThIST/solfatodicalcio;http://aims.fao.org/aos/agrovoc/c_1203;E;E;Sulphates;;Calcium sulphate;;;;geochemistry| gypsum| anhydrite| sulfates;calcium sulfate;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.886.988.991.750.300;0.6484272428985898;2.118.175.202.739.780;41.193.722.606.824.600;0.625;1.0;1.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0
