Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;DBPEDIA Concept URI;DBPEDIA Concept's PrefLabel;Broaders Of  DBPEDIA Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
metals| platinum group;iridium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/iridio;http://dbpedia.org/resource/Category:Iridium;Iridium;Transition metals| Transition metals;E
metals| platinum group;osmium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osmio;http://dbpedia.org/resource/Category:Osmium;Osmium;Chemical elements| Chemical elements;E
metals| platinum group;osmium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osmio;http://dbpedia.org/resource/Category:Osmium;Osmium;Transition metals| Transition metals;E
metals| platinum group;palladium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palladio;http://dbpedia.org/resource/Category:Palladium;Palladium;Chemical elements| Chemical elements;E
metals| platinum group;palladium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palladio;http://dbpedia.org/resource/Category:Palladium;Palladium;Precious metals| Precious metals;E
metals| platinum group;palladium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palladio;http://dbpedia.org/resource/Category:Palladium;Palladium;Transition metals| Transition metals;E
metals| platinum group;platinum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/platino;http://dbpedia.org/resource/Category:Platinum;Platinum;Chemical elements| Chemical elements;E
metals| platinum group;platinum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/platino;http://dbpedia.org/resource/Category:Platinum;Platinum;Precious metals| Precious metals;E
metals| platinum group;platinum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/platino;http://dbpedia.org/resource/Category:Platinum;Platinum;Transition metals| Transition metals;E
metals| platinum group;rhodium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rodio;http://dbpedia.org/resource/Category:Rhodium;Rhodium;Chemical elements| Chemical elements;E
metals| platinum group;rhodium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rodio;http://dbpedia.org/resource/Category:Rhodium;Rhodium;Precious metals| Precious metals;E
metals| platinum group;rhodium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rodio;http://dbpedia.org/resource/Category:Rhodium;Rhodium;Transition metals| Transition metals;E
metals| platinum group;ruthenium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rutenio;http://dbpedia.org/resource/Category:Ruthenium;Ruthenium;Chemical elements| Chemical elements;E
metals| platinum group;ruthenium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rutenio;http://dbpedia.org/resource/Category:Ruthenium;Ruthenium;Transition metals| Transition metals;E
metals| rare earths;dysprosium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/disprosio;http://dbpedia.org/resource/Category:Dysprosium;Dysprosium;Chemical elements| Chemical elements;E
metals| rare earths;dysprosium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/disprosio;http://dbpedia.org/resource/Category:Dysprosium;Dysprosium;Lanthanides| Lanthanides;E
metals| rare earths;erbium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbio;http://dbpedia.org/resource/Category:Erbium;Erbium;Chemical elements| Chemical elements;E
metals| rare earths;erbium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbio;http://dbpedia.org/resource/Category:Erbium;Erbium;Lanthanides| Lanthanides;E
metals| rare earths;europium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europio;http://dbpedia.org/resource/Category:Europium;Europium;Chemical elements| Chemical elements;E
metals| rare earths;europium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europio;http://dbpedia.org/resource/Category:Europium;Europium;Lanthanides| Lanthanides;E
metals| rare earths;gadolinium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gadolinio;http://dbpedia.org/resource/Category:Gadolinium;Gadolinium;Chemical elements| Chemical elements;E
metals| rare earths;gadolinium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gadolinio;http://dbpedia.org/resource/Category:Gadolinium;Gadolinium;Lanthanides| Lanthanides;E
metals| rare earths;ytterbium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/itterbio;http://dbpedia.org/resource/Category:Ytterbium;Ytterbium;Chemical elements| Chemical elements;E
metals| rare earths;ytterbium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/itterbio;http://dbpedia.org/resource/Category:Ytterbium;Ytterbium;Lanthanides| Lanthanides;E
metals| rare earths;lanthanum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lantanio;http://dbpedia.org/resource/Category:Lanthanum;Lanthanum;Chemical elements| Chemical elements;E
metals| rare earths;lanthanum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lantanio;http://dbpedia.org/resource/Category:Lanthanum;Lanthanum;Lanthanides| Lanthanides;E
metals| rare earths;lutetium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lutezio;http://dbpedia.org/resource/Category:Lutetium;Lutetium;Chemical elements| Chemical elements;E
metals| rare earths;lutetium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lutezio;http://dbpedia.org/resource/Category:Lutetium;Lutetium;Lanthanides| Lanthanides;E
metals| rare earths;neodymium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/neodimio;http://dbpedia.org/resource/Category:Neodymium;Neodymium;Chemical elements| Chemical elements;E
metals| rare earths;neodymium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/neodimio;http://dbpedia.org/resource/Category:Neodymium;Neodymium;Lanthanides| Lanthanides;E
metals| rare earths;holmium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/olmio;http://dbpedia.org/resource/Category:Holmium;Holmium;Chemical elements| Chemical elements;E
metals| rare earths;holmium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/olmio;http://dbpedia.org/resource/Category:Holmium;Holmium;Lanthanides| Lanthanides;E
metals| rare earths;promethium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/promezio;http://dbpedia.org/resource/Category:Promethium;Promethium;Chemical elements| Chemical elements;E
metals| rare earths;promethium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/promezio;http://dbpedia.org/resource/Category:Promethium;Promethium;Lanthanides| Lanthanides;E
metals| rare earths;samarium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samario;http://dbpedia.org/resource/Category:Samarium;Samarium;Chemical elements| Chemical elements;E
metals| rare earths;samarium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samario;http://dbpedia.org/resource/Category:Samarium;Samarium;Lanthanides| Lanthanides;E
metals| rare earths;scandium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scandio;http://dbpedia.org/resource/Category:Scandium;Scandium;Chemical elements| Chemical elements;E
metals| rare earths;scandium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scandio;http://dbpedia.org/resource/Category:Scandium;Scandium;Transition metals| Transition metals;E
metals| rare earths;terbium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/terbio;http://dbpedia.org/resource/Category:Terbium;Terbium;Chemical elements| Chemical elements;E
metals| rare earths;terbium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/terbio;http://dbpedia.org/resource/Category:Terbium;Terbium;Lanthanides| Lanthanides;E
metals| rare earths;thulium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tulio;http://dbpedia.org/resource/Category:Thulium;Thulium;Chemical elements| Chemical elements;E
metals| rare earths;thulium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tulio;http://dbpedia.org/resource/Category:Thulium;Thulium;Lanthanides| Lanthanides;E
metals| Vicenza Italy;gallium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gallio;http://dbpedia.org/resource/Category:Gallium;Gallium;Chemical elements| Chemical elements;E
metals| Vicenza Italy;gallium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gallio;http://dbpedia.org/resource/Category:Gallium;Gallium;Poor metals| Poor metals;E
microfossils| Plantae| algae| Chlorophyta| thallophytes;Charophyta;http://linkeddata.ge.imati.cnr.it/resource/ThIST/charophyta;http://dbpedia.org/resource/Category:Charophyta;Charophyta;Green algae| Green algae| Green algae| Green algae| Green algae;E
microfossils| Plantae| algae| Chlorophyta| thallophytes;Chlorophyceae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chlorophyceae;http://dbpedia.org/resource/Category:Chlorophyceae;Chlorophyceae;Green algae| Green algae| Green algae| Green algae| Green algae;E
microfossils| Plantae| algae| Rhodophyta| thallophytes;Corallinaceae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corallinaceae;http://dbpedia.org/resource/Category:Corallinaceae;Corallinaceae;Algae families| Algae families| Algae families| Algae families| Algae families;E
microfossils| Plantae| thallophytes;algae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/algae;http://dbpedia.org/resource/Category:Algae;Algae;Aquatic organisms| Aquatic organisms| Aquatic organisms;E
microfossils| Plantae| thallophytes;algae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/algae;http://dbpedia.org/resource/Category:Algae;Algae;Plants| Plants| Plants;E
minerals;carbonates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonati;http://dbpedia.org/resource/Category:Carbonates;Carbonates;Carbon compounds;C
minerals;halides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alogenuri;http://dbpedia.org/resource/Category:Halides;Halides;Chemical compounds;E
minerals;halides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alogenuri;http://dbpedia.org/resource/Category:Halides;Halides;Halogen compounds;E
minerals;antimonides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antimoniuri;http://dbpedia.org/resource/Category:Antimonides;Antimonides;Antimony compounds;E
minerals;arsenates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arseniati;http://dbpedia.org/resource/Category:Arsenates;Arsenates;Arsenic compounds;E
minerals;arsenites;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arseniti;http://dbpedia.org/resource/Category:Arsenites;Arsenites;Arsenic compounds;E
minerals;borates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/borati;http://dbpedia.org/resource/Category:Borates;Borates;Boron compounds;E
minerals;carbonates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonati;http://dbpedia.org/resource/Category:Carbonates;Carbonates;Oxides;E
minerals;phosphates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosfati;http://dbpedia.org/resource/Category:Phosphates;Phosphates;Phosphorus compounds;E
minerals;iodates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/iodati;http://dbpedia.org/resource/Category:Iodates;Iodates;Iodine compounds;E
Nicaragua;Managua;http://linkeddata.ge.imati.cnr.it/resource/ThIST/managua;http://dbpedia.org/resource/Category:Managua;Managua;Capitals in Central America;E
Nicaragua;Managua;http://linkeddata.ge.imati.cnr.it/resource/ThIST/managua;http://dbpedia.org/resource/Category:Managua;Managua;Capitals in North America;E
Nicaragua;Managua;http://linkeddata.ge.imati.cnr.it/resource/ThIST/managua;http://dbpedia.org/resource/Category:Managua;Managua;Managua Department;E
Nicaragua;Managua;http://linkeddata.ge.imati.cnr.it/resource/ThIST/managua;http://dbpedia.org/resource/Category:Managua;Managua;Populated places in Nicaragua;E
Nicaragua;Managua;http://linkeddata.ge.imati.cnr.it/resource/ThIST/managua;http://dbpedia.org/resource/Category:Managua;Managua;Wikipedia categories named after capitals;E
noble gases;argon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/argo;http://dbpedia.org/resource/Category:Argon;Argon;Noble gases;E
noble gases;helium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elio;http://dbpedia.org/resource/Category:Helium;Helium;Chemical elements;E
noble gases;helium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elio;http://dbpedia.org/resource/Category:Helium;Helium;Noble gases;E
noble gases;neon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/neon;http://dbpedia.org/resource/Category:Neon;Neon;Chemical elements;E
noble gases;neon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/neon;http://dbpedia.org/resource/Category:Neon;Neon;Noble gases;E
noble gases;radon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/radon;http://dbpedia.org/resource/Category:Radon;Radon;Chemical elements;E
noble gases;radon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/radon;http://dbpedia.org/resource/Category:Radon;Radon;Noble gases;E
noble gases;xenon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/xeno;http://dbpedia.org/resource/Category:Xenon;Xenon;Chemical elements;E
noble gases;xenon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/xeno;http://dbpedia.org/resource/Category:Xenon;Xenon;Noble gases;E
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Member states of the Arab League| Member states of the Arab League| Member states of the Arab League;C
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;North African countries| North African countries| North African countries;C
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Republics| Republics| Republics;C
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;States and territories disestablished in 1962| States and territories disestablished in 1962| States and territories disestablished in 1962;C
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Arabic-speaking countries and territories| Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Arabic-speaking countries and territories| Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Countries in Africa| Countries in Africa| Countries in Africa;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Countries in Africa| Countries in Africa| Countries in Africa;E
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Maghreb| Maghreb| Maghreb;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Maghreb| Maghreb| Maghreb;E
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Member states of the African Union| Member states of the African Union| Member states of the African Union;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Member states of the African Union| Member states of the African Union| Member states of the African Union;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Member states of the Arab League| Member states of the Arab League| Member states of the Arab League;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;North African countries| North African countries| North African countries;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Republics| Republics| Republics;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;States and territories disestablished in 1962| States and territories disestablished in 1962| States and territories disestablished in 1962;E
North Africa| Algeria| Algeri Algeria;Algeri Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries;E
North Africa| Algeria| Algeri Algeria;Algeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair;http://dbpedia.org/resource/Category:Algeria;Algeria;Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Archipelagoes of the Atlantic Ocean| Archipelagoes of the Atlantic Ocean| Archipelagoes of the Atlantic Ocean;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Archipelagoes of the Atlantic Ocean| Archipelagoes of the Atlantic Ocean| Archipelagoes of the Atlantic Ocean;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;British Overseas Territories| British Overseas Territories| British Overseas Territories;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;British Overseas Territories| British Overseas Territories| British Overseas Territories;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Dependent territories in North America| Dependent territories in North America| Dependent territories in North America;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Dependent territories in North America| Dependent territories in North America| Dependent territories in North America;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Island countries| Island countries| Island countries;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Island countries| Island countries| Island countries;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Special territories of the European Union| Special territories of the European Union| Special territories of the European Union;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Special territories of the European Union| Special territories of the European Union| Special territories of the European Union;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Volcanic islands| Volcanic islands| Volcanic islands;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Volcanic islands| Volcanic islands| Volcanic islands;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Wikipedia categories named after dependent territories| Wikipedia categories named after dependent territories| Wikipedia categories named after dependent territories;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Wikipedia categories named after dependent territories| Wikipedia categories named after dependent territories| Wikipedia categories named after dependent territories;E
North America| United Kingdom| United States of America;Bermuda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Wikipedia categories named after islands| Wikipedia categories named after islands| Wikipedia categories named after islands;E
North America| United Kingdom| United States of America;Carolina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda;http://dbpedia.org/resource/Category:Bermuda;Bermuda;Wikipedia categories named after islands| Wikipedia categories named after islands| Wikipedia categories named after islands;E
Northern Italy| Piemonte Italy;Canavese;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canavese;http://dbpedia.org/resource/Category:Canavese;Canavese;Geographical, historical and cultural regions of Piedmont| Geographical, historical and cultural regions of Piedmont;E
Northern Italy| Piemonte Italy;Canavese;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canavese;http://dbpedia.org/resource/Category:Canavese;Canavese;Province of Turin| Province of Turin;E
Oceania;Kiribati;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati;http://dbpedia.org/resource/Category:Kiribati;Kiribati;Countries in Oceania;E
Oceania;Kiribati;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati;http://dbpedia.org/resource/Category:Kiribati;Kiribati;English-speaking countries and territories;E
Oceania;Kiribati;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati;http://dbpedia.org/resource/Category:Kiribati;Kiribati;Island countries;E
Oceania;Kiribati;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati;http://dbpedia.org/resource/Category:Kiribati;Kiribati;Member states of the Commonwealth of Nations;E
Oceania;Kiribati;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati;http://dbpedia.org/resource/Category:Kiribati;Kiribati;Micronesia;E
Oceania;Kiribati;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati;http://dbpedia.org/resource/Category:Kiribati;Kiribati;Wikipedia categories named after countries;E
Oceania;Melanesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/melanesia;http://dbpedia.org/resource/Category:Melanesia;Melanesia;Geography of Oceania;E
Oceania;Melanesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/melanesia;http://dbpedia.org/resource/Category:Melanesia;Melanesia;Islands of Oceania;E
Oceania;Melanesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/melanesia;http://dbpedia.org/resource/Category:Melanesia;Melanesia;Islands of the Pacific Ocean;E
Oceania;Melanesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/melanesia;http://dbpedia.org/resource/Category:Melanesia;Melanesia;Regions of Oceania;E
Oceania;Micronesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/micronesia;http://dbpedia.org/resource/Category:Micronesia;Micronesia;Archipelagoes of the Pacific Ocean;E
Oceania;Micronesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/micronesia;http://dbpedia.org/resource/Category:Micronesia;Micronesia;Geography of Oceania;E
Oceania;Micronesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/micronesia;http://dbpedia.org/resource/Category:Micronesia;Micronesia;Regions of Oceania;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Atolls of the Pacific Ocean;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Countries in Oceania;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;English-speaking countries and territories;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Island countries;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Member states of the Commonwealth of Nations;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Micronesia;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Wikipedia categories named after countries;E
Oceania;Nauru;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru;http://dbpedia.org/resource/Category:Nauru;Nauru;Wikipedia categories named after islands;E
Oceania;Polynesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polynesia;http://dbpedia.org/resource/Category:Polynesia;Polynesia;Islands of Oceania;E
Oceania;Polynesia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polynesia;http://dbpedia.org/resource/Category:Polynesia;Polynesia;Regions of Oceania;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Archipelagoes of the Pacific Ocean;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Countries in Oceania;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;English-speaking countries and territories;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Island countries;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Member states of the Commonwealth of Nations;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Polynesia;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;States and territories disestablished in 1962;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Volcanic islands;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Wikipedia categories named after countries;E
Oceania;Samoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa;http://dbpedia.org/resource/Category:Samoa;Samoa;Wikipedia categories named after islands;E
Oceania| Melanesia;Fiji;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji;http://dbpedia.org/resource/Category:Fiji;Fiji;Archipelagoes of the Pacific Ocean| Archipelagoes of the Pacific Ocean;E
Oceania| Melanesia;Fiji;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji;http://dbpedia.org/resource/Category:Fiji;Fiji;Countries in Oceania| Countries in Oceania;E
Oceania| Melanesia;Fiji;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji;http://dbpedia.org/resource/Category:Fiji;Fiji;English-speaking countries and territories| English-speaking countries and territories;E
Oceania| Melanesia;Fiji;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji;http://dbpedia.org/resource/Category:Fiji;Fiji;Island countries| Island countries;E
Oceania| Melanesia;Fiji;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji;http://dbpedia.org/resource/Category:Fiji;Fiji;Melanesia| Melanesia;E
Oceania| Melanesia;Fiji;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji;http://dbpedia.org/resource/Category:Fiji;Fiji;Wikipedia categories named after countries| Wikipedia categories named after countries;E
