Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;DBPEDIA Concept URI;DBPEDIA Concept's PrefLabel;Broaders Of  DBPEDIA Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://dbpedia.org/resource/Category:Senegal;Senegal;Countries in Africa| Countries in Africa;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://dbpedia.org/resource/Category:Senegal;Senegal;French West Africa| French West Africa;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://dbpedia.org/resource/Category:Senegal;Senegal;West African countries| West African countries;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://dbpedia.org/resource/Category:Senegal;Senegal;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Central African countries| Central African countries;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Countries in Africa| Countries in Africa;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;French-speaking countries and territories| French-speaking countries and territories;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Landlocked countries| Landlocked countries;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Least developed countries| Least developed countries;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Member states of La Francophonie| Member states of La Francophonie;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Member states of the Organisation of Islamic Cooperation| Member states of the Organisation of Islamic Cooperation;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Republics| Republics;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;States and territories established in 1960| States and territories established in 1960;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://dbpedia.org/resource/Category:Chad;Chad;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://dbpedia.org/resource/Category:Togo;Togo;Countries in Africa| Countries in Africa;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://dbpedia.org/resource/Category:Togo;Togo;West African countries| West African countries;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://dbpedia.org/resource/Category:Togo;Togo;Wikipedia categories named after countries| Wikipedia categories named after countries;E
alloys;carbides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carburi;http://dbpedia.org/resource/Category:Carbides;Carbides;Inorganic carbon compounds;E
alloys;phosphides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosfuri;http://dbpedia.org/resource/Category:Phosphides;Phosphides;Phosphorus compounds;E
alloys;nitrides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitruri;http://dbpedia.org/resource/Category:Nitrides;Nitrides;Nitrogen compounds;E
alloys;silicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/siliciuri;http://dbpedia.org/resource/Category:Silicides;Silicides;Silicon compounds;E
alloys| metallurgy;ferroalloys;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ferrolega;http://dbpedia.org/resource/Category:Ferroalloys;Ferroalloys;Ferrous alloys| Ferrous alloys;E
Alps| Eastern Alps| Europe| Europa Island;Dolomites;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti;http://dbpedia.org/resource/Category:Dolomites;Dolomites;Mountain ranges of South Tyrol| Mountain ranges of South Tyrol| Mountain ranges of South Tyrol| Mountain ranges of South Tyrol;E
Alps| Eastern Alps| Europe| Europa Island;Dolomites;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti;http://dbpedia.org/resource/Category:Dolomites;Dolomites;Mountain ranges of Trentino| Mountain ranges of Trentino| Mountain ranges of Trentino| Mountain ranges of Trentino;E
Alps| Eastern Alps| Europe| Europa Island;Dolomites;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti;http://dbpedia.org/resource/Category:Dolomites;Dolomites;Southern Limestone Alps| Southern Limestone Alps| Southern Limestone Alps| Southern Limestone Alps;E
Alps| Eastern Alps| Europe| Europa Island;Dolomites;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti;http://dbpedia.org/resource/Category:Dolomites;Dolomites;Wikipedia categories named after mountain ranges| Wikipedia categories named after mountain ranges| Wikipedia categories named after mountain ranges| Wikipedia categories named after mountain ranges;E
Alps| Eastern Alps| Europe| Europa Island;Dolomites;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti;http://dbpedia.org/resource/Category:Dolomites;Dolomites;World Heritage Sites in Italy| World Heritage Sites in Italy| World Heritage Sites in Italy| World Heritage Sites in Italy;E
analysis;chromatography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromatografia;http://dbpedia.org/resource/Category:Chromatography;Chromatography;Instrumental analysis;E
analysis;chromatography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromatografia;http://dbpedia.org/resource/Category:Chromatography;Chromatography;Laboratory techniques;E
analysis;chromatography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromatografia;http://dbpedia.org/resource/Category:Chromatography;Chromatography;Separation processes;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Arctic Watershed of North America| Arctic Watershed of North America;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Danish dependencies| Danish dependencies;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Dependent territories in North America| Dependent territories in North America;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Former Norwegian colonies| Former Norwegian colonies;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Former colonies in North America| Former colonies in North America;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Island countries| Island countries;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Nordic countries| Nordic countries;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Regions of the Arctic| Regions of the Arctic;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Special territories of the European Union| Special territories of the European Union;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Wikipedia categories named after dependent territories| Wikipedia categories named after dependent territories;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://dbpedia.org/resource/Category:Greenland;Greenland;Wikipedia categories named after islands| Wikipedia categories named after islands;E
Armenia;Yerevan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yerevan;http://dbpedia.org/resource/Category:Yerevan;Yerevan;Capitals in Asia;E
Armenia;Yerevan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yerevan;http://dbpedia.org/resource/Category:Yerevan;Yerevan;Cities and towns in Armenia;E
Armenia;Yerevan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yerevan;http://dbpedia.org/resource/Category:Yerevan;Yerevan;Populated places in Armenia;E
Armenia;Yerevan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yerevan;http://dbpedia.org/resource/Category:Yerevan;Yerevan;Provinces of Armenia;E
Armenia;Yerevan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/yerevan;http://dbpedia.org/resource/Category:Yerevan;Yerevan;Wikipedia categories named after capitals;E
Asia;Himalayas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/himalaya;http://dbpedia.org/resource/Category:Himalayas;Himalayas;Mountain ranges of India;E
Asia;Himalayas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/himalaya;http://dbpedia.org/resource/Category:Himalayas;Himalayas;Mountain ranges of Pakistan;E
Asia;Himalayas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/himalaya;http://dbpedia.org/resource/Category:Himalayas;Himalayas;Mountain ranges of Tibet;E
Asia;Himalayas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/himalaya;http://dbpedia.org/resource/Category:Himalayas;Himalayas;Mountains of Asia;E
Asia;Himalayas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/himalaya;http://dbpedia.org/resource/Category:Himalayas;Himalayas;Wikipedia categories named after mountain ranges;E
Asia;Karakoram;http://linkeddata.ge.imati.cnr.it/resource/ThIST/karakorum;http://dbpedia.org/resource/Category:Karakoram;Karakoram;Himalayas;E
Asia;Karakoram;http://linkeddata.ge.imati.cnr.it/resource/ThIST/karakorum;http://dbpedia.org/resource/Category:Karakoram;Karakoram;Mountain ranges of China;E
Asia;Karakoram;http://linkeddata.ge.imati.cnr.it/resource/ThIST/karakorum;http://dbpedia.org/resource/Category:Karakoram;Karakoram;Mountain ranges of Pakistan;E
Asia;Karakoram;http://linkeddata.ge.imati.cnr.it/resource/ThIST/karakorum;http://dbpedia.org/resource/Category:Karakoram;Karakoram;Wikipedia categories named after mountain ranges;E
Asia;Ladakh;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ladakh;http://dbpedia.org/resource/Category:Ladakh;Ladakh;Jammu and Kashmir;E
Asia;Ladakh;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ladakh;http://dbpedia.org/resource/Category:Ladakh;Ladakh;Plateaus of India;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://dbpedia.org/resource/Category:Mongolia;Mongolia;Central Asian countries;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://dbpedia.org/resource/Category:Mongolia;Mongolia;Countries in Asia;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://dbpedia.org/resource/Category:Mongolia;Mongolia;East Asian countries;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://dbpedia.org/resource/Category:Mongolia;Mongolia;Landlocked countries;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://dbpedia.org/resource/Category:Mongolia;Mongolia;Mongols;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://dbpedia.org/resource/Category:Mongolia;Mongolia;Wikipedia categories named after countries;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Arabian Peninsula| Arabian Peninsula;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Countries in Asia| Countries in Asia;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Member states of the Arab League| Member states of the Arab League;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Middle Eastern countries| Middle Eastern countries;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Western Asian countries| Western Asian countries;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://dbpedia.org/resource/Category:Qatar;Qatar;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Arabian Peninsula| Arabian Peninsula| Arabian Peninsula;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Arabic-speaking countries and territories| Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Countries in Asia| Countries in Asia| Countries in Asia;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;English-speaking countries and territories| English-speaking countries and territories| English-speaking countries and territories;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Iranian-speaking countries and territories| Iranian-speaking countries and territories| Iranian-speaking countries and territories;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Island countries| Island countries| Island countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Member states of the Arab League| Member states of the Arab League| Member states of the Arab League;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Middle Eastern countries| Middle Eastern countries| Middle Eastern countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Persian-speaking countries and territories| Persian-speaking countries and territories| Persian-speaking countries and territories;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Western Asian countries| Western Asian countries| Western Asian countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://dbpedia.org/resource/Category:Bahrain;Bahrain;Wikipedia categories named after islands| Wikipedia categories named after islands| Wikipedia categories named after islands;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Arabian Peninsula| Arabian Peninsula| Arabian Peninsula;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Arabic-speaking countries and territories| Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Countries in Asia| Countries in Asia| Countries in Asia;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Member states of the Arab League| Member states of the Arab League| Member states of the Arab League;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Middle Eastern countries| Middle Eastern countries| Middle Eastern countries;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Sultanates| Sultanates| Sultanates;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Western Asian countries| Western Asian countries| Western Asian countries;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://dbpedia.org/resource/Category:Oman;Oman;Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Arabian Peninsula| Arabian Peninsula| Arabian Peninsula| Arabian Peninsula;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Arabic-speaking countries and territories| Arabic-speaking countries and territories| Arabic-speaking countries and territories| Arabic-speaking countries and territories;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Countries in Africa| Countries in Africa| Countries in Africa| Countries in Africa;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Countries in Asia| Countries in Asia| Countries in Asia| Countries in Asia;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Member states of the Arab League| Member states of the Arab League| Member states of the Arab League| Member states of the Arab League;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Middle Eastern countries| Middle Eastern countries| Middle Eastern countries| Middle Eastern countries;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Western Asian countries| Western Asian countries| Western Asian countries| Western Asian countries;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://dbpedia.org/resource/Category:Yemen;Yemen;Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Armenian-speaking countries and territories| Armenian-speaking countries and territories;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Caucasus| Caucasus;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Countries in Asia| Countries in Asia;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Countries in Europe| Countries in Europe;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Eastern Europe| Eastern Europe;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Kurdish-speaking countries and territories| Kurdish-speaking countries and territories;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Landlocked countries| Landlocked countries;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Republics| Republics;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Western Asian countries| Western Asian countries;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://dbpedia.org/resource/Category:Armenia;Armenia;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Azerbaijani-speaking countries and territories| Azerbaijani-speaking countries and territories;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Caucasus| Caucasus;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Countries in Asia| Countries in Asia;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Countries in Europe| Countries in Europe;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Eastern Europe| Eastern Europe;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Landlocked countries| Landlocked countries;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Modern Turkic states| Modern Turkic states;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Republics| Republics;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Western Asian countries| Western Asian countries;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://dbpedia.org/resource/Category:Azerbaijan;Azerbaijan;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://dbpedia.org/resource/Category:Kyrgyzstan;Kyrgyzstan;Central Asian countries| Central Asian countries;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://dbpedia.org/resource/Category:Kyrgyzstan;Kyrgyzstan;Countries in Asia| Countries in Asia;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://dbpedia.org/resource/Category:Kyrgyzstan;Kyrgyzstan;Landlocked countries| Landlocked countries;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://dbpedia.org/resource/Category:Kyrgyzstan;Kyrgyzstan;Russian-speaking countries and territories| Russian-speaking countries and territories;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://dbpedia.org/resource/Category:Kyrgyzstan;Kyrgyzstan;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://dbpedia.org/resource/Category:Uzbekistan;Uzbekistan;Central Asian countries| Central Asian countries;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://dbpedia.org/resource/Category:Uzbekistan;Uzbekistan;Countries in Asia| Countries in Asia;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://dbpedia.org/resource/Category:Uzbekistan;Uzbekistan;Iranian-speaking countries and territories| Iranian-speaking countries and territories;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://dbpedia.org/resource/Category:Uzbekistan;Uzbekistan;Landlocked countries| Landlocked countries;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://dbpedia.org/resource/Category:Uzbekistan;Uzbekistan;Russian-speaking countries and territories| Russian-speaking countries and territories;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://dbpedia.org/resource/Category:Uzbekistan;Uzbekistan;Wikipedia categories named after countries| Wikipedia categories named after countries;E
Asia| Commonwealth of Independent States;Kazakhstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qazaqstan;http://dbpedia.org/resource/Category:Kazakhstan;Kazakhstan;Central Asian countries| Central Asian countries;E
Asia| Commonwealth of Independent States;Kazakhstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qazaqstan;http://dbpedia.org/resource/Category:Kazakhstan;Kazakhstan;Countries in Asia| Countries in Asia;E
