;s;o;KindOfLink;sBT;sNT;sRT;sPrefLabel;sAltLabels;oPrefLabel;oAltLabels;oBT;oNT;oRT;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim
707;http://linkeddata.ge.imati.cnr.it/resource/ThIST/solubilita;http://www.eionet.europa.eu/gemet/concept/7923;E;;;properties| miscibility| oversaturation| concentration| acidity| saturation| geochemistry| immiscibility| solution| insoluble residues| dissolved materials| sea water;solubility;;solubility;;chemical property| physical property;;dissolution| insoluble substance;9.198748257557869;0.8428898270480024;2.52290899652186;26.29766000935516;0.0060240963855421326;1.0;2.9332001332001334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
708;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sorgentepuntiforme;http://www.eionet.europa.eu/gemet/concept/6357;E;;;pollution;point sources;;point source;;source of pollution;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.79963737656885;0.2133790972916016;2.3515816287653184;4.653692202776494;0.9230769230769232;1.0;1.8571428571428568
709;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sorveglianza;http://www.eionet.europa.eu/gemet/concept/8239;E;;;;;;surveillance;;legal procedure;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
710;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sostanzainfiammabile;http://www.eionet.europa.eu/gemet/concept/4296;E;;;;;;inflammable substance;;properties of materials;;fuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
711;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sostanzatossica;http://www.eionet.europa.eu/gemet/concept/8546;E;;;cyanides| waste disposal| environmental geology| pollution| toxicity| materials| hazardous waste| PCBs;toxic materials;;toxic substance;environmentally harmful or toxic substance;properties of materials;toxic product| toxic metal;poison;1.1059471529168392;1.6609070244755264;2.41483623646602;20.18627798711206;0.0;0.33333333333333337;0.9484126984126984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4566473969462903;0.9230294035200308;2.0152789524038006;3.9825178404982258;0.4;1.0;1.0
712;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sostanzavolatile;http://www.eionet.europa.eu/gemet/concept/11794;E;;volatile organic compounds;volatile elements| coal| geochemistry| volatilization;volatiles;;volatile substance;;chemical;volatile organic compound;volatility;0.3518054887144635;1.3311003099369831;2.360486755079549;7.971351842999715;0.13207547169811318;0.7;1.4547619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.492366983542169;0.7839837676644601;1.6702686253881454;1.6702686253881454;0.4444444444444444;0.8888888888888888;0.8888888888888888
713;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sostituzione;http://www.eionet.europa.eu/gemet/concept/7114;E;;;order-disorder| crystal chemistry| lattice;substitution;;replacement;;chemical process;substitution of halogenated compounds;substitutability (chemistry);-0.24987424427892124;1.1317016221242;2.307275740998139;6.815314438133763;0.0;0.125;0.2589285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.7167048411432821;2.368684586367544;2.368684586367544;2.368684586367544;0.0;0.0;0.0
714;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sottosuolo;http://www.eionet.europa.eu/gemet/concept/8167;E;;;;;;subsoil;;soil type;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
715;http://linkeddata.ge.imati.cnr.it/resource/ThIST/spartiacque;http://www.eionet.europa.eu/gemet/concept/9235;E;;;runoff| drainage patterns| surface water| crests| geomorphology| watersheds| ground water;divides;;watershed;;landform;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.808310543003965;1.8894486171658125;1.8894486171658125;1.8894486171658125;0.0;0.0;0.0
716;http://linkeddata.ge.imati.cnr.it/resource/ThIST/specie;http://www.eionet.europa.eu/gemet/concept/7982;E;;;;;;species;;ecological parameter;exotic species| plant species| adaptable species| endemic species| animal species;category of endangered species;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
717;http://linkeddata.ge.imati.cnr.it/resource/ThIST/specieendemica;http://www.eionet.europa.eu/gemet/concept/10562;E;;;;;;endemic species;;species;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
