;Unnamed: 0;s;o;KindOfLink;sBT;sNT;sRT;sPrefLabel;sAltLabels;oPrefLabel;oDefinition;oAltLabels;oBT;oNT;oRT;similaritySInW;wmdistance;Mwmdistance;SMwmdistance;nhammingSim;MnhammingSim;SMnhammingSim
0;0;http://linkeddata.ge.imati.cnr.it/resource/ThIST/madagascar;http://dbpedia.org/resource/Category:Madagascar;E;Africa;Antananarivo;Indian Ocean| West Indian Ocean| Mozambique Channel;Madagascar;;Madagascar;;;Island countries| Islands of Africa| Physiographic provinces| Member states of the Organisation internationale de la Francophonie| Southeast African countries| East African countries| Wikipedia categories named after islands| Countries in Africa| Southern African countries| French-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;1;http://linkeddata.ge.imati.cnr.it/resource/ThIST/niger;http://dbpedia.org/resource/Category:Niger;E;Africa;Niamey Niger;Niger River Basin| Niger River| Sahel| Chad Basin| Sahara;Niger;;Niger;;;Countries in Africa| Landlocked countries| West African countries| Wikipedia categories named after countries| States and territories established in 1960| Republics;;;14.28041801725197;1.9902500185684295;3.2067760779910683;3.2067760779910683;0.0;1.0;1.0
2;2;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nubia;http://dbpedia.org/resource/Category:Nubia;E;Africa;;Egypt| Sudan| Nile Valley;Nubia;;Nubia;;;Regions of Africa| Foreign contacts of ancient Egypt| Geography of ancient Egypt| History of Sudan;;;9.18819146243331;2.024692311891819;2.9244139537391662;2.9244139537391662;0.010204081632653073;1.0;1.0
3;3;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sahara;http://dbpedia.org/resource/Category:Sahara;E;Africa;Western Sahara;Algeria| Algeri Algeria| Libya| Libyan Desert| Fezzan| Niger| Chad| Mauritania| Sahel| hammadas| Morocco| ergs| Egypt| Sudan| Tunis Tunisia| Tunisia;Sahara;;Sahara;;;Deserts of Africa| Geography of North Africa| Wikipedia categories named after deserts;;;8.192751488187305;1.9094016096975428;2.841251746827423;2.841251746827423;0.0;1.0;1.0
4;4;http://linkeddata.ge.imati.cnr.it/resource/ThIST/burundi;http://dbpedia.org/resource/Category:Burundi;E;Africa| Central Africa;Bujumbura Burundi;East African Rift| Lake Tanganyika| Nile River| Nilo River Basin;Burundi;;Burundi;;;Member states of the African Union| Central African countries| Member states of the Organisation internationale de la Francophonie| Southeast African countries| Swahili-speaking countries and territories| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| States and territories established in 1962| French-speaking countries and territories| Wikipedia categories named after countries| Republics;;;96.17218609678288;1.3189187993187044;3.122433327312946;9.301291844541433;0.0;1.0;3.0
5;5;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gabon;http://dbpedia.org/resource/Category:Gabon;E;Africa| Central Africa;Libreville Gabon;Ogooué River;Gabon;;Gabon;;;Member states of the African Union| Central African countries| Former French colonies| Member states of the Organisation internationale de la Francophonie| Countries in Africa| Bantu countries and territories| French-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics;;;78.36938190835369;1.3351970709649505;3.2067760779910683;9.582058145204797;0.0;1.0;3.0
6;6;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rwanda;http://dbpedia.org/resource/Category:Rwanda;E;Africa| Central Africa;Kigali Rwanda;East African Rift| Lake Kivu;Rwanda;;Rwanda;;;Member states of the African Union| Central African countries| Member states of the Organisation internationale de la Francophonie| Southeast African countries| Swahili-speaking countries and territories| East African countries| Countries in Africa| Landlocked countries| Commonwealth republics| Bantu countries and territories| Member states of the Commonwealth of Nations| States and territories established in 1962| French-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Republics;;;120.1721860967829;1.359613509808551;3.122433327312946;9.301291844541433;0.0;1.0;3.0
7;7;http://linkeddata.ge.imati.cnr.it/resource/ThIST/as-sudan;http://dbpedia.org/resource/Category:Sudan;E;Africa| East Africa;Khartoum Sudan;Nubia| Blue Nile| Nile River| Sahara| Nile Valley;Sudan;;Sudan;;;Member states of the Arab League| North African countries| Countries in Africa| Arabic-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries;;;39.574401908781866;1.4497510989746645;2.982430656698968;8.784263602472807;0.004784688995215336;1.0;2.2
8;8;http://linkeddata.ge.imati.cnr.it/resource/ThIST/comores;http://dbpedia.org/resource/Category:Comoros;E;Africa| East Africa;Moroni Comoros;Indian Ocean| Mayotte| Mozambique Channel;Comoros;;Comoros;;;Island countries| Member states of the Arab League| East African countries| Wikipedia categories named after islands| Countries in Africa| Arabic-speaking countries and territories| Federal republics| Wikipedia categories named after countries;;;55.18447167563976;1.490164042566094;2.982430656698968;8.947291970096904;0.004115226337448541;1.0;3.0
9;9;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ertra;http://dbpedia.org/resource/Category:Eritrea;E;Africa| East Africa;Asmara Etiopia| Dahlak Islands| Mitsiwa Eritrea;Red Sea| East African Rift| Afar| Red Sea Basin| Afar Depression;Eritrea;;Eritrea;;;East African countries| Countries in Africa| Arabic-speaking countries and territories| Horn of Africa| English-speaking countries and territories| Wikipedia categories named after countries;;;43.34299059108535;1.3065438166940522;2.982430656698968;8.947291970096904;0.0052631578947368585;1.0;3.0
10;10;http://linkeddata.ge.imati.cnr.it/resource/ThIST/itiopya;http://dbpedia.org/resource/Category:Ethiopia;E;Africa| East Africa;Red Sea| Adis Abeba Ethiopia| Afar| Blue Nile| Tigre Ethiopia| Acobo River| Dankalia;Lake Rudolf| Red Sea Basin| Ethiopian Rift| Nile River;Ethiopia;;Ethiopia;;;East African countries| Countries in Africa| Landlocked countries| Federal republics| Horn of Africa| Wikipedia categories named after countries;;;43.34299059108535;1.397762321390109;2.982430656698968;8.947291970096904;0.00694444444444442;1.0;3.0
11;11;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kenya;http://dbpedia.org/resource/Category:Kenya;E;Africa| East Africa;Nairobi Kenya;Lake Rudolf| East African Rift| Lake Victoria| Mount Kenya;Kenya;;Kenya;;;Southeast African countries| East African countries| Countries in Africa| Bantu countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Republics| States and territories established in 1963;;;58.76588027314957;1.4720795237602768;3.2976824080742215;9.554657618600212;0.0;1.0;3.0
12;12;http://linkeddata.ge.imati.cnr.it/resource/ThIST/malawi;http://dbpedia.org/resource/Category:Malawi;E;Africa| East Africa;Lilongwe;East African Rift| Nyasa Lake;Malawi;;Malawi;;;States and territories established in 1964| Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics;;;66.25140329378854;1.4675181494864107;3.2858870400079523;9.543254472639923;0.003355704697986628;1.0;3.0
13;13;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mocambique;http://dbpedia.org/resource/Category:Mozambique;E;Africa| East Africa;Maputo Mozambique;Nyasa Lake| Zambezi river;Mozambique;;Mozambique;;;Southeast African countries| East African countries| Member states of the Community of Portuguese Language Countries| Countries in Africa| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| Wikipedia categories named after countries| Republics;;;78.92924529926476;1.5822420449009325;2.982430656698968;8.947291970096904;0.0;1.0;3.0
14;14;http://linkeddata.ge.imati.cnr.it/resource/ThIST/seychelles;http://dbpedia.org/resource/Category:Seychelles;E;Africa| East Africa;Victoria Seychelles;Indian Ocean| islands;Seychelles;;Seychelles;;;Island countries| Islands of Africa| East African countries| Wikipedia categories named after islands| Countries in Africa| Islands of the Indian Ocean| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries| Archipelagoes of the Indian Ocean| Republics;;;87.44979159096903;1.5570101178637155;2.982430656698968;8.947291970096904;0.0030211480362537513;1.0;3.0
15;15;http://linkeddata.ge.imati.cnr.it/resource/ThIST/soomaaliya;http://dbpedia.org/resource/Category:Somalia;E;Africa| East Africa;Muqdisho Somalia| Afar Depression| Migiurtin;Gulf of Adenl;Somalia;;Somalia;;;Member states of the Arab League| East African countries| Countries in Africa| Arabic-speaking countries and territories| Federal republics| Horn of Africa| Wikipedia categories named after countries| States and territories established in 1960;;;55.366742759852116;1.4483441062826274;3.4424924608371614;9.856044616819297;0.004115226337448541;1.0;3.0
16;16;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zambia;http://dbpedia.org/resource/Category:Zambia;E;Africa| East Africa;Lusaka Zambia;Zambezi River Basin| Congo River| Zambezi river| Congo River Basin;Zambia;;Zambia;;;States and territories established in 1964| Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries;;;75.25140329378854;1.5318740876774433;3.2858870400079523;9.543254472639923;0.0030030030030030463;1.0;3.0
17;17;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://dbpedia.org/resource/Category:Djibouti;E;Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti| Djibouti;Red Sea| Afar| Red Sea Basin;Djibouti;;Djibouti;;;Member states of the Arab League| East African countries| Countries in Africa| Arabic-speaking countries and territories| Horn of Africa| Wikipedia categories named after countries| Republics;;;43.36674275985211;1.3270127564148395;2.982430656698968;16.888900370561828;0.020942408376963373;1.0;3.375
18;18;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://dbpedia.org/resource/Category:Djibouti;E;Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti| Djibouti;Red Sea| Afar| Red Sea Basin;Djibouti Djibouti;;Djibouti;;;Member states of the Arab League| East African countries| Countries in Africa| Arabic-speaking countries and territories| Horn of Africa| Wikipedia categories named after countries| Republics;;;43.36674275985211;1.3270127564148395;2.982430656698968;16.888900370561828;0.020942408376963373;1.0;3.375
19;19;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mayotte;http://dbpedia.org/resource/Category:Mayotte;E;Africa| East Africa| France;Dzaoudzi Mayotte;Indian Ocean| Comoros| Mozambique Channel;Mayotte;;Mayotte;;;Outermost regions of the European Union| Island countries| Regions of France| Islands of Africa| Comoros archipelago| Wikipedia categories named after islands| Territorial disputes of the Comoros| Islands of the Indian Ocean| Southern Africa| Southeast Africa| Disputed territories in Africa| East Africa| Territorial disputes of France| Overseas departments of France;;;113.02730509216242;1.2794421313547282;2.982430656698968;11.527788255786067;0.0027173913043477826;1.0;4.0
20;20;http://linkeddata.ge.imati.cnr.it/resource/ThIST/almaghrib;http://dbpedia.org/resource/Category:Morocco;E;Africa| North Africa;Rabat Morocco| Casablanca Morocco;Mediterranean region| Maghreb| Atlas Mountains| Sahara| Western Sahara;Morocco;;Morocco;;;Member states of the Arab League| Member states of the Organisation internationale de la Francophonie| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Kingdoms| Wikipedia categories named after countries;;;45.87504455258012;1.5224504291712595;3.0154313955999013;9.041409517808342;0.007575757575757569;1.0;3.0
21;21;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://dbpedia.org/resource/Category:Libya;E;Africa| North Africa;Tripoli Libya| Fezzan| Kufra Basin| Cirenaica| Tripolitania| Sirte Basin| Tibesti Libya;Libyan Desert| Mediterranean region| Maghreb| Tibesti Massif| Sahara;Libya;;Libya;;;1951 establishments in Africa| Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries;;;48.4435519863283;1.4476283917181452;3.1103013422162533;9.141460959557282;0.0;1.0;3.0
22;22;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maghreb;http://dbpedia.org/resource/Category:Maghreb;E;Africa| North Africa;;Algeria| Algeri Algeria| Libya| Morocco| Egypt| Tunis Tunisia| Tunisia;Maghreb;;Maghreb;;;Regions of Africa| Geography of North Africa| Mediterranean| Arab world;;;19.221033111202992;1.2528824951932669;2.4022919318339824;6.876185626444638;0.028169014084507005;1.0;3.0
23;23;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://dbpedia.org/resource/Category:Egypt;E;Africa| North Africa;Gulf of Suez| Red Sea| Nile Delta| Suez Canal| Blue Nile| Nile Valley| Abu Durba Egypt| Middle Nile Valley;Libyan Desert| Middle East| Mediterranean region| Nubia| Maghreb| Nubian Sandstone| Near East| Red Sea Basin| Nile River| Sahara| Nile Valley| Sinai;Egypt;;Egypt;;;Arab republics| Middle Eastern countries| Western Asian countries| Member states of the Arab League| North African countries| Countries in Africa| Arabic-speaking countries and territories| Countries in Asia| Wikipedia categories named after countries;;;55.79678015877795;1.4791399594147316;2.9055398026171924;8.707372748391032;0.007968127490039834;1.0;3.0
24;24;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tripolitania;http://dbpedia.org/resource/Category:Tripolitania;E;Africa| Libya| North Africa;;;Tripolitania;;Tripolitania;;;Wikipedia categories named after colonies| Provinces of Libya| Regions of Libya;;;12.37600811930681;1.491700823839557;2.9055398026171924;11.31815261106801;0.025316455696202556;1.0;1.8666666666666667
25;25;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://dbpedia.org/resource/Category:Tunisia;E;Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia| Tunisia;Mediterranean region| Maghreb| Atlas Mountains| Sahara;Tunis Tunisia;;Tunisia;;;Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries| Republics;;;39.730606274308386;1.2102907276837398;2.9055398026171924;17.28192861182759;0.010204081632653073;1.0;3.452380952380952
26;26;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://dbpedia.org/resource/Category:Tunisia;E;Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia| Tunisia;Mediterranean region| Maghreb| Atlas Mountains| Sahara;Tunisia;;Tunisia;;;Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries| Republics;;;39.730606274308386;1.2102907276837398;2.9055398026171924;17.28192861182759;0.010204081632653073;1.0;3.452380952380952
27;27;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lesotho;http://dbpedia.org/resource/Category:Lesotho;E;Africa| Southern Africa;Maseru Lesotho;Orange River;Lesotho;;Lesotho;;;Countries in Africa| Landlocked countries| Kingdoms| Bantu countries and territories| Enclaves and exclaves| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries;;;57.893297709583955;1.2637793953408876;2.90091647288692;8.26899262619108;0.0037174721189591198;1.0;3.0
28;28;http://linkeddata.ge.imati.cnr.it/resource/ThIST/namibia;http://dbpedia.org/resource/Category:Namibia;E;Africa| Southern Africa;Windhoek Namibia;Kalahari desert;Namibia;;Namibia;;;Afrikaans-speaking countries and territories| Countries in Africa| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics;;;52.16792024150981;1.184435130567242;2.90091647288692;8.26899262619108;0.01845018450184499;1.0;3.0
29;29;http://linkeddata.ge.imati.cnr.it/resource/ThIST/swaziland;http://dbpedia.org/resource/Category:Swaziland;E;Africa| Southern Africa;Mbabane Swaziland;;Swaziland;;Swaziland;;;Countries in Africa| Landlocked countries| Kingdoms| Enclaves and exclaves| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries;;;41.272927909534765;1.2023202225980856;2.841251746827423;8.149663174072087;0.0052631578947368585;1.0;3.0
30;30;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zimbabwe;http://dbpedia.org/resource/Category:Zimbabwe;E;Africa| Southern Africa;Harare Zimbabwe;Limpopo River Basin| Zambezi River Basin| Limpopo River;Zimbabwe;;Zimbabwe;;;Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics;;;61.45129888140235;1.0374156664868017;2.982430656698968;8.432020993815176;0.0;1.0;3.0
31;31;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa;http://dbpedia.org/resource/Category:Europe;E;Africa| Southern Africa| France| Reunion;Carpathians| Spessart| Wales| Sau Alps| Svalbard| Vaud Switzerland| Free Padania| Moselle Valley| Lower Rhine Graben| Catalonia Spain| North Rhine| Lower Saxony Germany| Westerwald| Norway| Latvia| Southeastern Transdanubia| Vatnajokull| Lanzo Massif| Apuseni Mountains| Moldavian Platform| Vogelsberg| Switzerland| Donets Basin| Poland| Diois| Murge| San Marino| San Marino San Marino| Calvados France| Caucasus| Cornwall England| Londonderry Northern Ireland| Erzgebirge| Scotland| Saxony Germany| Vaucluse France| Pyrenees-Orientales| Chalkidiki Peninsula| Stonehenge| Transylvanian Basin| Lake of Zurich| Central Austrian Alps| Morava River valley| Paris Basin| Alpenvorland| Loire Valley| Thuringian Massif| Bavaria Germany| Serbia and Montenegro| Euboea| Otztal Alps| Marmolada Glacier| Burgundy| Surtsey| Teutoburg Forest| Corsica| Pyrenees| Northern Caucasus| Ibiza Spain| Upper Bavaria Germany| Jan Mayen| Danube Plain| Estonia| Zona Sesia| Baltic Shield| Loire France| Swiss Alps| Tauern Tunnel| Belledonne Massif| Moldava Valley| Jura France| Totes Gebirge| North Austrian Alps| Genoa Italy| Zona Penninica| Dalmatia| Saint Gall Switzerland| Lake Constance| Iceland| Possagno Italy| Betic Cordillera| Lubrin| Jura Mountains| Transylvania| Extremadura Spain| Ales France| Brest Basin| Thessaly Greece| Uppsala Sweden| Slovenia| Mecklenburg| Thuringian Basin| Lithuania| Cima d'Asta| Crimea Ukraine| Olympus| Danube Delta| Tarentaise| Bosano| Tagliamento Valley| Haute-Corse France| Upper Rhine Valley| London Basin| Serbo-Macedonian Massif| Bosnia-Herzegovina| Gibraltar| Balkan Foreland| Franconia| Viseu Portugal| Isere Valley| Grosseto Italy| Landes France| Murcia Spain| Limestone Alps| Sudeten| Schwarzenberg Germany| Pindus Mountains| South Austrian Alps| Tallinn Estonia| Aragona Italy| Aragon Spain| Vocontian Trough| Bohemian Massif| Carinthia Austria| Black Sea region| Aubrac| Tatra Mountains| Eifel| Rhodes| Skane| Lower Silesia| Iberian Mountains| Galicia Spain| Karawanken| Vanoise| Rhineland-Palatinate Germany| Dauphine| Bernese Alps| Brandenburg Germany| Palatinate| Narbonne France| Helsinki Finland| Rhine Valley| Sondrio Italy| Bavarian Massif| Danube River Basin| Sulcis| Brabant Massif| Gailtal Alps| Paris France| Betic Zone| Lake Ladoga| Asturian Massif| Ardennes France| Ain France| Guadalquivir Basin| Navarra Spain| Sauerland| Vercors| Saxony-Thuringia| Portugal| Trieste Italy| Dodecanese| Carpathian Foredeep| Moscow Basin| Crete| Spanish Pyrenees| Franconian Jura| Greater Caucasus| Lake Peipsi| Ticino Switzerland| Zona Ivrea-Verbano| Jutland| Swabian Alb| Scandinavia| Upper Franconia Germany| Iberica| Rhine Westphalian Basin| Alsace| Pannonia| Vojvodina| Peloponnesus| Oder Valley| Rhine Graben| Austria| Azov Sea| Armorican Massif| Rhone Delta| Brabant Belgium| Attica Greece| Brioverian| Auversian| Upper Silesia| Netherlands| United Kingdom| Spain| Dinaridi Alps| Hohe Tauern| Lechtal Alps| Karst region| Velay| Siebengebirge| Taranto Italy| Brittany| French Alps| Touraine| Couvinian| Danube River| Balkan Mountains| Upper Palatinate| Ivrea Italy| Rhone River Basin| Subbetic Zone| Balkan Peninsula| Schleswig-Holstein Germany| Aquitaine| Caucasus Foreland| Rhone Valley| Fennoscandia| Auvergne| Ukraine| Bergell Massif| Swiss Molasse Basin| Westphalia| Harz Mountains| Dnieper Basin| Rhodope Mountains| Transdanubia| Parnassus| Morvan| Causses| Uri Switzerland| Upper Rhine Graben| Andorra| Valle d'Aosta Italy| Central Europe| Poitou| Seine Estuary| Asturian Arc| Volhynia| Bulgaria| Salzkammergut| South Austrian Molasse| Dolomites| Carnic Alps| Denmark| Carixian| Taunus| Amsterdam Netherlands| Cevennes| Vienna Austria| Yugoslavia| Scythian Platform| Eastern Europe| Charente France| Novaya Zemlya| Esterel| Rhone France| Swiss Rhine Graben| Aube France| Northern Limestone Alps| Hellenides| Corbieres| Ustica Island| Marne France| Saone-Rhone Basin| Southern Europe| Thuringian Forest| Lake Geneva| Hesse Germany| Croatia| Isere France| North Austrian Molasse| Northern Ireland| Central Massif| Walachia| Nice France| Gotthard Massif| Limburg| Normandy| Greek Ionian Islands| Veszprem Hungary| Taro Valley| Saarland Germany| Norrbotten Sweden| Asturias Spain| Cyclades| Duero Basin| Granada Depression| Hebrides| Thrace| French Coast| Swiss Jura Mountains| Ischia| Valtellina| Imperia Italy| Saxonian Massif| Meurthe-et-Moselle France| Saxony-Anhalt Germany| Saar Basin| Gorizia Italy| Sudetic Basin| Aar Valley| Strona Valley| Southern Transdanubia| Bohemia| Northwestern Transdanubia| Ionian Zone| Baden-Wurttemberg Germany| Adriatic region| French Pyrenees| Lake Balaton| Tarvisio Italy| Tavetsch| Transcaucasia| Lake Onega| Vosges Mountains| Bas-Rhin France| Eastern Alps| Vistula River valley| Euganean Hills| Liechtenstein| Quercy| Wurttemberg| Ardeche France| Valencia Spain| Haute-Saone France| Andalusia Spain| Kaiserstuhl| Vienna Basin| Thera| Transylvanian Alps| Western Europe| Czech Republic| Aar Massif| European Platform| Hungary| Stubai Alps| Sweden| Upper Silesian coal basin| Carpathian Foreland| Rhine River| Lesbos| Vosges France| Esk Trough| Braganca Portugal| England| Savoy| Moravia| Ireland| Monaco| Dniester-Prut Interfluve| Macedonia| Monti Berici| Vestmannaeyjar| Finland| Variscides| Pomerania| Languedoc| Biella Italy| Welsh Borderland| Ambin Massif| Slovakia| Roussillon| Rhineland| Luxembourg| Luxembourg Luxembourg| Elba| Pannonian Basin| Epirus Greece| Transcarpathia Ukraine| Terni Italy| Seine Valley| Greek Aegean Islands| Vogtland| Katzenbuckel| Provence| Cuisian| Greek Macedonia| Istria| Danube Valley| Herault France| Inn Valley| Meseta| Black Forest| Gault| Silesia| Valais Switzerland| Romania| North Rhine-Westphalia| Ebro Basin| Jura Switzerland;Riphean| Rauracian| Lochkovian| Elsterian| upper Cenomanian| Llandeilian| Tithonian| Dittonian| Kimmeridgian| Portlandian| Tongrian| Thanetian| Sicilian| Rhenish Hesse| Riss/Wurm Interglacial| Pragian| Gargasian| Turolian| Wenlockian| Gzhelian| Ipswichian| Riss| Gelasiano| Saxonian| Cenomanian| Vraconian| Eggenburgian| Landenian| Volgian| Hauterivian| Neocomian| upper Maestrichtian| Lower Anisian| Vistulian| upper Riphean| Westphalian| Helvetian| Indian Ocean| Romanian| lower Turonian| Lattorfian| Saalian| Lewisian| Llandoverian| Sarmatian| Rhaetian| Santonian| Tethys| Wealden| Avonian| Lotharingian| Torridonian| Cromerian| Levantinian| Zechstein| upper Visean| Vindobonian| Tortonian| Priabonian| Eemian| Mindel| Uralian| Frasnian| Stephanian| Stampian| Astian| Maestrichtian| Badenian| European Union| upper Weichselian| Rhine Basin| Paleotethys| Upper Anisian| Tournaisian| Meotian| Ludian| Rhenish Schiefergebirge| Caledonides| Muschelkalk| Rotliegendes| Keuper| Pontian| Hoxnian| Bartonian| Akchagylian| Cantabrian| Purbeckian| Strunian| Versilian| Sequanian| Montian| Eifelian| Vallesian| Scythian| Ilerdian| Messinian| Svecofennian| Sakmarian| Sinemurian| Berriasian| Hettangian| Holsteinian| Silesian| islands| Siegenian| Turonian| Assyntic Orogeny| Kazanian| Vendian| Tyrrhenian| Namurian| Rupelian| Artinskian| Cadomian Orogeny| Danian| Zanclean| Viruan| Kupferschiefer| Oxfordian| Preboreal| Urgonian| Egerian| Pliensbachian| Llanvirnian| Toarcian| Magdalenian| Lusitanian| Mindel/Riss Interglacial| Kungurian| Givetian| Milazzian| Buntsandstein| Ludlovian| Mousterian| Laxfordian| Ottnangian| Sparnacian| Tremadocian| Ruscinian| Gedinnian| Tabianian| Malm| Moinian| Thuringian| Asbian| Ypresian| Sudetic Orogeny| Moscovian| Bashkirian| Pridolian| Cordevolian| Valanginian| Mozambique Channel| Langhian| Weichselian| Tarannon| Subboreal| Wurm| Dacian| Villafranchian| Sannoisian| Werfenian| Jotnian| Eurasia| Tatarian| Aldanian| Lapland| Flandrian| Visean| Asturian Orogeny| Asselian| Lutetian| Devensian;Europa Island;;Europe;;;Wikipedia categories named after continents| Afro-Eurasia| Eurasia| Continents;;;6.199882249606112;1.0657358229201495;2.841251746827423;12.85296515716001;0.08974358974358976;0.33333333333333337;1.177777777777778
