s;o;KindOfLink
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://eurovoc.europa.eu/5445;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://eurovoc.europa.eu/5445;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://eurovoc.europa.eu/5445;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://eurovoc.europa.eu/5454;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://eurovoc.europa.eu/5454;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://eurovoc.europa.eu/5454;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://eurovoc.europa.eu/5694;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://eurovoc.europa.eu/5694;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://eurovoc.europa.eu/5770;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://eurovoc.europa.eu/5770;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/qazaqstan;http://eurovoc.europa.eu/5693;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/qazaqstan;http://eurovoc.europa.eu/5693;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/sakartvelo;http://eurovoc.europa.eu/5652;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/sakartvelo;http://eurovoc.europa.eu/5652;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/sakartvelo;http://eurovoc.europa.eu/5652;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/tojikiston;http://eurovoc.europa.eu/5925;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/tojikiston;http://eurovoc.europa.eu/5925;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkmenistan;http://eurovoc.europa.eu/5944;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkmenistan;http://eurovoc.europa.eu/5944;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/rossiya;http://eurovoc.europa.eu/5876;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/rossiya;http://eurovoc.europa.eu/5876;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/rossiya;http://eurovoc.europa.eu/5876;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/rossiya;http://eurovoc.europa.eu/5876;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/borneo;http://eurovoc.europa.eu/5026;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/brunei;http://eurovoc.europa.eu/5049;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/brunei;http://eurovoc.europa.eu/5049;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/brunei;http://eurovoc.europa.eu/5049;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/chung-huamin-kuo;http://eurovoc.europa.eu/4375;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/chung-huamin-kuo;http://eurovoc.europa.eu/4375;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/cina;http://eurovoc.europa.eu/5969;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/indonesia;http://eurovoc.europa.eu/1355;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/indonesia;http://eurovoc.europa.eu/1355;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/indonesia;http://eurovoc.europa.eu/1355;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/indonesia;http://eurovoc.europa.eu/1355;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/laos;http://eurovoc.europa.eu/1584;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/laos;http://eurovoc.europa.eu/1584;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/muangthai;http://eurovoc.europa.eu/4453;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/muangthai;http://eurovoc.europa.eu/4453;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/muangthai;http://eurovoc.europa.eu/4453;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/nihon;http://eurovoc.europa.eu/1524;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/nihon;http://eurovoc.europa.eu/1524;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/nihon;http://eurovoc.europa.eu/1524;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/pilipinas;http://eurovoc.europa.eu/2368;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/pilipinas;http://eurovoc.europa.eu/2368;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/pilipinas;http://eurovoc.europa.eu/2368;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/vietnam;http://eurovoc.europa.eu/4707;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/vietnam;http://eurovoc.europa.eu/4707;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/vietnam;http://eurovoc.europa.eu/4707;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/k%C3%B4mpuchea;http://eurovoc.europa.eu/1555;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/k%C3%B4mpuchea;http://eurovoc.europa.eu/1555;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura;http://eurovoc.europa.eu/4164;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura;http://eurovoc.europa.eu/4164;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura;http://eurovoc.europa.eu/4164;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura;http://eurovoc.europa.eu/4164;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura;http://eurovoc.europa.eu/4164;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/singapura;http://eurovoc.europa.eu/4164;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/giava;http://eurovoc.europa.eu/1526;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/maluku;http://eurovoc.europa.eu/1963;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/timor;http://eurovoc.europa.eu/4460;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/malaysia;http://eurovoc.europa.eu/1767;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/malaysia;http://eurovoc.europa.eu/1767;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/malaysia;http://eurovoc.europa.eu/1767;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/bangladesh;http://eurovoc.europa.eu/4732;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/bangladesh;http://eurovoc.europa.eu/4732;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/druk;http://eurovoc.europa.eu/4862;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/druk;http://eurovoc.europa.eu/4862;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/india;http://eurovoc.europa.eu/1338;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/india;http://eurovoc.europa.eu/1338;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/nepal;http://eurovoc.europa.eu/2052;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/nepal;http://eurovoc.europa.eu/2052;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/myanmar;http://eurovoc.europa.eu/4966;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/myanmar;http://eurovoc.europa.eu/4966;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/chosonminjujuuiinminkonghwaguk;http://eurovoc.europa.eu/236;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/taehanminguk;http://eurovoc.europa.eu/235;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/taehanminguk;http://eurovoc.europa.eu/235;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/taehanminguk;http://eurovoc.europa.eu/235;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/afghanistan;http://eurovoc.europa.eu/261;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alurdun;http://eurovoc.europa.eu/1532;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alurdun;http://eurovoc.europa.eu/1532;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alurdun;http://eurovoc.europa.eu/1532;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alurdun;http://eurovoc.europa.eu/1532;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/alurdun;http://eurovoc.europa.eu/1532;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/iran;http://eurovoc.europa.eu/1501;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/iran;http://eurovoc.europa.eu/1501;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/kypros;http://eurovoc.europa.eu/5989;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/kypros;http://eurovoc.europa.eu/5989;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/kypros;http://eurovoc.europa.eu/5989;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/suriyah;http://eurovoc.europa.eu/4354;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/suriyah;http://eurovoc.europa.eu/4354;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/suriyah;http://eurovoc.europa.eu/4354;E
