s;o;KindOfLink
http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquasalmastra;http://www.eionet.europa.eu/gemet/concept/984;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquasuperficiale;http://www.eionet.europa.eu/gemet/concept/8229;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquatermale;http://www.eionet.europa.eu/gemet/concept/8448;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquedotto;http://www.eionet.europa.eu/gemet/concept/517;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquifero;http://www.eionet.europa.eu/gemet/concept/518;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquisto;http://www.eionet.europa.eu/gemet/concept/6835;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/adsorbimento;http://www.eionet.europa.eu/gemet/concept/120;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/aerazione;http://www.eionet.europa.eu/gemet/concept/132;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/aerosol;http://www.eionet.europa.eu/gemet/concept/157;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/africa;http://www.eionet.europa.eu/gemet/concept/170;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/agricoltura;http://www.eionet.europa.eu/gemet/concept/232;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/agronomia;http://www.eionet.europa.eu/gemet/concept/11152;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/albero;http://www.eionet.europa.eu/gemet/concept/8664;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/allumina;http://www.eionet.europa.eu/gemet/concept/352;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/altitudine;http://www.eionet.europa.eu/gemet/concept/10140;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/ambiente;http://www.eionet.europa.eu/gemet/concept/2944;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/ammonio;http://www.eionet.europa.eu/gemet/concept/379;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisi;http://www.eionet.europa.eu/gemet/concept/397;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisideidati;http://www.eionet.europa.eu/gemet/concept/1975;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisimicrobiologica;http://www.eionet.europa.eu/gemet/concept/5216;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/anatomia;http://www.eionet.europa.eu/gemet/concept/406;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/animali;http://www.eionet.europa.eu/gemet/concept/450;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/anione;http://www.eionet.europa.eu/gemet/concept/454;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/antartide;http://www.eionet.europa.eu/gemet/concept/461;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/api;http://www.eionet.europa.eu/gemet/concept/762;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/approvvigionamentoidrico;http://www.eionet.europa.eu/gemet/concept/9244;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/archeologia;http://www.eionet.europa.eu/gemet/concept/530;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/architettura;http://www.eionet.europa.eu/gemet/concept/538;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/arcipelago;http://www.eionet.europa.eu/gemet/concept/531;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/areamediterranea;http://www.eionet.europa.eu/gemet/concept/5145;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/areaprotetta;http://www.eionet.europa.eu/gemet/concept/6740;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/areaurbana;http://www.eionet.europa.eu/gemet/concept/8797;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/argillasbiancante;http://www.eionet.europa.eu/gemet/concept/933;E
http://linkeddata.ge.imati.cnr.it/resource/ThIST/argine;http://www.eionet.europa.eu/gemet/concept/13552;E
