;Unnamed: 0;Unnamed: 0.1;s;o;KindOfLink;oBT;oNT;oRT;oPrefLabel;oAltLabels;sBT;sNT;sRT;sPrefLabel;sAltLabels;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim
342;342;342;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna;http://www.eionet.europa.eu/gemet/concept/2279;E;genetic information;;nucleic acid;DNA;;;;biologic evolution| life origin| acids;DNA;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.861823794728236;1.2405333228404498;2.6567120786291984;10.18798712634202;0.02631578947368418;0.8;1.2027777777777782
343;343;343;http://linkeddata.ge.imati.cnr.it/resource/ThIST/documentazione;http://www.eionet.europa.eu/gemet/concept/2284;E;information;photograph| video| CD-ROM| document| film;indexing of documentation;documentation;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
344;344;344;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dogana;http://www.eionet.europa.eu/gemet/concept/1929;E;commercial law;;;customs;;;;economics;customs duty;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2769068290128321;0.728985405726748;2.0047097291157643;2.0047097291157643;0.5833333333333333;1.0;1.1428571428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.0
345;345;345;http://linkeddata.ge.imati.cnr.it/resource/ThIST/domanda;http://www.eionet.europa.eu/gemet/concept/2053;E;supply and demand;;;demand;;;;consumption| economics| markets;demand;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
346;346;346;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dosaggio;http://www.eionet.europa.eu/gemet/concept/2307;E;dose;;;dosage;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
347;347;347;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dragaggio;http://www.eionet.europa.eu/gemet/concept/2327;E;industrial process;;;dredging;;;;spoils| mining| dredged samples| excavations| applied geology| construction| marine geology| ocean floors| mining geology| drainage| siltation| dredged materials| tailings| waterways;dredging;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
348;348;348;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://www.eionet.europa.eu/gemet/concept/2319;E;runoff;drainage system| subsoil drainage;built drainage system;drainage;;;;imbibition coefficient| engineering geology| geomembranes| geotextiles| soils| drainage patterns| dredging| soil-water balance| water recession| remediation| acid mine drainage| stabilization| mine dewatering| watersheds| water regimes| mine drainage| underground channels| seepage| hydraulics| lakes| water| lysimeters| ground water;drainage;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.440892098500626e-16;0.0;0.0;0.0;1.0;1.0;1.0;25.33092289553429;0.738938118894881;3.1109526809554175;80.42455814760147;0.006006006006005982;1.0;6.560797535797534
349;349;349;http://linkeddata.ge.imati.cnr.it/resource/ThIST/duna;http://www.eionet.europa.eu/gemet/concept/2377;E;landform;sand dune;;dune;;;submarine dunes| continental dunes| coastal dunes| barchans| foredunes;cross-bedding| sand waves| bedding plane irregularities| sand bodies| sand seas| dune structures| sand ridges| wind transport| shore features| sand sheets| geomorphology| antidunes| wind action| eolian features| ergs| eolian deposit| deserts| eluvium;dunes;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1726561501000572;0.5961680821757317;0.5961680821757317;0.5961680821757317;0.8;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
350;350;350;http://linkeddata.ge.imati.cnr.it/resource/ThIST/duomosalino;http://www.eionet.europa.eu/gemet/concept/7400;E;mineral deposit;;;salt plug;;;;salt tectonics| salt| folds| cap rock| domes| diapirs| diapirism;salt domes;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2654522294353112;1.7638664820517698;2.921443544678449;5.246303894767035;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
351;351;351;http://linkeddata.ge.imati.cnr.it/resource/ThIST/durezza;http://www.eionet.europa.eu/gemet/concept/3837;E;physical property;;;hardness;;;;mechanical properties| water hardness| physical properties| minerals| microhardness;hardness;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.220446049250313e-16;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
