;s;o;KindOfLinkRevised;KindOfLink;sBT;sNT;sRT;sPrefLabel;sAltLabels;oPrefLabel;oAltLabels;oBT;oNT;oRT;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim
10;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sahel;http://eurovoc.europa.eu/3804;E;E;Africa;;Niger| Chad| Mauritania| Mali| Sahara| Senegal;Sahel;;Sahel;Sahel countries;sub-Saharan Africa;;drought| desertification| desert| arid zone;2.9396878632;1.2568257495;3.0407714715;15.8744656711;0.1739130435;0.3333333333;1.169047619;0;1.2439563659;2.0478017195;2.0478017195;0.0555555556;1;1;-1;0;0;0;1;1;1
11;http://linkeddata.ge.imati.cnr.it/resource/ThIST/burundi;http://eurovoc.europa.eu/5072;E;E;Africa| Central Africa;Bujumbura Burundi;East African Rift| Lake Tanganyika| Nile River| Nilo River Basin;Burundi;;Burundi;Republic of Burundi;ACP countries| East Africa;;;0;0;0;0;0;0;0;3.5739727144;0.8866389852;2.9824306567;8.6574669564;0.0769230769;1;2.1428571429;-1;0;0;0;1;1;1
12;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gabon;http://eurovoc.europa.eu/1124;E;E;Africa| Central Africa;Libreville Gabon;Ogooué River;Gabon;;Gabon;Gabonese Republic;CAEMC countries| ACP countries| Central Africa;;;0;0;0;0;0;0;0;5.4374067551;0.9320138661;2.692605643;7.4510790377;0;1;3;-1;0;0;0;1;1;1
13;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guineaequatorial;http://eurovoc.europa.eu/1218;E;E;Africa| Central Africa;Bioko Island| Malabo Equatorial Guinea;Gulf of Guinea;Equatorial Guinea;;Equatorial Guinea;Republic of Equatorial Guinea;CAEMC countries| ACP countries| Central Africa;;;0;0;0;0;0;0;0;5.4374067551;0.9320138661;2.692605643;7.4510790377;0;1;3;2.1774068044;0;1.6276175713;3.2552351426;1;1;2
14;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rwanda;http://eurovoc.europa.eu/3784;E;E;Africa| Central Africa;Kigali Rwanda;East African Rift| Lake Kivu;Rwanda;;Rwanda;Republic of Rwanda;ACP countries| East Africa;;;0;0;0;0;0;0;0;3.5739727144;0.8866389852;2.9824306567;8.6574669564;0.0769230769;1;2.1428571429;-1;0;0;0;1;1;1
15;http://linkeddata.ge.imati.cnr.it/resource/ThIST/as-sudan;http://eurovoc.europa.eu/4217;E;E;Africa| East Africa;Khartoum Sudan;Nubia| Blue Nile| Nile River| Sahara| Nile Valley;Sudan;;Sudan;Republic of Sudan;ACP countries| CAEU countries| Arab League countries| East Africa;;;0;0;0;0;0;0;0;8.7800325797;1.2266009076;3.4812430839;9.4461043973;0.0307692308;1;3;0;0;0;0;1;1;1
16;http://linkeddata.ge.imati.cnr.it/resource/ThIST/comores;http://eurovoc.europa.eu/33;E;E;Africa| East Africa;Moroni Comoros;Indian Ocean| Mayotte| Mozambique Channel;Comoros;;Comoros;Union of the Comoros;ACP countries| Arab League countries| East Africa;;;0;0;0;0;0;0;0;8.1595837582;1.207305551;3.4812430839;9.4461043973;0.0408163265;1;3;-1;0;0;0;1;1;1
17;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ertra;http://eurovoc.europa.eu/5617;E;E;Africa| East Africa;Asmara Etiopia| Dahlak Islands| Mitsiwa Eritrea;Red Sea| East African Rift| Afar| Red Sea Basin| Afar Depression;Eritrea;;Eritrea;State of Eritrea;ACP countries| Horn of Africa;;;0;0;0;0;0;0;0;2.9902626874;1.1882157668;3.4812430839;8.2397164785;0.0689655172;1;2;-1;0;0;0;1;1;1
18;http://linkeddata.ge.imati.cnr.it/resource/ThIST/itiopya;http://eurovoc.europa.eu/891;E;E;Africa| East Africa;Red Sea| Adis Abeba Ethiopia| Afar| Blue Nile| Tigre Ethiopia| Acobo River| Dankalia;Lake Rudolf| Red Sea Basin| Ethiopian Rift| Nile River;Ethiopia;;Ethiopia;;ACP countries| Horn of Africa;;;0;0;0;0;0;0;0;2.9902626874;1.1882157668;3.4812430839;8.2397164785;0.0689655172;1;2;-1.1102230246251563e-16;0;0;0;1;1;1
19;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kenya;http://eurovoc.europa.eu/1557;E;E;Africa| East Africa;Nairobi Kenya;Lake Rudolf| East African Rift| Lake Victoria| Mount Kenya;Kenya;;Kenya;Republic of Kenya;ACP countries| EAC countries| East Africa;;;0;0;0;0;0;0;0;5.9954921141;1.0313163569;3.4812430839;9.4461043973;0.0487804878;1;3;0;0;0;0;1;1;1
20;http://linkeddata.ge.imati.cnr.it/resource/ThIST/malawi;http://eurovoc.europa.eu/1766;E;E;Africa| East Africa;Lilongwe;East African Rift| Nyasa Lake;Malawi;;Malawi;Republic of Malawi| Nyasaland;ACP countries| East Africa;;;0;0;0;0;0;0;0;4.7545944711;0.9464904157;3.4812430839;9.4461043973;0.0769230769;1;3;-1;0;0;0;1;1;1
21;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mocambique;http://eurovoc.europa.eu/2018;E;E;Africa| East Africa;Maputo Mozambique;Nyasa Lake| Zambezi river;Mozambique;;Mozambique;Republic of Mozambique;ACP countries| East Africa;;;0;0;0;0;0;0;0;4.7545944711;0.9464904157;3.4812430839;9.4461043973;0.0769230769;1;3;-1;0;0;0;1;1;1
22;http://linkeddata.ge.imati.cnr.it/resource/ThIST/seychelles;http://eurovoc.europa.eu/4148;E;E;Africa| East Africa;Victoria Seychelles;Indian Ocean| islands;Seychelles;;Seychelles;Seychelle Islands| Republic of Seychelles;ACP countries| East Africa;;;0;0;0;0;0;0;0;4.7545944711;0.9464904157;3.4812430839;9.4461043973;0.0769230769;1;3;-1;0;0;0;1;1;1
23;http://linkeddata.ge.imati.cnr.it/resource/ThIST/soomaaliya;http://eurovoc.europa.eu/4212;E;E;Africa| East Africa;Muqdisho Somalia| Afar Depression| Migiurtin;Gulf of Adenl;Somalia;;Somalia;;ACP countries| CAEU countries| Arab League countries| Horn of Africa;;;0;0;0;0;0;0;0;7.0157007961;1.3340350443;3.4812430839;9.1819195546;0.0294117647;1;2.25;0;0;0;0;1;1;1
24;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zambia;http://eurovoc.europa.eu/4780;E;E;Africa| East Africa;Lusaka Zambia;Zambezi River Basin| Congo River| Zambezi river| Congo River Basin;Zambia;;Zambia;Northern Rhodesia| Republic of Zambia;ACP countries| East Africa;;;0;0;0;0;0;0;0;4.7545944711;0.9464904157;3.4812430839;9.4461043973;0.0769230769;1;3;-2.220446049250313e-16;0;0;0;1;1;1
25;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;E;E;Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti| Djibouti;Red Sea| Afar| Red Sea Basin;Djibouti;;Djibouti;Republic of Djibouti| Afars and Issas;ACP countries| Arab League countries| Horn of Africa;;;0;0;0;0;0;0;0;6.3952519746;1.2865815568;3.4812430839;18.4612284599;0.0384615385;1;2.375;-1;0;0;0;1;1;1
26;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;E;E;Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti| Djibouti;Red Sea| Afar| Red Sea Basin;Djibouti Djibouti;;Djibouti;Republic of Djibouti| Afars and Issas;ACP countries| Arab League countries| Horn of Africa;;;0;0;0;0;0;0;0;6.3952519746;1.2865815568;3.4812430839;18.4612284599;0.0384615385;1;2.375;-1;0;0;0;0.4705882353;1;2
27;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mayotte;http://eurovoc.europa.eu/1843;E;E;Africa| East Africa| France;Dzaoudzi Mayotte;Indian Ocean| Comoros| Mozambique Channel;Mayotte;;Mayotte;Territorial Collectivity of Mayotte;French overseas department and region| East Africa;;;0;0;0;0;0;0;0;11.1961510185;1.2988765194;2.9824306567;11.2369346369;0.04;1;3.6666666667;-1;0;0;0;1;1;1
28;http://linkeddata.ge.imati.cnr.it/resource/ThIST/almaghrib;http://eurovoc.europa.eu/1819;E;E;Africa| North Africa;Rabat Morocco| Casablanca Morocco;Mediterranean region| Maghreb| Atlas Mountains| Sahara| Western Sahara;Morocco;;Morocco;Kingdom of Morocco;Maghreb| Mediterranean third countries| Arab League countries;;;0;0;0;0;0;0;0;5.5387820194;1.5659523065;2.8503382354;8.4004123893;0.0163934426;0.1666666667;0.4444444444;-2.220446049250313e-16;0;0;0;1;1;1
29;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;E;E;Africa| North Africa;Tripoli Libya| Fezzan| Kufra Basin| Cirenaica| Tripolitania| Sirte Basin| Tibesti Libya;Libyan Desert| Mediterranean region| Maghreb| Tibesti Massif| Sahara;Libya;;Libya;Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya;Great Maghreb| CAEU countries| Arab League countries| Arab Common Market countries| OPEC countries;;;0;0;0;0;0;0;0;8.7047670247;1.6372652637;2.8881775456;8.5888540163;0.0102040816;0.1666666667;0.5;-2.220446049250313e-16;0;0;0;1;1;1
30;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maghreb;http://eurovoc.europa.eu/1734;E;E;Africa| North Africa;;Algeria| Algeri Algeria| Libya| Morocco| Egypt| Tunis Tunisia| Tunisia;Maghreb;;Maghreb;;Great Maghreb;;;0;0;0;0;0;0;0;-0.8543325518;1.9240866832;2.2647258269;6.364691005;0.05;0;0;-1;0;0;0;1;1;1
31;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;E;E;Africa| North Africa;Gulf of Suez| Red Sea| Nile Delta| Suez Canal| Blue Nile| Nile Valley| Abu Durba Egypt| Middle Nile Valley;Libyan Desert| Middle East| Mediterranean region| Nubia| Maghreb| Nubian Sandstone| Near East| Red Sea Basin| Nile River| Sahara| Nile Valley| Sinai;Egypt;;Egypt;Arab Republic of Egypt;North Africa| Mediterranean third countries| CAEU countries| Arab League countries| Arab Common Market countries;;;0;0;0;0;0;0;0;36.1883914624;1.4108819229;2.8881775456;8.5888540163;0.0267857143;1;3;4.440892098500626e-16;0;0;0;1;1;1
32;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canaledisuez;http://eurovoc.europa.eu/5103;E;E;Africa| North Africa| Egypt;;;Suez Canal;;Suez Canal;Suez Canal Zone;ship canal;;Egypt;0;0;0;0;0;0;0;-0.1906956025;1.8155468061;2.9674619676;8.9805160971;0;0.2;0.2;-2.220446049250313e-16;0;2.974241799;5.9484835981;1;1;2
33;http://linkeddata.ge.imati.cnr.it/resource/ThIST/saharaoccidentale;http://eurovoc.europa.eu/3799;E;E;Africa| North Africa| Sahara;Atlantic Ocean;Morocco;Western Sahara;;Western Sahara;;North Africa;;;0;0;0;0;0;0;0;3.8279500055;0.3508423951;2.0716017628;8.1239641433;0.0357142857;1;3.1666666667;2.2170675862;0;1.9987171823;3.9974343645;1;1;2
34;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;E;E;Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia| Tunisia;Mediterranean region| Maghreb| Atlas Mountains| Sahara;Tunis Tunisia;;Tunisia;Republic of Tunisia| Tunisian Republic;Maghreb| Mediterranean third countries| Arab League countries;;;0;0;0;0;0;0;0;5.5387820194;1.3877168526;2.8503382354;16.6076761334;0.0327868852;0.2;0.9301587302;-1;0.1657355305;0.3527811689;0.3527811689;0.3846153846;1;1.7142857143
