,s,o,KindOfLink,oBT,oNT,oRT,oPrefLabel,oAltLabels,sBT,sNT,sRT,sPrefLabel,sAltLabels
483,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nichel,http://aims.fao.org/aos/agrovoc/c_5172,E,Transition elements,,,Nickel,Ni (symbol),metals,,heavy metals| nickel ores| kamacite| siderophile elements| niccolite,nickel,
484,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oro,http://aims.fao.org/aos/agrovoc/c_33067,E,Transition elements,,,Gold,,metals,,heavy metals| amalgam| electrum| gold ores| gold field| siderophile elements| native elements,gold,
485,http://linkeddata.ge.imati.cnr.it/resource/ThIST/piombo,http://aims.fao.org/aos/agrovoc/c_4235,E,Metallic elements,,,Lead,Pb (symbol),metals,Pb-207/Pb-206| Pb-208| Pb-204| Pb-208/Pb-204| Pb-208/Pb-206| Pb-206/Pb-204| Pb-210| Pb-206| U-238/Pb-206| U-238/Pb-204| Pb-207| Pb-207/Pb-204,Pb/Pb| heavy metals| Th/Pb| U/Pb| U/Th/Pb| lead-zinc deposits| chalcophile elements| isotopes| lead ores| Pb/Th,lead,
486,http://linkeddata.ge.imati.cnr.it/resource/ThIST/rame,http://aims.fao.org/aos/agrovoc/c_1868,E,Transition elements,,,Copper,Cu (symbol),metals,,copper ores| heavy metals| chalcocite| chalcopyrite| porphyry copper| enargite| chalcophile elements| native elements| bornite,copper,
487,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tallio,http://aims.fao.org/aos/agrovoc/c_7702,E,Metallic elements,,,Thallium,Tl (symbol),metals,,,thallium,
488,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tecnezio,http://aims.fao.org/aos/agrovoc/c_24905,E,Transition elements,,,Technetium,Tc (symbol),metals,Tc-99,,technetium,
489,http://linkeddata.ge.imati.cnr.it/resource/ThIST/titanio,http://aims.fao.org/aos/agrovoc/c_32704,E,Transition elements,,,Titanium,,metals,,titanium ores,titanium,
490,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tungsteno,http://aims.fao.org/aos/agrovoc/c_8006,E,Transition elements,,,Tungsten,W (symbol),metals,,tungsten ores,tungsten,
491,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vanadio,http://aims.fao.org/aos/agrovoc/c_8154,E,Transition elements,,,Vanadium,V (symbol),metals,,vanadium ores,vanadium,
492,http://linkeddata.ge.imati.cnr.it/resource/ThIST/zinco,http://aims.fao.org/aos/agrovoc/c_8517,E,Transition elements,,,Zinc,Zn (symbol),metals,Zn-65,zinc ores| heavy metals| lead-zinc deposits| chalcophile elements,zinc,
493,http://linkeddata.ge.imati.cnr.it/resource/ThIST/zirconio,http://aims.fao.org/aos/agrovoc/c_16070,E,Transition elements,,,Zirconium,Zr (symbol),metals,Zr-95,baddeleyite,zirconium,
494,http://linkeddata.ge.imati.cnr.it/resource/ThIST/americio,http://aims.fao.org/aos/agrovoc/c_24814,E,Actinides,,,Americium,Am (symbol),metals| actinides,Am-241,trans-uranium elements,americium,
495,http://linkeddata.ge.imati.cnr.it/resource/ThIST/curio,http://aims.fao.org/aos/agrovoc/c_24832,E,Actinides,,,Curium,Cm (symbol),metals| actinides,,trans-uranium elements,curium,
496,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nettunio,http://aims.fao.org/aos/agrovoc/c_24876,E,Actinides,,,Neptunium,Np (symbol),metals| actinides,,trans-uranium elements,neptunium,
497,http://linkeddata.ge.imati.cnr.it/resource/ThIST/plutonio,http://aims.fao.org/aos/agrovoc/c_6032,E,Actinides,,,Plutonium,Pu (symbol),metals| actinides,Pu-240/Pu-239| Pu-240| Pu-244| Pu-239| Pu-238,trans-uranium elements,plutonium,
498,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uranio,http://aims.fao.org/aos/agrovoc/c_8084,E,Actinides,,,Uranium,U (symbol),metals| actinides,U-238| U-238/Th-230| U-235| U-234| U-238/U-234| U-238/Pb-206| U-234/Th-230| U-238/Pb-204| U-238/U-235,lithophile elements| U/He| uranium disequilibrium| radioactive minerals| radium| U/Pb| U/Th/Pb| Th/U| isotopes| uranium ores| Io/U,uranium,
499,http://linkeddata.ge.imati.cnr.it/resource/ThIST/litio,http://aims.fao.org/aos/agrovoc/c_4386,E,Alkali metals,,,Lithium,Li (symbol),metals| alkali metals,Li-7| Li-6,lepidolite| lithium ores,lithium,
500,http://linkeddata.ge.imati.cnr.it/resource/ThIST/potassio,http://aims.fao.org/aos/agrovoc/c_6139,E,Alkali metals,,,Potassium,K (symbol),metals| alkali metals,K-40,potassium ion| lithophile elements| K/Ar| isotopes| potassic composition| KREEP,potassium,
501,http://linkeddata.ge.imati.cnr.it/resource/ThIST/rubidio,http://aims.fao.org/aos/agrovoc/c_24409,E,Alkali metals,,,Rubidium,Rb (symbol),metals| alkali metals,Rb-87/Sr-86,lithophile elements| Rb/Sr| isotopes,rubidium,
502,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sodio,http://aims.fao.org/aos/agrovoc/c_7145,E,Alkali metals,,,Sodium,Na (symbol),metals| alkali metals,Na-22| Na-24,lithophile elements| sodium ion,sodium,
503,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bario,http://aims.fao.org/aos/agrovoc/c_819,E,Alkaline earth metals,,,Barium,Ba (symbol),metals| alkaline earth metals,,,barium,
504,http://linkeddata.ge.imati.cnr.it/resource/ThIST/berillio,http://aims.fao.org/aos/agrovoc/c_887,E,Alkaline earth metals,,,Beryllium,Be (symbol),metals| alkaline earth metals,Be-10| Be-10/Be-9| Be-7,beryllium ores| beryl| bromellite,beryllium,
505,http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcio,http://aims.fao.org/aos/agrovoc/c_1196,E,Alkaline earth metals,,,Calcium,Ca (symbol),metals| alkaline earth metals,Sr/Ca,lithophile elements| calcium ion,calcium,
506,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnesio,http://aims.fao.org/aos/agrovoc/c_4517,E,Alkaline earth metals,,,Magnesium,Mg (symbol),metals| alkaline earth metals,Mg-26/Mg-24| Mg-25/Mg-24,magnesium ores| magnesium ion,magnesium,
507,http://linkeddata.ge.imati.cnr.it/resource/ThIST/radio,http://aims.fao.org/aos/agrovoc/c_6431,E,Alkaline earth metals,,,Radium,Ra (symbol),metals| alkaline earth metals,Ra-228| Ra-228/Ra-226| Ra-226,Th-230/Ra-226| isotopes| uranium,radium,
508,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stronzio,http://aims.fao.org/aos/agrovoc/c_7462,E,Alkaline earth metals,,,Strontium,Sr (symbol),metals| alkaline earth metals,Sr-90| Sr-87| Sr/Ca| Sr-85| Sr-89| Sr-87/Sr-86| Sr-86| Rb-87/Sr-86,strontium ores| Rb/Sr| isotopes| Sr/Sr,strontium,
509,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cesio,http://aims.fao.org/aos/agrovoc/c_1182,E,Alkali metals,,,Caesium,Cs (symbol)| Cesium,metals| Imperia Italy| alkali metals,Cs-134| Cs-137,,cesium,
510,http://linkeddata.ge.imati.cnr.it/resource/ThIST/platino,http://aims.fao.org/aos/agrovoc/c_33116,E,Transition elements,,,Platinum,Pt (symbol),metals| platinum group,,platinum ores| heavy metals| siderophile elements| platinum minerals,platinum,
511,http://linkeddata.ge.imati.cnr.it/resource/ThIST/peridinium,http://aims.fao.org/aos/agrovoc/c_33797,E,Dinophyceae,,,Peridinium,,Dinoflagellata| palynomorphs| microfossils,,,Peridinium,
512,http://linkeddata.ge.imati.cnr.it/resource/ThIST/characeae,http://aims.fao.org/aos/agrovoc/c_33326,E,Charales,Nitella,,Characeae,,Chlorophyta| algae| thallophytes| Charophyta| microfossils| Plantae,,,Characeae,
513,http://linkeddata.ge.imati.cnr.it/resource/ThIST/codiaceae,http://aims.fao.org/aos/agrovoc/c_49480,E,Bryopsidales,Codium,,Codiaceae,,Chlorophyta| algae| thallophytes| Chlorophyceae| microfossils| Plantae,Halimeda,,Codiaceae,
514,http://linkeddata.ge.imati.cnr.it/resource/ThIST/botryococcus,http://aims.fao.org/aos/agrovoc/c_27471,E,Cyanobacteria,Botryococcus braunii,,Botryococcus,,Chlorophyta| algae| thallophytes| microfossils| Plantae,,,Botryococcus,
515,http://linkeddata.ge.imati.cnr.it/resource/ThIST/charophyta,http://aims.fao.org/aos/agrovoc/c_33661,E,Plantae,,,Charophyta,,Chlorophyta| algae| thallophytes| microfossils| Plantae,Characeae,charophytes,Charophyta,
516,http://linkeddata.ge.imati.cnr.it/resource/ThIST/chlorophyceae,http://aims.fao.org/aos/agrovoc/c_1576,E,Chlorophyta| Plantae aquaticae,Volvocales| Chlorophyceae (741XXXXXXX)| Chlamydomonadales| Chlorococcales,,Chlorophyceae,green algae| Green seaweeds,Chlorophyta| algae| thallophytes| microfossils| Plantae,Receptaculitaceae| Halimeda| Dasycladaceae| Codiaceae,,Chlorophyceae,
517,http://linkeddata.ge.imati.cnr.it/resource/ThIST/corallinaceae,http://aims.fao.org/aos/agrovoc/c_49777,E,Rhodophyceae,Lithothamnion corallioides| Jania rubens| Jania adhaerens| Lithophyllum lichenoides| Corallina elongata| Phymatolithon calcareum,,Corallinaceae,,Rhodophyta| algae| thallophytes| microfossils| Plantae,Lithothamnium| Archaeolithothamnium| Lithophyllum,,Corallinaceae,
518,http://linkeddata.ge.imati.cnr.it/resource/ThIST/chlorophyta,http://aims.fao.org/aos/agrovoc/c_33252,E,Plantae,Bryopsidophyceae| Prasinophyceae| Chlorophyceae| Pleurastrophyceae| Trebouxiophyceae| Pedinophyceae| Charophyceae| Ulvophyceae,,Chlorophyta,,algae| thallophytes| microfossils| Plantae,Receptaculitaceae| Halimeda| Characeae| Tasmanites| Tasmanitaceae| Chlorophyceae| Botryococcus| Charophyta| Dasycladaceae| Codiaceae| Desmidiales,,Chlorophyta,
519,http://linkeddata.ge.imati.cnr.it/resource/ThIST/rhodophyta,http://aims.fao.org/aos/agrovoc/c_34404,E,Plantae,,,Rhodophyta,Red algae,algae| thallophytes| microfossils| Plantae,Lithothamnium| Archaeolithothamnium| Gymnocodiaceae| Corallinaceae| Lithophyllum,,Rhodophyta,
520,http://linkeddata.ge.imati.cnr.it/resource/ThIST/algae,http://aims.fao.org/aos/agrovoc/c_258,E,Plantae aquaticae (799XXXXXXX)| plants,Rhodophyceae| Dinophyceae| Chrysophyceae| Seaweeds| Bacillariophyceae| Phaeophyceae,,Algae,,thallophytes| microfossils| Plantae,Receptaculitaceae| nannofossils| Cyanophyta| calcareous algae| Halimeda| Lithothamnium| Coccolithus| Rhodophyta| Nitzschia| Discoasteridae| Epiphyton| Characeae| Helicopontosphaera| Diatomeae| Chrysophyta| Collenia| Pyrrhophyta| Chlorophyta| Emiliania huxleyi| Tasmanites| Tasmanitaceae| Nannoconus| Sphenolithus| Ethmodiscus| Chlorophyceae| Archaeolithothamnium| Coccolithophoraceae| Braarudosphaeridae| Botryococcus| Gymnocodiaceae| Bacillariophyta| Charophyta| Phaeophyta| Ceratolithus| Melosira| Dasycladaceae| Microcodium| Navicula| Corallinaceae| Lithophyllum| Codiaceae| Desmidiales,zooxanthellae| plankton| fungi| microorganisms| lichens| algal biscuits| stromatolites| algal mounds| reef builders| Protista| phytoplankton| algal mats| endolithic taxa| algal structures| bioherms,algae,
521,http://linkeddata.ge.imati.cnr.it/resource/ThIST/arseniati,http://aims.fao.org/aos/agrovoc/c_36718,E,Inorganic acid salts| Arsenic compounds,,,arsenates,,minerals,preisingerite| zeunerite| safflorite| roselite| adamite| Lavendulan| duftite| scorodite| olivenite| domeykite| koritnigite| fornacite| erythrite| pharmacosiderite| conichalcite| mimetite| skutterudite| sperrylite,,arsenates,
522,http://linkeddata.ge.imati.cnr.it/resource/ThIST/arseniti,http://aims.fao.org/aos/agrovoc/c_37465,E,Inorganic acid salts| Arsenic compounds,,,arsenites,,minerals,,,arsenites,
523,http://linkeddata.ge.imati.cnr.it/resource/ThIST/borati,http://aims.fao.org/aos/agrovoc/c_35036,E,Inorganic acid salts,Borax,,Borates,,minerals,jeremejevite| kaliborite| szaibelyite| colemanite| ulexite| tunellite| cahnite| probertite| borax| pinakiolite| kurchatovite| sakhaite| vonsenite| boracite| ludwigite| sassolite| hydroboracite,borate deposits| boric acid,borates,
524,http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonati,http://aims.fao.org/aos/agrovoc/c_1306,E,Inorganic acid salts,Calcium carbonate| Bicarbonates,,Carbonates,,minerals,protodolomite| aragonite| dundasite| takovite| siderite| hydrotalcite| leadhillite| lanthanite| natron| smithsonite| azurite| strontianite| nahcolite| cancrinite| tunisite| liebigite| hydromagnesite| thaumasite| meionite| schroeckingerite| magnesite| rhodochrosite| calcite| Iceland spar| kutnahorite| hydrozincite| cerussite| pyroaurite| dawsonite| phosgenite| synchisite| nesquehonite| huntite| dolomite| malachite| trona| susannite| motukoreaite| artinite| ankerite| hydrocerussite| witherite| vaterite,carbonate compensation depth| sodium carbonate| bicarbonate ion| carbonatization| calcium carbonate| carbonate rocks| carbonate ion| carbonate sediments,carbonates,
525,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosfati,http://aims.fao.org/aos/agrovoc/c_35986,E,Inorganic compounds,Phosphates (salts)| Phosphates (esters)| Ascorbyl phosphate,,Phosphates,,minerals,eosphorite| strengite| lazulite| rockbridgeite| cyrilovite| churchite| phosphophyllite| variscite| triphylite| metavivianite| triplite| monazite| phosphuranylite| pseudomalachite| turquoise| meta-autunite| messelite| strunzite| lipscombite| chlorapatite| heterosite| brushite| struvite| torbernite| jahnsite| vivianite| sarcopside| stewartite| dufrenite| farringtonite| pyromorphite| berlinite| herderite| wardite| fluorapatite| childrenite| autunite| carbonate apatite| whitlockite| gorceixite| hureaulite| francolite| montebrasite| leucophosphite| hydroxylapatite| newberyite| apatite| uranocircite| metatorbernite| wagnerite| francoanellite| steenstrupine| montgomeryite| crandallite| scorzalite| goyazite| sicklerite| chladnite| mitridatite| rhabdophane| meta-uranocircite| robertsite| cacoxenite| zwieselite| florencite| hopeite| brazilianite| amblygonite| graftonite| libethenite| wavellite| alluaudite| lithiophilite| xenotime| britholite| ludlamite,phosphate ion,phosphates,
526,http://linkeddata.ge.imati.cnr.it/resource/ThIST/radon,http://aims.fao.org/aos/agrovoc/c_32529,E,Nonmetals,,,Radon,,noble gases,Rn-222,radon emanometry| isotopes,radon,
527,http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair,http://aims.fao.org/aos/agrovoc/c_259,E,North Africa,,,Algeria,People's Dem Republic of Algeria,Algeria| Algeri Algeria| North Africa,Algeria| Algeri Algeria| Tassili n'Ajjer,Mediterranean region| Maghreb| Atlas Mountains| Sahara,Algeri Algeria,
528,http://linkeddata.ge.imati.cnr.it/resource/ThIST/aljazair,http://aims.fao.org/aos/agrovoc/c_259,E,North Africa,,,Algeria,People's Dem Republic of Algeria,Algeria| Algeri Algeria| North Africa,Algeria| Algeri Algeria| Tassili n'Ajjer,Mediterranean region| Maghreb| Atlas Mountains| Sahara,Algeria,
529,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bahamas,http://aims.fao.org/aos/agrovoc/c_778,E,Caribbean,,,Bahamas,Commonwealth of the Bahamas,Caribbean region| North America| West Indies,Nassau Bahamas,Atlantic Ocean,Bahamas,
530,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodiguinea,http://aims.fao.org/aos/agrovoc/c_50098,E,Atlantic Ocean| gulfs,,,Gulf of Guinea,,Atlantic Ocean| North Atlantic,,Ghana| São Tomé and Prìncipe| Bioko Island| Benin| Niger Delta| Equatorial Guinea| Cameroon,Gulf of Guinea,
531,http://linkeddata.ge.imati.cnr.it/resource/ThIST/marbaltico,http://aims.fao.org/aos/agrovoc/c_800,E,Seas,Gulf of Bothnia| Gulf of Finland,,Baltic Sea,,Atlantic Ocean| North Atlantic,Gulf of Finland,Baltic Glaciation,Baltic Sea,
532,http://linkeddata.ge.imati.cnr.it/resource/ThIST/maredelnord,http://aims.fao.org/aos/agrovoc/c_5226,E,Northeast Atlantic,Kattegat| Skagerrak,,North Sea,,Atlantic Ocean| North Atlantic,Kattegat| English Channel| Norwegian Channel,United Kingdom| Denmark,North Sea,
533,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodifinlandia,http://aims.fao.org/aos/agrovoc/c_3435,E,Baltic Sea| gulfs,,,Gulf of Finland,,Atlantic Ocean| North Atlantic| Baltic Sea,,Finland,Gulf of Finland,
534,http://linkeddata.ge.imati.cnr.it/resource/ThIST/kattegat,http://aims.fao.org/aos/agrovoc/c_4080,E,North Sea,,,Kattegat,,North Sea| Atlantic Ocean| North Atlantic,,,Kattegat,
535,http://linkeddata.ge.imati.cnr.it/resource/ThIST/americansamoa,http://aims.fao.org/aos/agrovoc/c_336,E,Oceania,,,American Samoa,,Oceania,Pagp Pago American Samoa,Polynesia| islands| Pacific Ocean,American Samoa,
536,http://linkeddata.ge.imati.cnr.it/resource/ThIST/kiribati,http://aims.fao.org/aos/agrovoc/c_3261,E,Oceania,,,Kiribati,Phoenix Islands| Line Islands| Ocean Island| Gilbert Islands| Christmas Island (Pacific Ocean),Oceania,Bairiki Kiribati,Polynesia| islands| Micronesia| Pacific Ocean,Kiribati,
537,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru,http://aims.fao.org/aos/agrovoc/c_5093,E,Oceania,,,Nauru,Republic of Nauru| Pleasant Island,Oceania,,South Pacific,Nauru,
538,http://linkeddata.ge.imati.cnr.it/resource/ThIST/samoa,http://aims.fao.org/aos/agrovoc/c_6772,E,Oceania,,,Samoa,Independent State of Samoa| Independent State of Western Samoa| Western Samoa,Oceania,Apia Samoa,Polynesia| islands| Pacific Ocean,Samoa,
539,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nuovelle-caledonie,http://aims.fao.org/aos/agrovoc/c_5155,E,Oceania,,,New Caledonia,,Melanesia| France| Oceania,Noumea New Caledonia,islands| Pacific Ocean,New Caledonia,
540,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiji,http://aims.fao.org/aos/agrovoc/c_2895,E,Oceania,,,Fiji,Republic of Fiji,Melanesia| Oceania,Suva Fiji,islands| Pacific Ocean,Fiji,
541,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vanuatu,http://aims.fao.org/aos/agrovoc/c_5159,E,Oceania,,,Vanuatu,New Hebrides| Republic of Vanuatu,Melanesia| Oceania,Port-Vila Vanuatu,islands| Pacific Ocean,Vanuatu,
542,http://linkeddata.ge.imati.cnr.it/resource/ThIST/niue,http://aims.fao.org/aos/agrovoc/c_5202,E,Oceania,,,Niue,Republic of Niue,Polynesia| Oceania,,,Niue,
543,http://linkeddata.ge.imati.cnr.it/resource/ThIST/polynesiefrancaise,http://aims.fao.org/aos/agrovoc/c_3094,E,Oceania,Austral Islands| Gambier Islands| Society Archipelago| Tuamotu Archipelago,,French Polynesia,,Polynesia| Oceania,,Pacific Ocean,French Polynesia,
544,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tonga,http://aims.fao.org/aos/agrovoc/c_7808,E,Oceania,,,Tonga,Kingdom of Tonga| Friendly Islands,Polynesia| Oceania,Nuku'alofa Tonga,Pacific Ocean,Tonga,
545,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pitcairn,http://aims.fao.org/aos/agrovoc/c_5934,E,Oceania,,,Pitcairn,Pitcairn Island,United Kingdom| Oceania,Adamstown Pitcairn Islands,Polynesia| islands| Pacific Ocean,Pitcairn Islands,
546,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alcool,http://aims.fao.org/aos/agrovoc/c_249,E,organic compounds,Butanol| glycols| zeaxanthin| Ethanol| Propanol| Amyl alcohol| Methanol| fusel oils| Fatty alcohols| Polyols| Ethylene glycol,,Alcohols,,organic materials,sterols,phenols,alcohols,
547,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bitume,http://aims.fao.org/aos/agrovoc/c_26761,E,substances| chemical substances,,petroleum,bitumen,Asphalt,organic materials,gilsonite| asphalt| anthraxolite,kerogen| petroleum| oil seeps,bitumens,
548,http://linkeddata.ge.imati.cnr.it/resource/ThIST/carboidrato,http://aims.fao.org/aos/agrovoc/c_1300,E,organic compounds,Sugar alcohols| Polysaccharides| Oligosaccharides| Glycosides| Sugars| Monosaccharides| Sugar phosphates| Sugar acids,,Carbohydrates,Saccharides,organic materials,cellulose| sugars,,carbohydrates,
549,http://linkeddata.ge.imati.cnr.it/resource/ThIST/chetone,http://aims.fao.org/aos/agrovoc/c_4093,E,organic compounds,Acetoin| Diacetyl| Keto acids| Acetoacetates| Acetone,,Ketones,,organic materials,,organic acids| fatty acids,ketones,
550,http://linkeddata.ge.imati.cnr.it/resource/ThIST/estere,http://aims.fao.org/aos/agrovoc/c_2671,E,organic compounds,Lanoline| Acetates (esters)| Propionates (esters)| Phosphates (esters)| Lactones| Gallates| Acylglycerols| ascorbyl palmitate| Sinapine| Butyrates (esters)| Jasmonates| Phthalates| Carbamates,,Esters,,organic materials,,,esters,
551,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fenolo,http://aims.fao.org/aos/agrovoc/c_13300,E,Phenolic compounds,Resorcinols| nordihydroguaiaretic acid,,phenols,,organic materials,,alcohols,phenols,
552,http://linkeddata.ge.imati.cnr.it/resource/ThIST/humus,http://aims.fao.org/aos/agrovoc/c_3693,E,soil organic matter,leaf mould,,Humus,Mor| Mull| Humin| Humic substances| Moder,organic materials,morder soil,Mull| soils| Mor| humic acids| pedons| leaves| humification| Humic soils| peat| humates,humus,
553,http://linkeddata.ge.imati.cnr.it/resource/ThIST/isoprenoide,http://aims.fao.org/aos/agrovoc/c_36399,E,organic compounds,Iridoids| steroids| Terpenoids,,Isoprenoids,,organic materials,,phytane| hydrocarbons,isoprenoids,
554,http://linkeddata.ge.imati.cnr.it/resource/ThIST/peptidi,http://aims.fao.org/aos/agrovoc/c_5691,E,Organic nitrogen compounds,polypeptides| Kinins| Phytochelatins| oligopeptides| synthetic peptides| glycopeptides| neuropeptides,,peptides,,organic materials,,proteins| amino acids,peptides,
555,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pigmento,http://aims.fao.org/aos/agrovoc/c_5875,E,organic compounds,Melanoidins| Cytochromes| Leghaemoglobin| Carotenoids| Phytochrome| Chlorophylls| Phaeophytins| Bilirubin| Melanins,Dyes,Pigments,,organic materials,chlorophyll| carotenoids| porphyrins,,pigments,
556,http://linkeddata.ge.imati.cnr.it/resource/ThIST/proteina,http://aims.fao.org/aos/agrovoc/c_6259,E,organic compounds,Interferons| Interleukins| Phosphoproteins| Ovomucin| Haemoproteins| Synthetic proteins| Microbial proteins| Recombinant proteins| Apoproteins| lectins| Binding proteins| Nucleoproteins| Crude protein| Enzymes| storage proteins| Prolamines| Sulphur proteins| Transcription factors| Phytochrome| Proteoses| Scleroproteins| Albumins| Prions| Heat shock proteins| Globulins| Metalloproteins| Proteolipids| lipoproteins| Plasteins| thaumatin| Gluten| Glycoproteins| viral proteins| Structural proteins| Histones| Glutelins,Nonprotein nitrogen,proteins,,organic materials,collagen| enzymes| purines| conchiolin,peptides| amino acids,proteins,
557,http://linkeddata.ge.imati.cnr.it/resource/ThIST/steroide,http://aims.fao.org/aos/agrovoc/c_7407,E,Isoprenoids,anabolic steroids| Chlormadinone| Bile acids| Trenbolone| Corticoids| Testosterone| Dexamethasone| Sterols| Androstenedione| Progesterone| Sapogenins,,steroids,,organic materials,sterols,biochemistry,steroids,
558,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sterolo,http://aims.fao.org/aos/agrovoc/c_14586,E,steroids,Ergosterol| Phytosterols| Cholesterol,,Sterols,,organic materials| steroids| alcohols,,,sterols,
559,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alcano,http://aims.fao.org/aos/agrovoc/c_37402,E,Hydrocarbons,,,alkanes,,aliphatic hydrocarbons| organic materials| hydrocarbons,phytane| pentane| ethane| paraffins| pristane| butane| n-alkanes| propane| methane,biomarkers| saturated hydrocarbons,alkanes,
560,http://linkeddata.ge.imati.cnr.it/resource/ThIST/metano,http://aims.fao.org/aos/agrovoc/c_4784,E,Hydrocarbons,,,Methane,Marsh gas,aliphatic hydrocarbons| organic materials| alkanes| hydrocarbons,,pit gas| natural gas| coalbed methane,methane,
561,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paraffina,http://aims.fao.org/aos/agrovoc/c_5557,E,Hydrocarbons,,,Paraffin,Kerosene,aliphatic hydrocarbons| organic materials| alkanes| hydrocarbons,,,paraffins,
562,http://linkeddata.ge.imati.cnr.it/resource/ThIST/etilene,http://aims.fao.org/aos/agrovoc/c_2679,E,Hydrocarbons,,,Ethylene,,aliphatic hydrocarbons| organic materials| alkenes| hydrocarbons,,trichloroethylene| tetrachloroethylene,ethylene,
563,http://linkeddata.ge.imati.cnr.it/resource/ThIST/acetilene,http://aims.fao.org/aos/agrovoc/c_15883,E,Hydrocarbons,,,Acetylene,,alkynes| aliphatic hydrocarbons| organic materials| hydrocarbons,,,acetylene,
564,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cellulosa,http://aims.fao.org/aos/agrovoc/c_1423,E,Glucans,Lignocellulose,Lignins,Cellulose,,carbohydrates| organic materials,,lignin,cellulose,
565,http://linkeddata.ge.imati.cnr.it/resource/ThIST/glucide,http://aims.fao.org/aos/agrovoc/c_7507,E,Carbohydrates,amino sugars| Reducing sugars| Nonreducing sugars| Formose sugars,,Sugars,,carbohydrates| organic materials,,,sugars,
566,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lipide,http://aims.fao.org/aos/agrovoc/c_4362,E,organic compounds,Phospholipids| Glycolipids| Eicosanoids| Lipopolysaccharides| Sphingolipids| Acylglycerols| Proteolipids| Ceramides,,Lipids,Lipoids,organic materials| fatty acids,,,lipids,
567,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrocarburiaromatici,http://aims.fao.org/aos/agrovoc/c_28994,E,Hydrocarbons| Aromatic compounds,Benzopyrene| Biphenyl| Xylene| Polychlorinated biphenyls| Toluene| styrene| Benzene| polycyclic aromatic hydrocarbons,,Aromatic hydrocarbons,,organic materials| hydrocarbons,benzene| polycyclic aromatic hydrocarbons| toluene| phenanthrene| xylene,biomarkers| aromatization| aliphatic hydrocarbons,aromatic hydrocarbons,
568,http://linkeddata.ge.imati.cnr.it/resource/ThIST/benzene,http://aims.fao.org/aos/agrovoc/c_879,E,Aromatic hydrocarbons,,,Benzene,,organic materials| aromatic hydrocarbons| hydrocarbons,,petroleum,benzene,
569,http://linkeddata.ge.imati.cnr.it/resource/ThIST/toluolo,http://aims.fao.org/aos/agrovoc/c_7803,E,Aromatic hydrocarbons,,,Toluene,,organic materials| aromatic hydrocarbons| hydrocarbons,,,toluene,
570,http://linkeddata.ge.imati.cnr.it/resource/ThIST/resina,http://aims.fao.org/aos/agrovoc/c_6519,C,Polymers| products,Dammars| sandarac| Gum resins| Mastic resin| Copals| Lac| rosin| Kinos| oleoresins| Shellac,Propolis| plant secretions,Resins,Gum kinos,organic materials| Naples Italy,,amber,resins,
571,http://linkeddata.ge.imati.cnr.it/resource/ThIST/resina,http://aims.fao.org/aos/agrovoc/c_6519,E,Polymers| products,Dammars| sandarac| Gum resins| Mastic resin| Copals| Lac| rosin| Kinos| oleoresins| Shellac,Propolis| plant secretions,Resins,Gum kinos,organic materials| Naples Italy,,amber,resins,
572,http://linkeddata.ge.imati.cnr.it/resource/ThIST/isoleucina,http://aims.fao.org/aos/agrovoc/c_3966,E,Amino acids,,,Isoleucine,,organic materials| organic acids| amino acids,,,isoleucine,
