,s,o,KindOfLink,oBT,oNT,oRT,oPrefLabel,oAltLabels,sBT,sNT,sRT,sPrefLabel,sAltLabels
607,http://linkeddata.ge.imati.cnr.it/resource/ThIST/acer,http://aims.fao.org/aos/agrovoc/c_63,E,Aceraceae,Acer rubrum| Acer japonicum| Acer platanoides| Acer saccharinum| Acer palmatum| Acer pictum| Acer campestre| Acer ginnala| Acer nigrum| Acer negundo| Acer pseudoplatanus| Acer macrophyllum| Acer saccharum,,Acer,maples,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Acer,
608,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alnus,http://aims.fao.org/aos/agrovoc/c_297,E,Betulaceae,Alnus glutinosa| Alnus nepalensis| Alnus rubra| Alnus sinuata| Alnus cordata| Alnus crispa| Alnus hirsuta| Alnus incana| Alnus rugosa| Alnus japonica| Alnus inokumae| Alnus jorullensis,,Alnus,alder (tree),angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Alnus,
609,http://linkeddata.ge.imati.cnr.it/resource/ThIST/annonaceae,http://aims.fao.org/aos/agrovoc/c_456,E,Magnoliales,Artabotrys| Cananga| Monodora| Asimina| Annona,,Annonaceae,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Annonaceae,
610,http://linkeddata.ge.imati.cnr.it/resource/ThIST/artemisia,http://aims.fao.org/aos/agrovoc/c_631,E,Asteraceae,Artemisia vulgaris| Artemisia tridentata| Artemisia annua| Artemisia absinthium| Artemisia nova| Artemisia dracunculus,,Artemisia,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,miospores| palynomorphs,Artemisia,
611,http://linkeddata.ge.imati.cnr.it/resource/ThIST/betula,http://aims.fao.org/aos/agrovoc/c_892,E,Betulaceae,Betula papyrifera| Betula pendula| Betula platyphylla| Betula alba| Betula pubescens| Betula maximowicziana| Betula nana| Betula alleghaniensis| Betula nigra| Betula tortuosa,,Betula,birch,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Betula,
612,http://linkeddata.ge.imati.cnr.it/resource/ThIST/caryophyllidae,http://aims.fao.org/aos/agrovoc/c_49257,E,Anthozoa,Euphyllia glabrescens,,Caryophyllidae,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Caryophyllidae,
613,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ericaceae,http://aims.fao.org/aos/agrovoc/c_2641,E,Ericales,Pieris (ericaceae)| Erica| Rhododendron| Kalmia| Calluna| Arbutus| Vaccinium| Gaultheria| Empetrum,,Ericaceae,Empetraceae,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Ericaceae,
614,http://linkeddata.ge.imati.cnr.it/resource/ThIST/euphorbiaceae,http://aims.fao.org/aos/agrovoc/c_2720,E,Euphorbiales,Croton| Aleurites| Euphorbia| Ricinus| Hevea| Mercurialis| Jatropha| Sapium| Codiaeum| Mallotus (euphorbiaceae)| Sauropus| Manihot| Cnidoscolus| Hura| Ricinodendron heudelotii,,Euphorbiaceae,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Euphorbiaceae,
615,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fagus,http://aims.fao.org/aos/agrovoc/c_2779,E,Fagaceae,Fagus sylvatica| Fagus orientalis| Fagus grandifolia| Fagus crenata,,Fagus,Beech (fagus),angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,Gymnospermae,Fagus,
616,http://linkeddata.ge.imati.cnr.it/resource/ThIST/juglandaceae,http://aims.fao.org/aos/agrovoc/c_4055,E,Juglandales,Juglans| Carya,,Juglandaceae,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,Juglans,Juglandaceae,
617,http://linkeddata.ge.imati.cnr.it/resource/ThIST/juglans,http://aims.fao.org/aos/agrovoc/c_4057,E,Juglandaceae,Juglans cinerea| Juglans regia| Juglans nigra,,Juglans,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,Juglandaceae| Filicopsida| Pteridophyta| Gymnospermae,Juglans,
618,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lauraceae,http://aims.fao.org/aos/agrovoc/c_4225,E,Laurales,Laurus| Cinnamomum| Ocotea| Cryptocarya| Persea| Aniba| Litsea| Sassafras,,Lauraceae,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Lauraceae,
619,http://linkeddata.ge.imati.cnr.it/resource/ThIST/myrica,http://aims.fao.org/aos/agrovoc/c_5038,E,Myricaceae,,,Myrica,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Myrica,
620,http://linkeddata.ge.imati.cnr.it/resource/ThIST/platanus,http://aims.fao.org/aos/agrovoc/c_6001,E,Platanaceae,Platanus occidentalis,,Platanus,Plane (platanus),angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Platanus,
621,http://linkeddata.ge.imati.cnr.it/resource/ThIST/quercus,http://aims.fao.org/aos/agrovoc/c_6409,E,Fagaceae,Quercus macrocarpa| Quercus serrata| Quercus faginea| Quercus douglasii| Quercus prinus| Quercus ilex| Quercus nigra| Quercus suber| Quercus havardii| Quercus wislizenii| Quercus laevis| Quercus virginiana| Quercus coccifera| Quercus pubescens| Quercus dentata| Quercus palustris| Quercus cerris| Quercus phillyraeoides| Quercus rubra| Quercus pyrenaica| Quercus stellata| Quercus petraea| Quercus robur| Quercus glauca| Quercus castaneifolia| Quercus coccinea| Quercus phellos| Quercus myrsinaefolia| Quercus falcata| Quercus gambelii| Quercus shumardii| Quercus incana| Quercus mongolica| Quercus rotundifolia| Quercus garryana| Quercus agrifolia| Quercus dumosa| Quercus velutina| Quercus alba| Quercus acutissima| Quercus kelloggii,,Quercus,Oak (tree),angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Quercus,
622,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tilia,http://aims.fao.org/aos/agrovoc/c_7769,E,Tiliaceae,Tilia cordata,,Tilia,linden (tree),angiosperms| Spermatophyta| Plantae| Dicotyledoneae,,,Tilia,
623,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ulmaceae,http://aims.fao.org/aos/agrovoc/c_8042,E,Urticales,Ulmus,,Ulmaceae,,angiosperms| Spermatophyta| Plantae| Dicotyledoneae,Ulmus,,Ulmaceae,
624,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ulmus,http://aims.fao.org/aos/agrovoc/c_8043,E,Ulmaceae,Ulmus americana| Ulmus pumila| Ulmus procera| Ulmus laevis| Ulmus parvifolia| Ulmus glabra,,Ulmus,Elms,angiosperms| Spermatophyta| Ulmaceae| Plantae| Dicotyledoneae,,,Ulmus,
625,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spartinaalterniflora,http://aims.fao.org/aos/agrovoc/c_34748,E,Spartina,,,Spartina alterniflora,,Gramineae| angiosperms| Monocotyledoneae| Spermatophyta| Plantae,,wetlands,Spartina alterniflora,
626,http://linkeddata.ge.imati.cnr.it/resource/ThIST/monocotyledoneae,http://aims.fao.org/aos/agrovoc/c_4914,E,angiosperms,Scitamineae| Spathiflorae| Liliales| Glumiflorae| Helobiae| Principes| Farinosae| Microspermae,Liliopsida,monocotyledons,monocots,angiosperms| Spermatophyta| Plantae,Palmae| Commelinidae| Liliidae| Gramineae| Spartina alterniflora| Arecidae| Alismidae,Dicotyledoneae,Monocotyledoneae,
627,http://linkeddata.ge.imati.cnr.it/resource/ThIST/piceaglauca,http://aims.fao.org/aos/agrovoc/c_5854,E,Picea,,,Picea glauca,Picea alba| White spruce,Picea| Spermatophyta| Coniferales| Plantae| Gymnospermae,,,Picea glauca,
628,http://linkeddata.ge.imati.cnr.it/resource/ThIST/larix,http://aims.fao.org/aos/agrovoc/c_4195,E,Pinaceae,Larix laricina| Larix gmelinii| Larix sukaczewii| Larix decidua| Larix sibirica| Larix eurolepis| Larix leptolepis| Larix occidentalis,,Larix,larches,Spermatophyta| Coniferales| Pinaceae| Plantae| Gymnospermae,,,Larix,
629,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pinus,http://aims.fao.org/aos/agrovoc/c_5890,E,Pinaceae,Pinus brutia| Pinus halepensis| Pinus patula| Pinus mugo| Pinus banksiana| Pinus sabiniana| Pinus bungeana| Pinus clausa| Pinus sibirica| Pinus merkusii| Pinus nigra| Pinus rigida| Pinus edulis| Pinus taeda| Pinus pseudostrobus| Pinus ponderosa| Pinus muricata| Pinus maximinoi| Pinus kesiya| Pinus palustris| Pinus elliottii| Pinus tecunumanii| Pinus albicaulis| Pinus canariensis| Pinus sylvestris| Pinus pinea| Pinus cembra| Pinus resinosa| Pinus thunbergii| Pinus contorta| Pinus jeffreyi| Pinus eldarica| Pinus peuce| Pinus roxburghii| Pinus echinata| Pinus radiata| Pinus monticola| Pinus koraiensis| Pinus oocarpa| Pinus caribaea| Pinus massoniana| Pinus densiflora| Pinus montezumae| Pinus virginiana| Pinus pinaster| Pinus uncinata| Pinus strobus,,Pinus,Pine (tree),Spermatophyta| Coniferales| Pinaceae| Plantae| Gymnospermae,,,Pinus,
630,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cupressaceae,http://aims.fao.org/aos/agrovoc/c_2025,E,Pinales,Libocedrus| Austrocedrus| Juniperus| Cupressus| Tetraclinis| Thuja| Chamaecyparis,,Cupressaceae,,Spermatophyta| Coniferales| Plantae| Gymnospermae,,,Cupressaceae,
631,http://linkeddata.ge.imati.cnr.it/resource/ThIST/picea,http://aims.fao.org/aos/agrovoc/c_5851,E,Pinaceae,Picea abies| Picea glehnii| Picea lutzii| Picea jezoensis| Picea pungens| Picea mariana| Picea glauca| Picea obovata| Picea sitchensis| Picea omorika| Picea rubens| Picea engelmannii,,Picea,spruce,Spermatophyta| Coniferales| Plantae| Gymnospermae,Picea glauca,,Picea,
632,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pinaceae,http://aims.fao.org/aos/agrovoc/c_5886,E,Pinales,Picea| Pseudotsuga| Tsuga| Pinus| Abies| Larix| Cedrus,,Pinaceae,,Spermatophyta| Coniferales| Plantae| Gymnospermae,Abies| Larix| Pinus,Taxodiaceae,Pinaceae,
633,http://linkeddata.ge.imati.cnr.it/resource/ThIST/taxodiaceae,http://aims.fao.org/aos/agrovoc/c_7628,E,Pinales,Sequoia| Cryptomeria| Sequoiadendron| Cunninghamia| Taxodium| Metasequoia,,Taxodiaceae,,Spermatophyta| Coniferales| Plantae| Gymnospermae,Sequoia,Taxodium| Pinaceae,Taxodiaceae,
634,http://linkeddata.ge.imati.cnr.it/resource/ThIST/taxodium,http://aims.fao.org/aos/agrovoc/c_7629,E,Taxodiaceae,Taxodium distichum,,Taxodium,,Spermatophyta| Coniferales| Plantae| Gymnospermae,,Taxodiaceae,Taxodium,
635,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sequoia,http://aims.fao.org/aos/agrovoc/c_6978,E,Taxodiaceae,Sequoia sempervirens,,Sequoia,,Spermatophyta| Coniferales| Plantae| Gymnospermae| Taxodiaceae,,,Sequoia,
636,http://linkeddata.ge.imati.cnr.it/resource/ThIST/azolla,http://aims.fao.org/aos/agrovoc/c_15757,E,Ferns,Azolla pinnata,,Azolla,,Filicopsida| Pteridophyta| Plantae,,,Azolla,
637,http://linkeddata.ge.imati.cnr.it/resource/ThIST/myxomycetes,http://aims.fao.org/aos/agrovoc/c_5057,E,Mycetozoa,Physarum| Dictyostelium,,Myxomycetes,Myxobionta| Fungi inferior (myxomycotina)| Slime fungi| Myxogastria| Gymnomycota| Phytosarcodina| Myxomycota| plasmodial slime moulds| Myxomycotina,fungi| thallophytes| Plantae,,,Myxomycetes,
638,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ginkgo,http://aims.fao.org/aos/agrovoc/c_11161,E,Ginkgoaceae,Ginkgo biloba,,Ginkgo,,Ginkgoales| Spermatophyta| Plantae| Gymnospermae,,,Ginkgo,
639,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cycadales,http://aims.fao.org/aos/agrovoc/c_2054,E,Cycadopsida,Cycadaceae| Zamiaceae,,Cycadales,,Spermatophyta| Plantae| Gymnospermae,Ptilophyllum,Pachypteris| Taeniopteris,Cycadales,
640,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ephedrales,http://aims.fao.org/aos/agrovoc/c_330333,E,Gnetopsida,Ephedraceae,,Ephedrales,,Spermatophyta| Plantae| Gymnospermae,,,Ephedrales,
641,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ginkgoales,http://aims.fao.org/aos/agrovoc/c_26313,E,Ginkgopsida,Ginkgoaceae,,Ginkgoales,,Spermatophyta| Plantae| Gymnospermae,Czekanowskiales| Ginkgo,Dadoxylon,Ginkgoales,
642,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gnetales,http://aims.fao.org/aos/agrovoc/c_3319,E,Gnetopsida,Gnetaceae,,Gnetales,,Spermatophyta| Plantae| Gymnospermae,,,Gnetales,
643,http://linkeddata.ge.imati.cnr.it/resource/ThIST/equisetales,http://aims.fao.org/aos/agrovoc/c_10649,E,Pteridophyta,,,Equisetales,,Sphenopsida| Pteridophyta| Plantae,Calamites,,Equisetales,
644,http://linkeddata.ge.imati.cnr.it/resource/ThIST/angiospermae,http://aims.fao.org/aos/agrovoc/c_413,E,plants,monocotyledons| dicotyledons,,angiosperms,,Spermatophyta| Plantae,Ulmus| Asteridae| Compositae| Palmae| Commelinidae| Liliidae| Gramineae| Dryas| Juglandaceae| Spartina alterniflora| Acer| Fagus| Dilleniidae| Hamamelididae| Arecidae| Artemisia| Betula| Juglans| Monocotyledoneae| Caryophyllidae| Euphorbiaceae| Tilia| Magnoliidae| Lauraceae| Platanus| Myrica| Ulmaceae| Ericaceae| Leguminosae| Annonaceae| Rosidae| Alismidae| Dicotyledoneae| Quercus| Alnus,fossil wood| Pteropsida| seeds| Florinites| sporangia| Gymnospermae,angiosperms,
645,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gymnospermae,http://aims.fao.org/aos/agrovoc/c_330324,E,Spermatophyta,Cycadophyta| Ginkgophyta| Gnetophyta,Pinophyta,Gymnospermae,gymnosperms,Spermatophyta| Plantae,Ginkgoales| Callipteris| Abies| Czekanowskiales| Cycadofilicales| Glossopteris flora| Larix| Pachypteris| Nilssoniales| Picea| Cordaites| Cupressaceae| Cordaitales| Welwitschiales| Gangamopteris| Sequoia| Picea glauca| Ephedrales| Glossopteridales| Coniferae| Glossopteris| Taxodium| Pinus| Cycadales| Coniferales| Pinaceae| Gnetales| Ptilophyllum| Pentoxylales| Bennettitales| Pteridospermae| Caytoniales| Neuropteris| Ginkgo| Dadoxylon| Buriadia| Taxodiaceae,fossil wood| Pteropsida| Taeniopteris| Fagus| angiosperms| seeds| Juglans| cones| sporangia| Pecopteris| Dicroidium,Gymnospermae,
646,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bacteria,http://aims.fao.org/aos/agrovoc/c_765,E,Prokaryotae| microorganisms,Enterobacteriaceae| Lawsonia (bacteria)| Erysipelothrix| Xylella| Propionibacterium| Malolactic bacteria| Flexibacter| Saprospira| Nitrobacter| Clavibacter| Flavobacterium| Butyrivibrio| Streptococcaceae| Aeromonas| Bacteroidaceae| Prevotella| Bordetella| Rhodobacter| Bradyrhizobium| Bacillaceae| Cytophaga| coliform bacteria| Chlamydia| Paracoccus| Phytoplasmas| Cytophagales| Cellulomonas| Rumen bacteria| Acinetobacter| Methanococcus| Acetobacter| Plesiomonas| nitrogen fixing bacteria| Megasphaera| Azotobacteriaceae| gram positive bacteria| Lactobacillus| Pediococcus| Oenococcus| Carnobacterium| Spiroplasmataceae| Actinobacillus| Taylorella| Brucella| acetic acid bacteria| Burkholderiaceae| Streptobacillus| Enterococcus| butyric acid bacteria| Fusobacterium| Pasteuria| Azorhizobium| lactic acid bacteria| Zymomonas| Nitrosomonas| Leuconostoc| Vibrio| Rhizobiaceae| Alcaligenes| Corynebacterium| Peptococcaceae| Haemophilus| Dichelobacter| Methanothrix| Acetobacteraceae| Azospirillum| Pseudomonaceae| Legionella| Neisseriaceae| Methanobacteriaceae| Staphylococcus| Acholeplasma| Campylobacter| Micrococcaceae| Pasteurella| Rhizobacteria| Francisella| Immobilized bacteria| Spirillaceae| Listeria| Brochothrix| ice nucleating bacteria| Mycoplasmatales| gram negative bacteria| Paenibacillus| Selenomonas| Spirochaetales| Rhodopseudomonas| Actinomycetales| Rickettsiales| Propionic acid bacteria| Arthrobacter| Ornithobacterium| Brevibacterium,,Bacteria,,thallophytes| Plantae,Thiobacillus ferrooxidans,fungi| microorganisms| soils| biology| parasitism| Protista| Bacteriophyta| biota| prokaryotes,bacteria,
647,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fungi,http://aims.fao.org/aos/agrovoc/c_3145,E,Eukaryota,Chytridiomycota| Moulds| Mastigomycotina| Blastocladiomycota| Zygomycotina| storage fungi| Rumen fungi| Yeasts| Deuteromycotina| Entomogenous fungi| Ascomycota| Basidiomycota,Actinomycetales,Fungi,Eumycota| True fungi| Fungi superior| Eumycetes,thallophytes| Plantae,Myxomycetes,microorganisms| lichens| parasitism| algae| endolithic taxa| bacteria,fungi,
648,http://linkeddata.ge.imati.cnr.it/resource/ThIST/funghi,http://aims.fao.org/aos/agrovoc/c_3145,C,Eukaryota,Chytridiomycota| Moulds| Mastigomycotina| Blastocladiomycota| Zygomycotina| storage fungi| Rumen fungi| Yeasts| Deuteromycotina| Entomogenous fungi| Ascomycota| Basidiomycota,Actinomycetales,Fungi,Eumycota| True fungi| Fungi superior| Eumycetes,,,,,
649,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lichenes,http://aims.fao.org/aos/agrovoc/c_4314,E,plants,,,Lichenes,Lichens,thallophytes| Plantae,,fungi| algae| lichenometry,lichens,
650,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pressioneatmosferica,http://aims.fao.org/aos/agrovoc/c_693,E,Meteorological factors,,,Atmospheric pressure,Barometric pressure| anticyclones,pressure,,isobars| altimetry| atmosphere,atmospheric pressure,
651,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pressioneidrostatica,http://aims.fao.org/aos/agrovoc/c_25647,E,Pressure,,,Hydrostatic pressure,,pressure,,overpressure| hydrology| hydraulic head| hydraulics| ground water,hydrostatic pressure,
652,http://linkeddata.ge.imati.cnr.it/resource/ThIST/pomice,http://aims.fao.org/aos/agrovoc/c_36851,E,minerals,,,Pumice,,volcanic rocks| igneous rocks| pyroclastics,,vesicular structure| volcanic bomb| cinder| ejecta| scoria| pumice deposits| vesiculation,pumice,
653,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tufovulcanico,http://aims.fao.org/aos/agrovoc/c_34356,E,rock,,,Tuff,,volcanic rocks| tephra| igneous rocks| pyroclastics,,tuffite| andesite tuff| metatuff| volcaniclastics| welded tuff| rhyolite tuff| ignimbrite| ash-flow tuff| pyroclastic flows| ash flows| volcanic ash| green tuff| bentonite,tuff,
654,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodisuez,http://aims.fao.org/aos/agrovoc/c_50108,E,Red Sea| gulfs,,,Gulf of Suez,,Red Sea| Indian Ocean| Egypt,,,Gulf of Suez,
655,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodiaqaba,http://aims.fao.org/aos/agrovoc/c_50093,E,Red Sea| gulfs,,,Gulf of Aqaba,,Red Sea| Indian Ocean,,Great Rift Valley| Sinai,Gulf of Aqaba,
656,http://linkeddata.ge.imati.cnr.it/resource/ThIST/atollo,http://aims.fao.org/aos/agrovoc/c_695,E,Islands,,,Atolls,,reefs,,Johnston Atoll| Coelenterata| lagoons| carbonate platforms| islands| bioherms,atolls,
657,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scilla,http://aims.fao.org/aos/agrovoc/c_6856,E,Asparagaceae,,,Scilla,Squills,Reggio Di Calabria Italy,,,,
658,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bioricondizionamento,http://aims.fao.org/aos/agrovoc/c_35028,E,pollution control,Biosorption (bioremediation)| phytoremediation,,Bioremediation,,remediation,,strip mining| water treatment| waste disposal| polluted water| pollution| reclamation| soil management| soil treatment,bioremediation,
659,http://linkeddata.ge.imati.cnr.it/resource/ThIST/palau,http://aims.fao.org/aos/agrovoc/c_33221,E,Oceania,,,Palau,Belau| Republic of Palau,Sassari Italy,,,,
660,http://linkeddata.ge.imati.cnr.it/resource/ThIST/luna,http://aims.fao.org/aos/agrovoc/c_4928,E,entities,,,Moon,,satellites,Ocean of Storms| Sea of Rains| Sea of Nectar| Sea of Fertility| lunar massif| Sea of Serenity| Sea of Crises| Sea of Tranquillity,rilles| farside| condensation| terrestrial comparison| lunar samples| craters| moonquakes| lunar relief| Explorer 35| extraterrestrial geology| Eratosthenian| lunar bases| lunar craters| asteroids| luminescence| surface features| microcraters| maps| coordinates| gravity field| polar caps| lunar interior| Mars| landing sites| maria| orange material| surface properties| lunar crust| meteorites| solar system| lunar laser ranging| lunar mantle| planetology| mascons| agglutinates| regolith| obliquity of the ecliptic| planets| Earth| Earth-Moon couple| lunar soils| atmosphere| solar wind| motions| exploration| albedo| lunar core| lunar geology| accretion| lunar highlands| KREEP| Sun| highlands| magnetic field| shaded relief maps| lunar breccia,Moon,
661,http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcare,http://aims.fao.org/aos/agrovoc/c_4342,E,rock,,,Limestone,Chalk,carbonate rocks| sedimentary rocks,algal limestone| dolomitic limestone| biocalcarenite| oolitic limestone| coquina| nodular limestone| microcrystalline limestone| ammonite-bearing red limestone| nummulitic limestone| biomicrite| biosparite| red limestone| micrite| calcarenite| cherty limestone| sparite| calcilutite,Formazione di Testico| oolitic texture| calcareous composition| Calcari di Gallaneto| Formazione di Sogno| chalk| metalimestone| Trubi| Monte Acuto Limestones| Formazione di Igne| Calcare del Cellina| algal mounds| Formazione di Pesco Falcone| Calcare di Esino| travertine| calcium carbonate| grapestone| Formazione a Colombacci| Formazione di Dont| Breno Formation| Noto Formation| dolomitization| oolite| Calcari di Ubaga| Calcari Diasprigni| Sciacca Formation| Formazione a Bellerophon| calcite| Punta su Nuraxi Formation| grainstone| Calcare di Perledo-Varenna| Encrinite di Fanes Piccola| Mattinata Limestones| Calcare di Camorelli| Galatone Formation| Calcare Metallifero Bergamasco| Formazione di La Spezia| Caranna Limestone| marly limestone| carbonate sediments| ophicalcite| Calcare di Morbiac| Formazione di Agordo| Formazione di Duerrenstein| intraclasts| Domaro Limestone| limestone deposits| Formazione di Val Luretta| Val di Lima Cherty Limestone| Calcare di Rio Conzen| Bari Limestone| Formazione di Castro Sebino| Dolomia a Conchodon| Calcari e Marne a Posidonia,limestone,
662,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bentonite,http://aims.fao.org/aos/agrovoc/c_15620,E,Clay,,Diatomite,Bentonite,,clastic rocks| sedimentary rocks,,clastic sediments| clay minerals| clay| bentonite deposits| terrigenous materials| sheet silicates| volcanic ash| drilling mud| tuff| clay mineralogy,bentonite,
663,http://linkeddata.ge.imati.cnr.it/resource/ThIST/silvinite,http://aims.fao.org/aos/agrovoc/c_7561,E,minerals,,,Sylvinite,,evaporites| chemically precipitated rocks| sedimentary rocks,,evaporite deposits| halite| sylvite,sylvinite,
664,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bancosedimentario,http://aims.fao.org/aos/agrovoc/c_812,E,Financial institutions,Agricultural banks| Development banks| Investment banks| Savings banks| Commercial banks| Cooperative banks,,Banks,,sedimentary structures| biogenic structures,,mud banks| algal banks| carbonate banks,banks,
665,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratificazione,http://aims.fao.org/aos/agrovoc/c_7438,E,preplanting treatment,,,Stratification,,planar bedding structures| sedimentary structures,cross-stratification,flaser bedding| bedding joints| laminations| planar features| deposition| bedding,stratification,
666,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alluvium,http://aims.fao.org/aos/agrovoc/c_25347,E,Sediment,,,Alluvium,,clastic sediments| sediments,,fans| soils| gravel| sand| clay| alluvium aquifers| fluvial fill| floodplains| colluvium| Alluvial soils| terraces| glaciofluvial features| alluvial exploration| soil mechanics| torrents| alluvial fans| silt| eluvium,alluvium,
667,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fango,http://aims.fao.org/aos/agrovoc/c_4973,E,Sediment,gyttja,,Mud,,clastic sediments| sediments,,mineralized mud| abyssal sedimentation| mud volcanoes| mudflows| clay| ooze| terrigenous materials| mud lumps| drilling mud| mud banks| sludge| silt,mud,
668,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghiaia,http://aims.fao.org/aos/agrovoc/c_24850,E,soil parent materials,,,gravel,,clastic sediments| sediments,,breccia| cobbles| quarries| boulders| sand| pebbles| rounding| alluvium| psephitic| terrigenous materials| gravel deposits| shingle| carbonate sediments,gravel,
669,http://linkeddata.ge.imati.cnr.it/resource/ThIST/polvere,http://aims.fao.org/aos/agrovoc/c_24127,E,pollutants,,,Dust,,clastic sediments| sediments,,interplanetary dust| terrigenous materials| volcanic ash| dust storms| cosmic dust,dust,
670,http://linkeddata.ge.imati.cnr.it/resource/ThIST/silt,http://aims.fao.org/aos/agrovoc/c_331558,E,substances,,,silt,,clastic sediments| sediments,,sand| clay| alluvium| terrigenous materials| loam| siltstone| loess| siltation| mud,silt,
671,http://linkeddata.ge.imati.cnr.it/resource/ThIST/limo,http://aims.fao.org/aos/agrovoc/c_331558,E,substances,,,silt,,,,,,
672,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sabbia,http://aims.fao.org/aos/agrovoc/c_6779,E,rock,,,Sand,,clastic sediments| sediments| Vercelli Italy,shell sand,soils| gravel| greensand| sand sheets| arenaceous texture| rounding| alluvium| grus| terrigenous materials| quartz sand| aggregate| grains| loam| ergs| sands| construction materials| silica| carbonate sediments| quicksand| psammitic| psammite| silt,sand,
673,http://linkeddata.ge.imati.cnr.it/resource/ThIST/victoria,http://aims.fao.org/aos/agrovoc/c_8224,E,Australia,,,Victoria,,Seychelles,,,Victoria Seychelles,
674,http://linkeddata.ge.imati.cnr.it/resource/ThIST/laguna,http://aims.fao.org/aos/agrovoc/c_4158,E,physiographic features,Inland lagoons| Coastal lagoons,,Lagoons,,shore features,,reefs| patch reefs| beaches| paleoecology| intertidal environment| segmentation| atolls| barrier reefs| sedimentation| coastal environment| geomorphology| lagoonal environment| tidal flats| lakes| ecology| mouth,lagoons,
675,http://linkeddata.ge.imati.cnr.it/resource/ThIST/paludelitorale,http://aims.fao.org/aos/agrovoc/c_4631,E,Wetlands,Saltmarshes,,Marshes,,shore features,salt marshes,wetlands| bogs| lacustrine features| geomorphology| swamps| paludal environment| fluvial features,marshes,
676,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spiaggia,http://aims.fao.org/aos/agrovoc/c_850,E,physiographic features,,,Beaches,,shore features,beach profile,barrier islands| littoral erosion| paleoecology| lacustrine features| beach ridges| landform evolution| sedimentation| coastal environment| lagoons| chenier plains| geomorphology| berms| littoral zone| capes| spits| foredunes| coastlines| shorelines| coast| barrier beaches| foreshore,beaches,
677,http://linkeddata.ge.imati.cnr.it/resource/ThIST/estuario,http://aims.fao.org/aos/agrovoc/c_2673,E,physiographic features,,,Estuaries,,shore features| fluvial features,,deltas| tidal currents| paleoecology| bars| tides| tidal channels| sedimentation| estuarine environment| geomorphology| Rijeka Croatia| rivers| estuarine sedimentation| oceanography| tidal flats| tidal waves| fjords| ecology| mouth| waterways,estuaries,
678,http://linkeddata.ge.imati.cnr.it/resource/ThIST/amianto,http://aims.fao.org/aos/agrovoc/c_28233,E,minerals,,,Asbestos,,silicates,,actinolite| chain silicates| amphibole group| asbestos deposits| sheet silicates| chrysotile| anthophyllite,asbestos,
