;Unnamed: 0;Unnamed: 0.1;s;o;KindOfLink;oBT;oNT;oRT;oPrefLabel;oAltLabels;sBT;sNT;sRT;sPrefLabel;sAltLabels;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim
24;24;24;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zambia;http://eurovoc.europa.eu/4780;E;ACP countries| East Africa;;;Zambia;Northern Rhodesia| Republic of Zambia;Africa| East Africa;Lusaka Zambia;Zambezi River Basin| Congo River| Zambezi river| Congo River Basin;Zambia;;4.7545944710566825;0.9464904156813132;3.4812430838609045;9.44610439725884;0.07692307692307687;1.0;3.0;-2.220446049250313e-16;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;25;25;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;E;ACP countries| Arab League countries| Horn of Africa;;;Djibouti;Republic of Djibouti| Afars and Issas;Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti| Djibouti;Red Sea| Afar| Red Sea Basin;Djibouti;;6.395251974562492;1.2865815567539869;3.4812430838609045;18.46122845990258;0.038461538461538436;1.0;2.375;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;26;26;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;E;ACP countries| Arab League countries| Horn of Africa;;;Djibouti;Republic of Djibouti| Afars and Issas;Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti| Djibouti;Red Sea| Afar| Red Sea Basin;Djibouti Djibouti;;6.395251974562492;1.2865815567539869;3.4812430838609045;18.46122845990258;0.038461538461538436;1.0;2.375;-1.0;0.0;0.0;0.0;0.4705882352941176;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;27;27;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mayotte;http://eurovoc.europa.eu/1843;E;French overseas department and region| East Africa;;;Mayotte;Territorial Collectivity of Mayotte;Africa| East Africa| France;Dzaoudzi Mayotte;Indian Ocean| Comoros| Mozambique Channel;Mayotte;;11.196151018468816;1.298876519352668;2.9824306566989685;11.236934636902488;0.040000000000000036;1.0;3.666666666666667;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;28;28;http://linkeddata.ge.imati.cnr.it/resource/ThIST/almaghrib;http://eurovoc.europa.eu/1819;E;Maghreb| Mediterranean third countries| Arab League countries;;;Morocco;Kingdom of Morocco;Africa| North Africa;Rabat Morocco| Casablanca Morocco;Mediterranean region| Maghreb| Atlas Mountains| Sahara| Western Sahara;Morocco;;5.5387820194107915;1.5659523065354934;2.8503382353702302;8.400412389313173;0.016393442622950838;0.16666666666666666;0.4444444444444444;-2.220446049250313e-16;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;29;29;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;E;Great Maghreb| CAEU countries| Arab League countries| Arab Common Market countries| OPEC countries;;;Libya;Libyan Arab Jamahiriya| Great Socialist People’s Libyan Arab Jamahiriya;Africa| North Africa;Tripoli Libya| Fezzan| Kufra Basin| Cirenaica| Tripolitania| Sirte Basin| Tibesti Libya;Libyan Desert| Mediterranean region| Maghreb| Tibesti Massif| Sahara;Libya;;8.704767024675894;1.6372652637075902;2.888177545564784;8.588854016305245;0.010204081632653073;0.16666666666666666;0.4999999999999999;-2.220446049250313e-16;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;30;30;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maghreb;http://eurovoc.europa.eu/1734;E;Great Maghreb;;;Maghreb;;Africa| North Africa;;Algeria| Algeri Algeria| Libya| Morocco| Egypt| Tunis Tunisia| Tunisia;Maghreb;;-0.8543325518364704;1.9240866832265588;2.2647258269009587;6.364691005016718;0.05000000000000005;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;31;31;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;E;North Africa| Mediterranean third countries| CAEU countries| Arab League countries| Arab Common Market countries;;;Egypt;Arab Republic of Egypt;Africa| North Africa;Gulf of Suez| Red Sea| Nile Delta| Suez Canal| Blue Nile| Nile Valley| Abu Durba Egypt| Middle Nile Valley;Libyan Desert| Middle East| Mediterranean region| Nubia| Maghreb| Nubian Sandstone| Near East| Red Sea Basin| Nile River| Sahara| Nile Valley| Sinai;Egypt;;36.18839146244817;1.4108819228874159;2.888177545564784;8.588854016305245;0.0267857142857143;1.0;3.0;4.440892098500626e-16;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;32;32;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canaledisuez;http://eurovoc.europa.eu/5103;E;ship canal;;Egypt;Suez Canal;Suez Canal Zone;Africa| North Africa| Egypt;;;Suez Canal;;-0.1906956024836744;1.815546806136305;2.9674619675644256;8.98051609708024;0.0;0.2;0.2;-2.220446049250313e-16;0.0;2.974241799036174;5.948483598072348;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;33;33;http://linkeddata.ge.imati.cnr.it/resource/ThIST/saharaoccidentale;http://eurovoc.europa.eu/3799;E;North Africa;;;Western Sahara;;Africa| North Africa| Sahara;Atlantic Ocean;Morocco;Western Sahara;;3.8279500054619895;0.3508423951006972;2.071601762776673;8.123964143254112;0.0357142857142857;1.0;3.1666666666666665;2.217067586214397;0.0;1.9987171822700849;3.9974343645401698;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;34;34;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;E;Maghreb| Mediterranean third countries| Arab League countries;;;Tunisia;Republic of Tunisia| Tunisian Republic;Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia| Tunisia;Mediterranean region| Maghreb| Atlas Mountains| Sahara;Tunis Tunisia;;5.5387820194107915;1.3877168526311614;2.8503382353702302;16.607676133405526;0.03278688524590168;0.2;0.9301587301587302;-1.0;0.1657355305136655;0.3527811689120182;0.3527811689120182;0.3846153846153846;1.0;1.7142857142857144;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;35;35;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;E;Maghreb| Mediterranean third countries| Arab League countries;;;Tunisia;Republic of Tunisia| Tunisian Republic;Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia| Tunisia;Mediterranean region| Maghreb| Atlas Mountains| Sahara;Tunisia;;5.5387820194107915;1.3877168526311614;2.8503382353702302;16.607676133405526;0.03278688524590168;0.2;0.9301587301587302;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;36;36;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lesotho;http://eurovoc.europa.eu/1611;E;Southern Africa| ACP countries;;;Lesotho;Kingdom of Lesotho| Basutoland;Africa| Southern Africa;Maseru Lesotho;Orange River;Lesotho;;9.178031446835279;0.6566487933729084;3.203042087744683;7.961515482421249;0.09999999999999998;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;37;37;http://linkeddata.ge.imati.cnr.it/resource/ThIST/namibia;http://eurovoc.europa.eu/2027;E;Southern Africa| ACP countries;;;Namibia;Republic of Namibia;Africa| Southern Africa;Windhoek Namibia;Kalahari desert;Namibia;;9.178031446835279;0.6566487933729084;3.203042087744683;7.961515482421249;0.09999999999999998;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;38;38;http://linkeddata.ge.imati.cnr.it/resource/ThIST/swaziland;http://eurovoc.europa.eu/4351;E;Southern Africa| ACP countries;;;Swaziland;Kingdom of Swaziland;Africa| Southern Africa;Mbabane Swaziland;;Swaziland;;9.178031446835279;0.6566487933729084;3.203042087744683;7.961515482421249;0.09999999999999998;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;39;39;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zimbabwe;http://eurovoc.europa.eu/4782;E;ACP countries| East Africa;;;Zimbabwe;Republic of Zimbabwe| Southern Rhodesia;Africa| Southern Africa;Harare Zimbabwe;Limpopo River Basin| Zambezi River Basin| Limpopo River;Zimbabwe;;3.9282140716986604;0.7938473182639861;3.203042087744683;9.167903401142619;0.07692307692307687;1.0;2.2222222222222223;2.220446049250313e-16;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
