;s;o;KindOfLinkRevised;KindOfLink;sBT;sNT;sRT;sPrefLabel;sAltLabels;oPrefLabel;oAltLabels;oBT;oNT;oRT;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim
1253;http://linkeddata.ge.imati.cnr.it/resource/ThIST/habitat;http://aims.fao.org/aos/agrovoc/c_3456;E;E;;;biotopes| fossils| wilderness areas| ecology| environment;habitat;;habitats;;ecosystems;Microhabitat;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.1347254232;0.450226376;0.450226376;0.450226376;0.875;0.875;0.875
1254;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hebei;http://aims.fao.org/aos/agrovoc/c_3525;E;E;;;;;;Hebei;Hopei;China;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hexapoda;http://aims.fao.org/aos/agrovoc/c_331237;E;E;;;;;;Hexapoda;;Arthropoda;Insecta;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1256;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hippurites;http://aims.fao.org/aos/agrovoc/c_5376;E;E;;;;Orbignya;;Orbignya;babassu palm| Babacu palms;Arecaceae;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1;1;1
1257;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hirudinea;http://aims.fao.org/aos/agrovoc/c_4249;E;E;;;;;;Hirudinea;Leeches;Annelida;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1258;http://linkeddata.ge.imati.cnr.it/resource/ThIST/homarus;http://aims.fao.org/aos/agrovoc/c_3646;E;E;;;;;;Homarus;;Decapoda;Homarus gammarus| Homarus capensis| Homarus americanus;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1259;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hongkong;http://aims.fao.org/aos/agrovoc/c_3657;E;E;;;;;;Hong Kong;;East Asia;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1260;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hydrocharitaceae;http://aims.fao.org/aos/agrovoc/c_26306;E;E;;;;;;Hydrocharitaceae;Najadaceae;Alismatales;Hydrilla;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1261;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ibridazionemagmatica;http://aims.fao.org/aos/agrovoc/c_3706;E;E;;;emplacement| country rocks| magmatic differentiation| assimilation| contamination| magmas| intrusions;hybridization;;Hybridization;Hybridizing;breeding methods;Interspecific hybridization| Intraspecific hybridization| Artificial hybridization| Intergeneric hybridization| Somatic hybridization;Molecular hybridization;3.0885619881;1.1807697008;2.780764647;18.4987096964;0;0.4615384615;1.2264957265;0;0;0;0;0;0;0;-1.1102230246251563e-16;0.271845246;0;0;0.9230769231;1;1
1262;http://linkeddata.ge.imati.cnr.it/resource/ThIST/identificazione;http://aims.fao.org/aos/agrovoc/c_3791;E;E;;;classification| pattern recognition| nomenclature| definition| terminology;identification;;identification;;activities;Virus indexing| Biotyping| determination of species;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
