,s,o,KindOfLink,sBT,sNT,sRT,sPrefLabel,sAltLabels,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
580,http://linkeddata.ge.imati.cnr.it/resource/ThIST/carta,http://dbpedia.org/resource/Category:Maps,E,,surficial geology maps| geophysical survey maps| isopleth maps| hydrographic maps| geologic maps| isoseismic maps| isobath maps| structure contour maps| paleogeographic maps| metallogenic maps| environmental geology  maps| base maps| hydrogeologic maps| site location maps| seismic survey maps| climatologic maps| hydrologic maps| industrial minerals maps| geochemical maps| soils maps| physiographic maps| glacial geology maps| isopiestic map| lithologic maps| aeromagnetic maps| bathymetric maps| electromagnetic survey maps| land use maps| coal deposit maps| paleocurrent maps| hydraulic maps| biogeographic maps| geologic hazards maps| index maps| isograd maps| geotectonic maps| geomorphologic maps| seismotectonic maps| cave maps| engineering geology maps| photogeologic maps| topographic maps| contour maps| seismicity maps| land cover maps| petroleum maps| stratigraphic maps| global maps| economic geology maps| radioactivity survey maps| structural maps| paleoclimate maps| tectonic maps| gravity survey maps| geophysical maps| magnetic survey maps| shaded relief maps| isopach maps| prediction maps,mineral exploration| publications| cartographic scales| areal geology| photogeology| aerial photography| stereographic projection| applied geology| geodesy| cartography| geophysical methods| isograds| atlas| structural geology| environmental geology| coordinates| explanatory text| geomorphology| prospecting| field geology| digital cartography| catalogs| geophysical surveys| Moon| legends| remote sensing| road log,maps,,Maps,,,Works by medium| Navigation| Cartography| Publications by format| Geographic data and information,,Cartography| Technical drawing| Family trees| Diagrams| Map types
581,http://linkeddata.ge.imati.cnr.it/resource/ThIST/composizione,http://dbpedia.org/resource/Category:Composition,C,,,granitic composition| acidic composition| dacitic composition| calcareous composition| ferruginous composition| dolomitic composition| components| chemical analysis| glauconitic composition| mafic composition| basaltic composition| andesitic composition| peralkalic composition| alkalic composition| siliceous composition| calc-alkalic composition| iron-rich composition| calc-silicate composition| rhyolitic composition| phosphate composition| potassic composition| gabbroic composition| shoshonitic composition| arkosic composition| aluminous composition| saline composition| mineral composition| ferromanganese composition| manganese composition| calcic composition| transitional composition| peraluminous composition| lithogeochemistry| tholeiitic composition| ultramafic composition| carbonaceous composition,composition,,Composition,,,Writing| Literary concepts,,
582,http://linkeddata.ge.imati.cnr.it/resource/ThIST/composizione,http://dbpedia.org/resource/Category:Composition,E,,,granitic composition| acidic composition| dacitic composition| calcareous composition| ferruginous composition| dolomitic composition| components| chemical analysis| glauconitic composition| mafic composition| basaltic composition| andesitic composition| peralkalic composition| alkalic composition| siliceous composition| calc-alkalic composition| iron-rich composition| calc-silicate composition| rhyolitic composition| phosphate composition| potassic composition| gabbroic composition| shoshonitic composition| arkosic composition| aluminous composition| saline composition| mineral composition| ferromanganese composition| manganese composition| calcic composition| transitional composition| peraluminous composition| lithogeochemistry| tholeiitic composition| ultramafic composition| carbonaceous composition,composition,,Composition,,,Writing| Literary concepts,,
583,http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo,http://dbpedia.org/resource/Category:Creationism,C,,,catastrophism| paleontology| biologic evolution| philosophy| actualism| education| life origin| geology,creationism,,Creationism,,,Evolution and religion| Religious cosmologies| Creation myths| Religious controversies,,
584,http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo,http://dbpedia.org/resource/Category:Creationism,E,,,catastrophism| paleontology| biologic evolution| philosophy| actualism| education| life origin| geology,creationism,,Creationism,,,Evolution and religion| Religious cosmologies| Creation myths| Religious controversies,,
585,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dataassoluta,http://dbpedia.org/resource/Category:Dates,C,,,geochronology| absolute age,dates,,,,,,,
586,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dataassoluta,http://dbpedia.org/resource/Category:Dates,E,,,geochronology| absolute age,dates,,,,,,,
587,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario,http://dbpedia.org/resource/Category:Dictionaries,C,,,monographs| publications| lexicons| glossaries,dictionaries,,Dictionaries,,,Reference works| Lexicography,,Encyclopedias
588,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario,http://dbpedia.org/resource/Category:Dictionaries,E,,,monographs| publications| lexicons| glossaries,dictionaries,,Dictionaries,,,Reference works| Lexicography,,Encyclopedias
589,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici,http://dbpedia.org/resource/Category:Metals,C,,americium| U-238| U-238/Th-230| Ra-228| Tc-99| sodium| Mg-26/Mg-24| arsenic| precious metals| antimony| Pb-207/Pb-206| Pb-208| Hf-177/Hf-176| Pb-204| gallium| Sr-90| Na-22| Sr-87| scandium| dysprosium| promethium| lithium| polonium| palladium| Sr/Ca| Co-60| germanium| rhenium| Th-232| titanium| copper| Po-210| vanadium| nobelium| Pb-208/Pb-204| erbium| iridium| Al-26| rhodium| Fe-55| Nd-144/Nd-143| magnesium| yttrium| Cr-51| rubidium| curium| Li-7| einsteinium| rare earths| cobalt| Ru-106| bismuth| gold| ruthenium| europium| tungsten| mercury| Pb-208/Pb-206| Zn-65| neptunium| Be-10| hafnium| mendelevium| lanthanum| Pu-240/Pu-239| barium| molybdenum| samarium| holmium| chromium| californium| Ra-228/Ra-226| zirconium| radium| Be-10/Be-9| Sr-85| Li-6| lutetium| Ra-226| Cr-53/Cr-52| praseodymium| cesium| Pb-206/Pb-204| gadolinium| lawrencium| calcium| Na-24| Pu-240| Os-187/Os-186| Be-7| Pb-210| Fe-59| U-235| U-234| francium| tantalum| platinum group| plutonium| ytterbium| Pb-206| niobium| Mn-53| berkelium| actinides| U-238/U-234| Mn-54| Sr-89| Th-230| Th-232/Th-230| osmium| potassium| fermium| Cs-134| beryllium| Pu-244| Sm-147/Nd-144| U-238/Pb-206| aluminum| Pa-231| zinc| Sr-87/Sr-86| Cs-137| U-234/Th-230| Th-234| Pu-239| lead| U-238/Pb-204| Zr-95| Th-228| alkaline earth metals| K-40| platinum| indium| Pb-207| Sr-86| silver| neodymium| actinium| technetium| iron| Pb-207/Pb-204| Rb-87/Sr-86| nickel| uranium| thorium| Mg-25/Mg-24| Am-241| thallium| protactinium| strontium| cerium| U-238/U-235| Fe-57| manganese| thulium| cadmium| Al-27/Al-26| Pu-238| terbium| alkali metals,chemical elements| chelation| nonmetals| ligands| complexing| Th-230/Ra-226| geochemistry| base metals| pollution| metallurgy| alloys| metal ores| isotopes| native elements| Th-232/Th-228| trace metals| ore minerals,metals,,Metals,,,Crystalline solids| Building materials| Chemical substances,,
590,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici,http://dbpedia.org/resource/Category:Metals,E,,americium| U-238| U-238/Th-230| Ra-228| Tc-99| sodium| Mg-26/Mg-24| arsenic| precious metals| antimony| Pb-207/Pb-206| Pb-208| Hf-177/Hf-176| Pb-204| gallium| Sr-90| Na-22| Sr-87| scandium| dysprosium| promethium| lithium| polonium| palladium| Sr/Ca| Co-60| germanium| rhenium| Th-232| titanium| copper| Po-210| vanadium| nobelium| Pb-208/Pb-204| erbium| iridium| Al-26| rhodium| Fe-55| Nd-144/Nd-143| magnesium| yttrium| Cr-51| rubidium| curium| Li-7| einsteinium| rare earths| cobalt| Ru-106| bismuth| gold| ruthenium| europium| tungsten| mercury| Pb-208/Pb-206| Zn-65| neptunium| Be-10| hafnium| mendelevium| lanthanum| Pu-240/Pu-239| barium| molybdenum| samarium| holmium| chromium| californium| Ra-228/Ra-226| zirconium| radium| Be-10/Be-9| Sr-85| Li-6| lutetium| Ra-226| Cr-53/Cr-52| praseodymium| cesium| Pb-206/Pb-204| gadolinium| lawrencium| calcium| Na-24| Pu-240| Os-187/Os-186| Be-7| Pb-210| Fe-59| U-235| U-234| francium| tantalum| platinum group| plutonium| ytterbium| Pb-206| niobium| Mn-53| berkelium| actinides| U-238/U-234| Mn-54| Sr-89| Th-230| Th-232/Th-230| osmium| potassium| fermium| Cs-134| beryllium| Pu-244| Sm-147/Nd-144| U-238/Pb-206| aluminum| Pa-231| zinc| Sr-87/Sr-86| Cs-137| U-234/Th-230| Th-234| Pu-239| lead| U-238/Pb-204| Zr-95| Th-228| alkaline earth metals| K-40| platinum| indium| Pb-207| Sr-86| silver| neodymium| actinium| technetium| iron| Pb-207/Pb-204| Rb-87/Sr-86| nickel| uranium| thorium| Mg-25/Mg-24| Am-241| thallium| protactinium| strontium| cerium| U-238/U-235| Fe-57| manganese| thulium| cadmium| Al-27/Al-26| Pu-238| terbium| alkali metals,chemical elements| chelation| nonmetals| ligands| complexing| Th-230/Ra-226| geochemistry| base metals| pollution| metallurgy| alloys| metal ores| isotopes| native elements| Th-232/Th-228| trace metals| ore minerals,metals,,Metals,,,Crystalline solids| Building materials| Chemical substances,,
591,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotografia,http://dbpedia.org/resource/Category:Photography,C,,false-color photography| infrared photography,video methods| photogeology| aerial photography| space photography| mosaics| photogrammetry| remote sensing,photography,,Photography,,,Imaging| Crafts| Art media| Hobbies,,
592,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotografia,http://dbpedia.org/resource/Category:Photography,E,,false-color photography| infrared photography,video methods| photogeology| aerial photography| space photography| mosaics| photogrammetry| remote sensing,photography,,Photography,,,Imaging| Crafts| Art media| Hobbies,,
593,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotomosaico,http://dbpedia.org/resource/Category:Mosaics,C,,,photography| photogeology| aerial photography| imagery| multispectral scanner| multispectral analysis| space photography| photogeologic maps| photogrammetry| remote sensing,mosaics,,Mosaics,,,Mosaic| Art media| Works of art,,Mosaic
594,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotomosaico,http://dbpedia.org/resource/Category:Mosaics,,,,photography| photogeology| aerial photography| imagery| multispectral scanner| multispectral analysis| space photography| photogeologic maps| photogrammetry| remote sensing,mosaics,,Mosaics,,,Mosaic| Art media| Works of art,,Mosaic
595,http://linkeddata.ge.imati.cnr.it/resource/ThIST/frattali,http://dbpedia.org/resource/Category:Fractals,C,,,mathematical geology| mathematical methods,fractals,,Fractals,,,Geometric shapes| Functions and mappings| Mathematical analysis| Chaos theory,,
596,http://linkeddata.ge.imati.cnr.it/resource/ThIST/frattali,http://dbpedia.org/resource/Category:Fractals,E,,,mathematical geology| mathematical methods,fractals,,Fractals,,,Geometric shapes| Functions and mappings| Mathematical analysis| Chaos theory,,
597,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geometria,http://dbpedia.org/resource/Category:Geometry,C,,,plate geometry| statistical analysis| mathematical geology| topology| geodetic coordinates| quantitative geomorphology| tortuosity| structural analysis| channel geometry| ellipticity| folds| eccentricity| waterways,geometry,,Geometry,,,Fields of mathematics| Space,,
598,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geometria,http://dbpedia.org/resource/Category:Geometry,E,,,plate geometry| statistical analysis| mathematical geology| topology| geodetic coordinates| quantitative geomorphology| tortuosity| structural analysis| channel geometry| ellipticity| folds| eccentricity| waterways,geometry,,Geometry,,,Fields of mathematics| Space,,
599,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legenda,http://dbpedia.org/resource/Category:Legends,C,,,cartography| maps,legends,,Legends,,,Oral tradition| Oral literature| Traditions| Fiction| Folklore by type,,Mythology| Folklore
600,http://linkeddata.ge.imati.cnr.it/resource/ThIST/legenda,http://dbpedia.org/resource/Category:Legends,E,,,cartography| maps,legends,,Legends,,,Oral tradition| Oral literature| Traditions| Fiction| Folklore by type,,Mythology| Folklore
601,http://linkeddata.ge.imati.cnr.it/resource/ThIST/materiale,http://dbpedia.org/resource/Category:Materials,C,,pavements| filling materials| incompetent materials| binders| homogeneous materials| cohesive materials,properties| coarse-grained materials| fines| elastoviscoplastic materials| engineering geology| geomembranes| viscoelastic materials| geotextiles| toxic materials| heterogeneous materials| competent materials| anisotropic materials| granular materials| suspended materials| overconsolidated materials| cohesionless materials| raw materials| inorganic materials| viscous materials| organic materials| applied geology| linear materials| saturated materials| ornamental materials| asphalt| discontinuous materials| viscoplastic materials| plastic materials| continuous materials| brittle materials| porous materials| expansive materials| insulation materials| cohesion| polycrystalline materials| glass materials| natural materials| absorbent materials| refractory materials| terrigenous materials| education| ceramic materials| isotropic materials| unconsolidated materials| cement materials| consistent materials| colloidal materials| rock mechanics| Carrara Marble| fossiliferous materials| diagenesis| interlaboratory comparison| relict materials| backfill| construction materials| banded materials| non-linear materials| standard materials| particulate materials| soil mechanics| reinforced materials| elastic materials| dissolved materials| parent materials| anelastic materials| elastoplastic materials| synthetic materials| fractured materials| amorphous materials| conductive materials| weathered materials| layered materials,materials,,Materials,,,Manufacturing| Goods| Matter,,
602,http://linkeddata.ge.imati.cnr.it/resource/ThIST/materiale,http://dbpedia.org/resource/Category:Materials,E,,pavements| filling materials| incompetent materials| binders| homogeneous materials| cohesive materials,properties| coarse-grained materials| fines| elastoviscoplastic materials| engineering geology| geomembranes| viscoelastic materials| geotextiles| toxic materials| heterogeneous materials| competent materials| anisotropic materials| granular materials| suspended materials| overconsolidated materials| cohesionless materials| raw materials| inorganic materials| viscous materials| organic materials| applied geology| linear materials| saturated materials| ornamental materials| asphalt| discontinuous materials| viscoplastic materials| plastic materials| continuous materials| brittle materials| porous materials| expansive materials| insulation materials| cohesion| polycrystalline materials| glass materials| natural materials| absorbent materials| refractory materials| terrigenous materials| education| ceramic materials| isotropic materials| unconsolidated materials| cement materials| consistent materials| colloidal materials| rock mechanics| Carrara Marble| fossiliferous materials| diagenesis| interlaboratory comparison| relict materials| backfill| construction materials| banded materials| non-linear materials| standard materials| particulate materials| soil mechanics| reinforced materials| elastic materials| dissolved materials| parent materials| anelastic materials| elastoplastic materials| synthetic materials| fractured materials| amorphous materials| conductive materials| weathered materials| layered materials,materials,,Materials,,,Manufacturing| Goods| Matter,,
